Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,4082.0,2135.0,2056.0,2003.0,1980.0,1989.0,2063.0,2165.0,2221.0,2350.0,2399.0,2500.0,2583.0,2663.0,2688.0,2719.0,2931.0,2927.0,2937.0,2960.0,3249.0,3271.0,3231.0,3245.0,3510.0,3537.0
unmatched_applicants,4164.0,2174.0,2033.0,2013.0,1982.0,1996.0,2044.0,2171.0,2255.0,2326.0,2417.0,2491.0,2573.0,2655.0,2671.0,2714.0,2930.0,2944.0,2969.0,2978.0,3272.0,3257.0,3284.0,3264.0,3528.0,3536.0
unmatched_applicants,4115.0,2139.0,2068.0,1990.0,1980.0,1994.0,2053.0,2181.0,2225.0,2326.0,2420.0,2478.0,2588.0,2663.0,2698.0,2712.0,2939.0,2947.0,2982.0,2978.0,3244.0,3303.0,3274.0,3284.0,3494.0,3484.0
unmatched_applicants,4137.0,2152.0,2058.0,2005.0,1980.0,1989.0,2075.0,2159.0,2218.0,2323.0,2419.0,2502.0,2603.0,2655.0,2692.0,2740.0,2962.0,2934.0,2978.0,2978.0,3272.0,3274.0,3314.0,3301.0,3535.0,3548.0
unmatched_applicants,4116.0,2127.0,2040.0,1997.0,1980.0,1998.0,2042.0,2154.0,2202.0,2340.0,2423.0,2488.0,2620.0,2636.0,2674.0,2736.0,2913.0,2963.0,2980.0,2952.0,3248.0,3249.0,3255.0,3255.0,3513.0,3527.0
unmatched_applicants,4108.0,2139.0,2051.0,2000.0,1981.0,2009.0,2061.0,2178.0,2221.0,2321.0,2387.0,2504.0,2586.0,2647.0,2693.0,2729.0,2922.0,2928.0,2947.0,2983.0,3264.0,3286.0,3280.0,3284.0,3535.0,3506.0
unmatched_applicants,4122.0,2133.0,2077.0,2005.0,1980.0,1995.0,2056.0,2174.0,2227.0,2316.0,2394.0,2497.0,2614.0,2674.0,2700.0,2715.0,2925.0,2958.0,2950.0,2948.0,3218.0,3236.0,3237.0,3283.0,3535.0,3523.0
unmatched_applicants,4158.0,2165.0,2050.0,2012.0,1980.0,2000.0,2066.0,2192.0,2229.0,2332.0,2391.0,2467.0,2613.0,2655.0,2687.0,2709.0,2960.0,2962.0,2941.0,2965.0,3242.0,3213.0,3287.0,3287.0,3512.0,3515.0
unmatched_applicants,4149.0,2178.0,2044.0,1998.0,1983.0,2009.0,2089.0,2158.0,2271.0,2333.0,2435.0,2474.0,2626.0,2669.0,2675.0,2729.0,2948.0,2938.0,2969.0,2985.0,3253.0,3259.0,3229.0,3232.0,3485.0,3527.0
unmatched_applicants,4103.0,2137.0,2060.0,2017.0,1980.0,1997.0,2055.0,2156.0,2217.0,2325.0,2428.0,2484.0,2609.0,2665.0,2683.0,2714.0,2898.0,2939.0,2965.0,2950.0,3277.0,3252.0,3240.0,3274.0,3536.0,3539.0
unfilled_spots,2102.0,155.0,76.0,23.0,0.0,9.0,83.0,185.0,241.0,370.0,419.0,520.0,603.0,683.0,708.0,739.0,951.0,947.0,957.0,980.0,1269.0,1291.0,1251.0,1265.0,1530.0,1557.0
unfilled_spots,2184.0,194.0,53.0,33.0,2.0,16.0,64.0,191.0,275.0,346.0,437.0,511.0,593.0,675.0,691.0,734.0,950.0,964.0,989.0,998.0,1292.0,1277.0,1304.0,1284.0,1548.0,1556.0
unfilled_spots,2135.0,159.0,88.0,10.0,0.0,14.0,73.0,201.0,245.0,346.0,440.0,498.0,608.0,683.0,718.0,732.0,959.0,967.0,1002.0,998.0,1264.0,1323.0,1294.0,1304.0,1514.0,1504.0
unfilled_spots,2157.0,172.0,78.0,25.0,0.0,9.0,95.0,179.0,238.0,343.0,439.0,522.0,623.0,675.0,712.0,760.0,982.0,954.0,998.0,998.0,1292.0,1294.0,1334.0,1321.0,1555.0,1568.0
unfilled_spots,2136.0,147.0,60.0,17.0,0.0,18.0,62.0,174.0,222.0,360.0,443.0,508.0,640.0,656.0,694.0,756.0,933.0,983.0,1000.0,972.0,1268.0,1269.0,1275.0,1275.0,1533.0,1547.0
