Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,7151.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6542.0,6532.0,6569.0,6606.0,6654.0,6634.0,6726.0,6803.0,6812.0,6783.0,6855.0,6931.0,6959.0,6947.0,6983.0
unmatched_applicants,7157.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6524.0,6530.0,6519.0,6552.0,6596.0,6644.0,6657.0,6676.0,6773.0,6790.0,6833.0,6833.0,6896.0,6924.0,6934.0,6946.0
unmatched_applicants,7152.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6538.0,6533.0,6549.0,6561.0,6657.0,6669.0,6700.0,6770.0,6860.0,6815.0,6822.0,6909.0,6956.0,6944.0,6937.0
unmatched_applicants,7125.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6526.0,6534.0,6548.0,6575.0,6686.0,6645.0,6716.0,6770.0,6821.0,6795.0,6879.0,6903.0,6923.0,6927.0,6976.0
unmatched_applicants,7114.0,6519.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6529.0,6524.0,6572.0,6639.0,6622.0,6634.0,6666.0,6752.0,6808.0,6848.0,6877.0,6925.0,6965.0,6933.0,6980.0
unmatched_applicants,7141.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6527.0,6519.0,6521.0,6545.0,6612.0,6636.0,6667.0,6689.0,6784.0,6823.0,6792.0,6861.0,6909.0,6903.0,6926.0,6984.0
unmatched_applicants,7154.0,6521.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6525.0,6519.0,6527.0,6547.0,6546.0,6640.0,6628.0,6684.0,6768.0,6818.0,6808.0,6866.0,6912.0,6921.0,6958.0,6937.0
unmatched_applicants,7134.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6520.0,6526.0,6586.0,6618.0,6644.0,6655.0,6712.0,6767.0,6813.0,6803.0,6857.0,6899.0,6958.0,6987.0,6958.0
unmatched_applicants,7142.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6529.0,6521.0,6534.0,6594.0,6627.0,6655.0,6749.0,6757.0,6785.0,6810.0,6851.0,6875.0,6946.0,6958.0,6950.0
unmatched_applicants,7153.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6525.0,6547.0,6586.0,6634.0,6633.0,6701.0,6762.0,6842.0,6789.0,6893.0,6929.0,6917.0,6914.0,6944.0
