Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,4783.0,4364.0,4364.0,4364.0,4364.0,4364.0,4364.0,4372.0,4373.0,4387.0,4402.0,4423.0,4427.0,4455.0,4474.0,4497.0,4516.0,4537.0,4535.0,4556.0,4591.0,4591.0,4602.0,4597.0,4649.0,4638.0,4651.0,4647.0,4679.0,4693.0,4682.0
unmatched_applicants,4754.0,4364.0,4364.0,4364.0,4364.0,4364.0,4365.0,4371.0,4370.0,4392.0,4410.0,4425.0,4436.0,4452.0,4475.0,4490.0,4508.0,4531.0,4528.0,4549.0,4575.0,4587.0,4604.0,4589.0,4627.0,4631.0,4665.0,4626.0,4696.0,4690.0,4683.0
unmatched_applicants,4775.0,4364.0,4364.0,4364.0,4364.0,4364.0,4364.0,4372.0,4369.0,4395.0,4409.0,4425.0,4429.0,4451.0,4470.0,4489.0,4512.0,4521.0,4540.0,4552.0,4596.0,4578.0,4598.0,4593.0,4648.0,4631.0,4646.0,4639.0,4693.0,4672.0,4675.0
unmatched_applicants,4779.0,4364.0,4364.0,4364.0,4364.0,4364.0,4366.0,4381.0,4366.0,4383.0,4418.0,4433.0,4441.0,4460.0,4477.0,4491.0,4525.0,4523.0,4535.0,4553.0,4603.0,4585.0,4610.0,4593.0,4646.0,4638.0,4644.0,4650.0,4671.0,4679.0,4693.0
unmatched_applicants,4751.0,4364.0,4364.0,4364.0,4364.0,4364.0,4364.0,4368.0,4366.0,4380.0,4406.0,4424.0,4435.0,4453.0,4484.0,4492.0,4526.0,4526.0,4535.0,4554.0,4594.0,4582.0,4585.0,4609.0,4631.0,4642.0,4647.0,4645.0,4696.0,4659.0,4676.0
unmatched_applicants,4740.0,4364.0,4364.0,4364.0,4364.0,4364.0,4364.0,4380.0,4375.0,4382.0,4399.0,4430.0,4426.0,4451.0,4475.0,4494.0,4524.0,4522.0,4541.0,4543.0,4575.0,4581.0,4588.0,4603.0,4625.0,4632.0,4649.0,4640.0,4671.0,4677.0,4683.0
unmatched_applicants,4753.0,4364.0,4364.0,4364.0,4364.0,4364.0,4364.0,4372.0,4374.0,4383.0,4407.0,4430.0,4443.0,4454.0,4475.0,4492.0,4513.0,4529.0,4535.0,4548.0,4575.0,4583.0,4593.0,4589.0,4653.0,4626.0,4657.0,4644.0,4673.0,4686.0,4683.0
unmatched_applicants,4775.0,4364.0,4364.0,4364.0,4364.0,4364.0,4364.0,4368.0,4374.0,4383.0,4405.0,4443.0,4431.0,4458.0,4475.0,4492.0,4512.0,4524.0,4534.0,4533.0,4586.0,4583.0,4587.0,4608.0,4634.0,4648.0,4649.0,4653.0,4685.0,4678.0,4691.0
unmatched_applicants,4762.0,4364.0,4364.0,4364.0,4364.0,4364.0,4365.0,4368.0,4374.0,4388.0,4413.0,4433.0,4431.0,4452.0,4474.0,4481.0,4514.0,4530.0,4529.0,4553.0,4580.0,4580.0,4607.0,4598.0,4638.0,4644.0,4653.0,4644.0,4686.0,4671.0,4668.0
unmatched_applicants,4789.0,4364.0,4364.0,4364.0,4364.0,4364.0,4365.0,4368.0,4370.0,4376.0,4401.0,4424.0,4429.0,4460.0,4475.0,4486.0,4510.0,4539.0,4542.0,4553.0,4562.0,4589.0,4590.0,4598.0,4627.0,4643.0,4643.0,4644.0,4664.0,4698.0,4699.0
unfilled_spots,419.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,23.0,38.0,59.0,63.0,91.0,110.0,133.0,152.0,173.0,171.0,192.0,227.0,227.0,238.0,233.0,285.0,274.0,287.0,283.0,315.0,329.0,318.0
unfilled_spots,390.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,28.0,46.0,61.0,72.0,88.0,111.0,126.0,144.0,167.0,164.0,185.0,211.0,223.0,240.0,225.0,263.0,267.0,301.0,262.0,332.0,326.0,319.0
unfilled_spots,411.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,31.0,45.0,61.0,65.0,87.0,106.0,125.0,148.0,157.0,176.0,188.0,232.0,214.0,234.0,229.0,284.0,267.0,282.0,275.0,329.0,308.0,311.0
unfilled_spots,415.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,19.0,54.0,69.0,77.0,96.0,113.0,127.0,161.0,159.0,171.0,189.0,239.0,221.0,246.0,229.0,282.0,274.0,280.0,286.0,307.0,315.0,329.0
unfilled_spots,387.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,16.0,42.0,60.0,71.0,89.0,120.0,128.0,162.0,162.0,171.0,190.0,230.0,218.0,221.0,245.0,267.0,278.0,283.0,281.0,332.0,295.0,312.0
unfilled_spots,376.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,18.0,35.0,66.0,62.0,87.0,111.0,130.0,160.0,158.0,177.0,179.0,211.0,217.0,224.0,239.0,261.0,268.0,285.0,276.0,307.0,313.0,319.0
unfilled_spots,389.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,19.0,43.0,66.0,79.0,90.0,111.0,128.0,149.0,165.0,171.0,184.0,211.0,219.0,229.0,225.0,289.0,262.0,293.0,280.0,309.0,322.0,319.0
unfilled_spots,411.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,19.0,41.0,79.0,67.0,94.0,111.0,128.0,148.0,160.0,170.0,169.0,222.0,219.0,223.0,244.0,270.0,284.0,285.0,289.0,321.0,314.0,327.0
unfilled_spots,398.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,24.0,49.0,69.0,67.0,88.0,110.0,117.0,150.0,166.0,165.0,189.0,216.0,216.0,243.0,234.0,274.0,280.0,289.0,280.0,322.0,307.0,304.0
unfilled_spots,425.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,12.0,37.0,60.0,65.0,96.0,111.0,122.0,146.0,175.0,178.0,189.0,198.0,225.0,226.0,234.0,263.0,279.0,279.0,280.0,300.0,334.0,335.0
reviews_per_program,535.2522796352583,537.161094224924,207.8662613981763,55.954407294832826,72.51063829787235,90.63829787234043,108.7629179331307,126.86322188449849,144.98784194528875,163.0243161094225,181.09726443768997,199.04863221884497,216.98784194528875,234.40425531914894,251.8145896656535,269.0759878419453,286.0060790273556,302.8632218844985,318.50759878419456,334.09118541033433,348.93313069908817,364.3586626139818,377.45288753799394,390.63829787234044,402.7325227963526,416.1337386018237,426.27963525835867,436.9179331306991,444.27355623100306,454.4468085106383,461.83586626139817
