Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,1028.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,960.0,962.0,969.0,980.0,979.0,982.0,977.0,985.0,980.0,989.0,989.0,990.0,999.0,1004.0,1007.0,1011.0,1002.0,1003.0,1010.0
unmatched_applicants,1016.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,964.0,968.0,981.0,979.0,981.0,979.0,979.0,981.0,989.0,989.0,991.0,998.0,1006.0,1008.0,997.0,1006.0,1009.0,1013.0
unmatched_applicants,1023.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,964.0,975.0,975.0,979.0,978.0,982.0,981.0,981.0,985.0,993.0,998.0,996.0,1002.0,1006.0,1009.0,1014.0,1010.0,1005.0
unmatched_applicants,1021.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,962.0,971.0,978.0,979.0,980.0,980.0,981.0,980.0,982.0,989.0,999.0,1005.0,1011.0,1001.0,1010.0,1007.0,1010.0,1008.0
unmatched_applicants,1017.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,966.0,967.0,977.0,978.0,979.0,978.0,980.0,977.0,985.0,994.0,997.0,1000.0,1007.0,1010.0,1007.0,999.0,1002.0,1004.0
unmatched_applicants,1023.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,958.0,969.0,971.0,975.0,977.0,980.0,985.0,978.0,977.0,990.0,987.0,993.0,995.0,1000.0,1010.0,1004.0,1004.0,1005.0,1006.0
unmatched_applicants,1023.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,959.0,965.0,965.0,975.0,982.0,978.0,981.0,979.0,981.0,990.0,991.0,998.0,1003.0,1008.0,1008.0,1009.0,1014.0,1006.0,1009.0
unmatched_applicants,1028.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,966.0,967.0,973.0,980.0,981.0,983.0,988.0,983.0,984.0,997.0,1004.0,997.0,1007.0,1010.0,1001.0,1011.0,1004.0,1009.0
unmatched_applicants,1016.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,963.0,965.0,977.0,981.0,981.0,981.0,981.0,984.0,983.0,995.0,997.0,999.0,1006.0,1013.0,1004.0,1006.0,1006.0,1008.0
unmatched_applicants,1014.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,958.0,963.0,968.0,976.0,981.0,981.0,981.0,981.0,979.0,981.0,990.0,995.0,999.0,1001.0,1004.0,1010.0,1009.0,1006.0,1016.0
unfilled_spots,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,23.0,22.0,25.0,20.0,28.0,23.0,32.0,32.0,33.0,42.0,47.0,50.0,54.0,45.0,46.0,53.0
unfilled_spots,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,24.0,22.0,24.0,22.0,22.0,24.0,32.0,32.0,34.0,41.0,49.0,51.0,40.0,49.0,52.0,56.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,18.0,18.0,22.0,21.0,25.0,24.0,24.0,28.0,36.0,41.0,39.0,45.0,49.0,52.0,57.0,53.0,48.0
unfilled_spots,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,14.0,21.0,22.0,23.0,23.0,24.0,23.0,25.0,32.0,42.0,48.0,54.0,44.0,53.0,50.0,53.0,51.0
unfilled_spots,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,20.0,21.0,22.0,21.0,23.0,20.0,28.0,37.0,40.0,43.0,50.0,53.0,50.0,42.0,45.0,47.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,18.0,20.0,23.0,28.0,21.0,20.0,33.0,30.0,36.0,38.0,43.0,53.0,47.0,47.0,48.0,49.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,18.0,25.0,21.0,24.0,22.0,24.0,33.0,34.0,41.0,46.0,51.0,51.0,52.0,57.0,49.0,52.0
unfilled_spots,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,16.0,23.0,24.0,26.0,31.0,26.0,27.0,40.0,47.0,40.0,50.0,53.0,44.0,54.0,47.0,52.0
