Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,3359.0,2062.0,2036.0,1996.0,1980.0,1980.0,1985.0,1995.0,2004.0,2052.0,2145.0,2213.0,2280.0,2336.0,2407.0,2492.0,2533.0,2584.0,2581.0,2646.0,2712.0,2747.0,2759.0,2777.0,2901.0,2904.0,2882.0,2949.0,3029.0,3050.0
unmatched_applicants,3374.0,2067.0,2005.0,1999.0,1980.0,1980.0,1984.0,1995.0,2012.0,2050.0,2127.0,2236.0,2299.0,2337.0,2415.0,2435.0,2528.0,2562.0,2611.0,2608.0,2714.0,2738.0,2773.0,2768.0,2902.0,2912.0,2926.0,2919.0,3005.0,3063.0
unmatched_applicants,3362.0,2065.0,2011.0,1994.0,1980.0,1980.0,1982.0,1997.0,2015.0,2084.0,2148.0,2235.0,2245.0,2336.0,2399.0,2464.0,2546.0,2575.0,2614.0,2641.0,2707.0,2766.0,2792.0,2757.0,2906.0,2887.0,2925.0,2913.0,3050.0,3046.0
unmatched_applicants,3299.0,2063.0,2037.0,2000.0,1980.0,1980.0,1983.0,2005.0,2002.0,2071.0,2144.0,2218.0,2299.0,2365.0,2396.0,2453.0,2519.0,2580.0,2623.0,2642.0,2708.0,2741.0,2759.0,2812.0,2909.0,2939.0,2910.0,2934.0,3039.0,3069.0
unmatched_applicants,3362.0,2054.0,2010.0,1998.0,1980.0,1980.0,1981.0,1994.0,2003.0,2078.0,2142.0,2229.0,2290.0,2346.0,2405.0,2448.0,2537.0,2582.0,2612.0,2613.0,2727.0,2750.0,2777.0,2777.0,2892.0,2917.0,2901.0,2917.0,3057.0,3059.0
unmatched_applicants,3321.0,2062.0,2028.0,2000.0,1980.0,1980.0,1980.0,2007.0,2004.0,2060.0,2141.0,2223.0,2286.0,2341.0,2405.0,2440.0,2506.0,2594.0,2604.0,2637.0,2747.0,2756.0,2757.0,2764.0,2910.0,2895.0,2912.0,2933.0,3051.0,2987.0
unmatched_applicants,3355.0,2053.0,2012.0,2001.0,1980.0,1982.0,1984.0,2003.0,2006.0,2062.0,2129.0,2235.0,2294.0,2365.0,2406.0,2432.0,2541.0,2597.0,2621.0,2624.0,2723.0,2746.0,2750.0,2800.0,2915.0,2933.0,2932.0,2935.0,3040.0,3063.0
unmatched_applicants,3374.0,2054.0,2020.0,1998.0,1980.0,1980.0,1981.0,2011.0,2004.0,2058.0,2135.0,2197.0,2252.0,2345.0,2397.0,2452.0,2577.0,2585.0,2605.0,2641.0,2742.0,2748.0,2766.0,2777.0,2897.0,2915.0,2913.0,2912.0,3031.0,3071.0
unmatched_applicants,3352.0,2074.0,2037.0,2005.0,1980.0,1980.0,1985.0,2013.0,2020.0,2047.0,2132.0,2217.0,2294.0,2330.0,2400.0,2454.0,2542.0,2590.0,2607.0,2655.0,2753.0,2730.0,2773.0,2779.0,2926.0,2918.0,2931.0,2909.0,3031.0,3044.0
unmatched_applicants,3354.0,2056.0,2024.0,1997.0,1980.0,1980.0,1981.0,1998.0,1987.0,2069.0,2115.0,2230.0,2273.0,2361.0,2380.0,2441.0,2556.0,2548.0,2630.0,2643.0,2729.0,2747.0,2760.0,2769.0,2882.0,2937.0,2912.0,2921.0,3053.0,2989.0
