Parameter,0,1,2,3,4,5,6
unmatched_applicants,284.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,283.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,286.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,285.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,285.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,285.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,286.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,284.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,285.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,284.0,272.0,272.0,272.0,272.0,272.0,272.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,263.48148148148147,70.48148148148148,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,263.1111111111111,89.22222222222223,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,266.4074074074074,72.0,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,270.9259259259259,88.92592592592592,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.4074074074074
reviews_per_program,265.3333333333333,107.4074074074074,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,264.7037037037037,100.0,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,268.77777777777777,100.77777777777777,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,267.6296296296296,68.18518518518519,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,267.55555555555554,116.70370370370371,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
reviews_per_program,258.9259259259259,105.07407407407408,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444
pct_interview_given_signal,0.0,0.8528428093645485,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.8494983277591973,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.8561872909698997,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.8394648829431438,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.15058561070831009
pct_interview_given_signal,0.0,0.8160535117056856,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.842809364548495,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.8327759197324415,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.8494983277591973,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.802675585284281,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_signal,0.0,0.8294314381270903,0.451505016722408,0.3010033444816054,0.225752508361204,0.1806020066889632,0.1505016722408027
pct_interview_given_nosignal,0.03795333145909474,0.002131287297527707,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03800675675675676,0.0022762839664248113,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.037536493813429724,0.002063679245283019,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03691045796308954,0.0027612265659061183,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03768844221105527,0.0037528868360277136,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03777808870854904,0.0025940337224383916,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.037205456800330716,0.0029923055001424906,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03736507057846665,0.0023357664233576644,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03737541528239203,0.004357298474945534,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03862108425118009,0.0032539565153083864,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.03795333145909474,0.03679978192721821,0.037236243276789406,0.0377939529675252,0.03727737125500483,0.037783375314861464,0.03825988380331586
pct_interview_given_application,0.03800675675675676,0.03684497816593887,0.03769896676905892,0.038108680310515175,0.03679476696647588,0.03766215650718371,0.0371900826446281
pct_interview_given_application,0.037536493813429724,0.03811944091486658,0.038001407459535536,0.03776223776223776,0.03751563151313047,0.037282518641259324,0.03780453654438533
pct_interview_given_application,0.03691045796308954,0.037604456824512536,0.03770423125261835,0.03671471308131629,0.03814636903079966,0.0377253038982814,0.03759398496240601
pct_interview_given_application,0.03768844221105527,0.037359900373599,0.037720033528918694,0.03782042302843536,0.03782042302843536,0.03759398496240601,0.037836322869955155
