Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12
unmatched_applicants,287.0,269.0,269.0,269.0,269.0,269.0,269.0,273.0,273.0,276.0,279.0,277.0,279.0
unmatched_applicants,284.0,269.0,269.0,269.0,269.0,269.0,269.0,273.0,274.0,273.0,278.0,280.0,278.0
unmatched_applicants,286.0,269.0,269.0,269.0,269.0,269.0,269.0,274.0,273.0,273.0,277.0,276.0,279.0
unmatched_applicants,286.0,269.0,269.0,269.0,269.0,269.0,271.0,272.0,274.0,274.0,276.0,277.0,277.0
unmatched_applicants,286.0,269.0,269.0,269.0,269.0,269.0,271.0,274.0,271.0,273.0,278.0,277.0,277.0
unmatched_applicants,286.0,269.0,269.0,269.0,269.0,269.0,269.0,272.0,271.0,273.0,277.0,277.0,278.0
unmatched_applicants,286.0,269.0,269.0,269.0,269.0,269.0,271.0,273.0,274.0,274.0,276.0,278.0,279.0
unmatched_applicants,285.0,269.0,269.0,269.0,269.0,269.0,271.0,273.0,274.0,274.0,278.0,276.0,279.0
unmatched_applicants,284.0,269.0,269.0,269.0,269.0,269.0,270.0,272.0,273.0,275.0,277.0,277.0,280.0
unmatched_applicants,284.0,269.0,269.0,269.0,269.0,269.0,270.0,273.0,271.0,275.0,279.0,278.0,278.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,10.0,8.0,10.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,9.0,11.0,9.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,8.0,7.0,10.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,7.0,8.0,8.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,9.0,8.0,8.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,8.0,8.0,9.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,7.0,9.0,10.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,9.0,7.0,10.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,8.0,8.0,11.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,10.0,9.0,9.0
reviews_per_program,296.57142857142856,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.14285714285714,213.5,234.28571428571428,255.35714285714286
reviews_per_program,296.57142857142856,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.42857142857142,234.5,256.2142857142857
reviews_per_program,296.92857142857144,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,191.85714285714286,213.14285714285714,234.35714285714286,254.35714285714286
reviews_per_program,297.7857142857143,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.07142857142858,213.35714285714286,234.42857142857142,255.07142857142858
reviews_per_program,295.42857142857144,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.07142857142858,149.5,170.78571428571428,191.92857142857142,213.5,233.85714285714286,255.57142857142858
reviews_per_program,296.85714285714283,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.21428571428572,213.14285714285714,234.57142857142858,255.28571428571428
reviews_per_program,296.5,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.35714285714286,170.78571428571428,191.92857142857142,213.42857142857142,234.78571428571428,256.14285714285717
reviews_per_program,296.35714285714283,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.07142857142858,213.21428571428572,234.57142857142858,255.92857142857142
reviews_per_program,295.07142857142856,21.357142857142858,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.0,213.42857142857142,234.57142857142858,255.85714285714286
reviews_per_program,297.2857142857143,41.714285714285715,42.714285714285715,64.07142857142857,85.42857142857143,106.78571428571429,128.14285714285714,149.5,170.85714285714286,192.14285714285714,213.5,234.5,255.85714285714286
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.0716674629718108,0.06270903010033445,0.055762081784386616,0.050184008029441285,0.04573170731707317,0.04195804195804196
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.0716674629718108,0.06270903010033445,0.055741360089186176,0.050200803212851405,0.045689917758148034,0.04181767493727349
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.0716674629718108,0.06270903010033445,0.05584512285927029,0.05026809651474531,0.04571776897287412,0.04212299915754002
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.0716674629718108,0.06270903010033445,0.055782818891781334,0.05021760964178105,0.04570383912248629,0.04200504060487258
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08365867261572783,0.0716674629718108,0.06273525721455459,0.05582433941198362,0.050184008029441285,0.04581551618814905,0.041922861934041364
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.0716674629718108,0.06270903010033445,0.055741360089186176,0.05026809651474531,0.045676004872107184,0.041969781757134866
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.07173601147776183,0.06273525721455459,0.05582433941198362,0.050200803212851405,0.04563431700638881,0.04182933630786392
pct_interview_given_signal,0.0,0.5016722408026756,0.2508361204013378,0.16722408026755853,0.1254180602006689,0.10033444816053512,0.08361204013377926,0.0716674629718108,0.06270903010033445,0.055782818891781334,0.05025125628140704,0.045676004872107184,0.041864359475300025
