Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,1130.0,1036.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1122.0,1038.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1117.0,1035.0,1037.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1141.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1123.0,1037.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1129.0,1035.0,1036.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1126.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1126.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1110.0,1040.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unmatched_applicants,1135.0,1036.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0
unfilled_spots,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,87.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,82.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,251.51724137931035,251.83908045977012,253.6168582375479,254.5287356321839,250.09195402298852,250.7088122605364,221.1417624521073,185.02298850574712
reviews_per_program,249.81992337164752,251.55938697318007,252.35632183908046,251.68965517241378,251.5785440613027,249.72413793103448,224.15325670498083,183.65900383141764
reviews_per_program,253.3793103448276,252.32183908045977,251.8927203065134,253.41379310344828,252.0344827586207,251.24137931034483,230.41379310344828,178.55172413793105
reviews_per_program,254.11877394636016,252.6168582375479,253.66666666666666,250.88122605363984,252.34099616858236,249.272030651341,230.68199233716476,182.088122605364
reviews_per_program,249.95019157088123,252.33716475095787,253.1494252873563,249.94252873563218,251.34865900383141,249.09961685823754,230.2375478927203,183.1992337164751
reviews_per_program,251.6551724137931,248.73563218390805,250.49425287356323,249.15325670498083,252.26436781609195,247.22222222222223,225.8352490421456,188.4214559386973
