Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,3548.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3319.0,3322.0,3327.0,3349.0,3345.0,3359.0,3382.0,3395.0
unmatched_applicants,3557.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3314.0,3313.0,3315.0,3334.0,3351.0,3330.0,3365.0,3382.0,3393.0
unmatched_applicants,3541.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3314.0,3317.0,3329.0,3343.0,3343.0,3357.0,3372.0,3401.0
unmatched_applicants,3535.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3317.0,3332.0,3346.0,3323.0,3349.0,3377.0,3387.0
unmatched_applicants,3560.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3320.0,3332.0,3345.0,3337.0,3365.0,3387.0,3399.0
unmatched_applicants,3546.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3313.0,3312.0,3317.0,3321.0,3350.0,3341.0,3366.0,3384.0,3395.0
unmatched_applicants,3551.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3314.0,3312.0,3314.0,3323.0,3333.0,3353.0,3348.0,3366.0,3366.0,3393.0
unmatched_applicants,3554.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3316.0,3315.0,3312.0,3330.0,3341.0,3343.0,3367.0,3383.0,3397.0
unmatched_applicants,3541.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3316.0,3312.0,3324.0,3322.0,3344.0,3346.0,3362.0,3376.0,3395.0
unmatched_applicants,3543.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3322.0,3319.0,3337.0,3344.0,3342.0,3371.0,3377.0,3392.0
unfilled_spots,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,15.0,37.0,33.0,47.0,70.0,83.0
unfilled_spots,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,22.0,39.0,18.0,53.0,70.0,81.0
unfilled_spots,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,17.0,31.0,31.0,45.0,60.0,89.0
unfilled_spots,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,34.0,11.0,37.0,65.0,75.0
unfilled_spots,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,33.0,25.0,53.0,75.0,87.0
unfilled_spots,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,38.0,29.0,54.0,72.0,83.0
unfilled_spots,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,21.0,41.0,36.0,54.0,54.0,81.0
unfilled_spots,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,18.0,29.0,31.0,55.0,71.0,85.0
unfilled_spots,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,10.0,32.0,34.0,50.0,64.0,83.0
unfilled_spots,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,25.0,32.0,30.0,59.0,65.0,80.0
