Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,249.0,249.0,250.0,250.0,252.0,256.0,259.0,261.0,260.0,259.0,264.0,261.0,264.0
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,251.0,250.0,250.0,253.0,249.0,251.0,256.0,260.0,261.0,263.0,261.0,261.0,262.0,267.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,251.0,248.0,249.0,249.0,253.0,254.0,254.0,261.0,261.0,262.0,261.0,262.0,262.0,264.0
unmatched_applicants,267.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,250.0,250.0,250.0,250.0,249.0,252.0,257.0,261.0,259.0,261.0,262.0,262.0,262.0,265.0
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,250.0,249.0,250.0,250.0,251.0,253.0,256.0,263.0,264.0,259.0,259.0,258.0,263.0,266.0
unmatched_applicants,267.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,251.0,250.0,249.0,251.0,253.0,253.0,257.0,258.0,259.0,261.0,262.0,264.0,260.0,265.0
unmatched_applicants,263.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,248.0,250.0,251.0,250.0,254.0,257.0,261.0,260.0,260.0,264.0,261.0,258.0,263.0
unmatched_applicants,266.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,250.0,250.0,250.0,250.0,252.0,254.0,255.0,261.0,264.0,261.0,260.0,260.0,265.0,265.0
unmatched_applicants,270.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,248.0,250.0,249.0,249.0,250.0,250.0,252.0,255.0,258.0,262.0,261.0,260.0,256.0,260.0,262.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,251.0,250.0,248.0,251.0,250.0,253.0,256.0,262.0,259.0,260.0,262.0,260.0,265.0,265.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,9.0,12.0,14.0,13.0,12.0,17.0,14.0,17.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,6.0,2.0,4.0,9.0,13.0,14.0,16.0,14.0,14.0,15.0,20.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,6.0,7.0,7.0,14.0,14.0,15.0,14.0,15.0,15.0,17.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,10.0,14.0,12.0,14.0,15.0,15.0,15.0,18.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,6.0,9.0,16.0,17.0,12.0,12.0,11.0,16.0,19.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,6.0,6.0,10.0,11.0,12.0,14.0,15.0,17.0,13.0,18.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,3.0,7.0,10.0,14.0,13.0,13.0,17.0,14.0,11.0,16.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,7.0,8.0,14.0,17.0,14.0,13.0,13.0,18.0,18.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,8.0,11.0,15.0,14.0,13.0,9.0,13.0,15.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,4.0,3.0,6.0,9.0,15.0,12.0,13.0,15.0,13.0,18.0,18.0
reviews_per_program,268.5925925925926,259.18518518518516,117.70370370370371,41.407407407407405,44.2962962962963,55.370370370370374,66.4074074074074,77.51851851851852,88.55555555555556,99.5925925925926,110.51851851851852,121.44444444444444,132.33333333333334,143.59259259259258,153.85185185185185,164.66666666666666,174.92592592592592,185.37037037037038,193.92592592592592,203.92592592592592,212.0,220.85185185185185,229.14814814814815,235.74074074074073,245.5185185185185,251.40740740740742,256.51851851851853
reviews_per_program,268.0740740740741,247.14814814814815,138.74074074074073,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.55555555555556,99.5925925925926,110.66666666666667,121.5925925925926,132.2962962962963,143.0,154.8148148148148,165.1851851851852,174.1851851851852,185.66666666666666,195.77777777777777,204.11111111111111,216.5185185185185,222.1851851851852,230.0,240.11111111111111,242.85185185185185,255.25925925925927,256.22222222222223
reviews_per_program,265.74074074074076,246.1851851851852,132.5185185185185,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.55555555555556,99.66666666666667,110.70370370370371,121.77777777777777,132.88888888888889,143.44444444444446,153.92592592592592,163.88888888888889,175.03703703703704,185.25925925925927,195.0,204.74074074074073,210.66666666666666,223.96296296296296,231.25925925925927,242.25925925925927,246.4814814814815,252.66666666666666,258.9259259259259
reviews_per_program,268.3703703703704,253.8148148148148,122.25925925925925,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.51851851851852,110.62962962962963,121.55555555555556,132.44444444444446,143.2962962962963,154.33333333333334,165.03703703703704,175.5185185185185,183.85185185185185,192.0,205.4814814814815,212.92592592592592,223.2962962962963,230.7037037037037,243.07407407407408,249.7037037037037,253.55555555555554,258.25925925925924
reviews_per_program,267.14814814814815,255.11111111111111,133.88888888888889,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.48148148148148,88.5925925925926,99.44444444444444,110.48148148148148,121.51851851851852,132.33333333333334,143.5185185185185,153.55555555555554,163.0,174.74074074074073,182.77777777777777,195.37037037037038,203.59259259259258,211.7037037037037,224.1851851851852,232.07407407407408,239.22222222222223,243.4814814814815,251.7037037037037,262.81481481481484
reviews_per_program,264.48148148148147,259.962962962963,133.62962962962962,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.62962962962963,110.62962962962963,121.55555555555556,132.44444444444446,143.14814814814815,154.1851851851852,164.74074074074073,173.88888888888889,185.62962962962962,195.59259259259258,204.40740740740742,212.96296296296296,222.11111111111111,233.22222222222223,239.33333333333334,251.22222222222223,251.7037037037037,262.0740740740741
reviews_per_program,265.962962962963,244.37037037037038,122.77777777777777,41.7037037037037,44.2962962962963,55.370370370370374,66.4074074074074,77.51851851851852,88.51851851851852,99.62962962962963,110.70370370370371,121.4074074074074,132.44444444444446,143.33333333333334,153.96296296296296,164.66666666666666,173.2962962962963,184.62962962962962,194.59259259259258,206.37037037037038,212.03703703703704,220.37037037037038,228.8148148148148,240.59259259259258,246.74074074074073,248.37037037037038,262.48148148148147
reviews_per_program,263.81481481481484,245.85185185185185,138.74074074074073,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.62962962962963,132.2962962962963,143.5185185185185,153.77777777777777,164.74074074074073,174.40740740740742,184.44444444444446,195.55555555555554,205.11111111111111,214.22222222222223,223.1851851851852,230.22222222222223,238.66666666666666,250.4814814814815,254.0,256.77777777777777
reviews_per_program,271.55555555555554,254.37037037037038,131.8148148148148,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.55555555555556,110.51851851851852,121.29629629629629,132.14814814814815,143.22222222222223,154.07407407407408,163.59259259259258,174.4814814814815,184.03703703703704,194.0,202.8148148148148,212.59259259259258,221.11111111111111,233.4814814814815,239.5185185185185,246.74074074074073,248.11111111111111,260.9259259259259
reviews_per_program,266.8888888888889,249.66666666666666,126.4074074074074,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.51851851851852,110.66666666666667,121.4074074074074,132.2962962962963,143.62962962962962,153.07407407407408,164.66666666666666,172.8148148148148,184.22222222222223,195.07407407407408,203.1851851851852,214.25925925925927,222.03703703703704,232.1851851851852,240.25925925925927,246.22222222222223,256.8888888888889,263.7037037037037
pct_interview_given_signal,0.0,1.0,0.8929765886287625,0.6365663322185061,0.4782608695652174,0.3826086956521739,0.31901840490797545,0.2732919254658385,0.23923044751150147,0.21271848270732616,0.19168900804289543,0.17444342787435194,0.16008956059333893,0.14753675522311066,0.13769860375541645,0.1286549707602339,0.12110946432352318,0.11428571428571428,0.1092436974789916,0.10388666908826734,0.09993011879804332,0.09592487003186316,0.09245191530628738,0.08986645718774548,0.08628752451350129,0.08426635238656452,0.0825873520069304
pct_interview_given_signal,0.0,0.979933110367893,0.8695652173913043,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.23923044751150147,0.21271848270732616,0.19143239625167335,0.1742308863844045,0.1601343784994401,0.14814814814814814,0.1368421052631579,0.12825112107623318,0.12162449500318945,0.11410333133851985,0.1082103670071888,0.10379241516966067,0.09784468012316114,0.09534922487081181,0.09210950080515298,0.08823075736541725,0.08723501601342078,0.08299477655252467,0.08268285631685458
pct_interview_given_signal,0.0,0.9899665551839465,0.8712374581939799,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.23923044751150147,0.21256038647342995,0.1913683506189361,0.17396593673965938,0.15942028985507245,0.1476891298734831,0.13763233878729547,0.12926553672316385,0.12103258569614897,0.11435425829668133,0.10864197530864197,0.10347322720694646,0.10056258790436005,0.09459235984785844,0.09160794362588084,0.08744840238495642,0.0859504132231405,0.08384637936089123,0.08181948219138893
pct_interview_given_signal,0.0,0.9966555183946488,0.8779264214046822,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.2391304347826087,0.2128768142910309,0.1914964847673251,0.17428397318708105,0.1599552572706935,0.14784181959162573,0.13726901847852171,0.12836624775583483,0.12070056974045157,0.11522965350523771,0.11033950617283951,0.10310021629416005,0.0994955644459906,0.09487477193564439,0.0918285439075293,0.0871552643608106,0.0848412933847523,0.08355243938066025,0.08203068980352789
pct_interview_given_signal,0.0,0.9832775919732442,0.8779264214046822,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2734225621414914,0.2391304347826087,0.21303538175046555,0.19175326852162253,0.17433709234989334,0.16008956059333893,0.14761290322580645,0.13796430294259526,0.12997046125880482,0.12123781263247138,0.11590678824721377,0.10843601895734598,0.10405675823176277,0.1000699790062981,0.09449859573765075,0.0912863070539419,0.08855860040253909,0.08700943109218132,0.08416715715126545,0.080608793686584
pct_interview_given_signal,0.0,0.9933110367892977,0.8812709030100334,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.2391304347826087,0.21263940520446098,0.1914964847673251,0.17428397318708105,0.1599552572706935,0.14799482535575678,0.13740091280326688,0.12859712230215828,0.12183173588924387,0.11412609736632083,0.10831281954175345,0.10364196412393549,0.09947826086956522,0.09538102384525596,0.09083690646339526,0.08851748684617765,0.08432846822939702,0.08416715715126545,0.08083663086489543
pct_interview_given_signal,0.0,0.9732441471571907,0.8913043478260869,0.6354515050167224,0.4782608695652174,0.3826086956521739,0.31901840490797545,0.2732919254658385,0.2393305439330544,0.21263940520446098,0.1913683506189361,0.174496644295302,0.1599552572706935,0.14780361757105942,0.1375992302140967,0.1286549707602339,0.1222483436631759,0.11474423269809428,0.10886943281309479,0.10265613783201723,0.09991266375545851,0.0961344537815126,0.09258659760440272,0.08805418719211823,0.08586010207145002,0.08529674917983895,0.08071116128121913
pct_interview_given_signal,0.0,0.9765886287625418,0.8996655518394648,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.2391304347826087,0.21256038647342995,0.19130434782608696,0.17417783191230207,0.1601343784994401,0.14761290322580645,0.13776493256262043,0.12859712230215828,0.12146952643873433,0.11485943775100402,0.10833333333333334,0.10328638497652583,0.09889349930843706,0.0949220046465317,0.09202059202059203,0.08876474239602732,0.08457785006653852,0.08340624088655585,0.08250396653685273
pct_interview_given_signal,0.0,0.9933110367892977,0.8896321070234113,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.2391304347826087,0.21279761904761904,0.19168900804289543,0.17465648854961832,0.16031390134529147,0.147918282906646,0.1375,0.12949966040298846,0.12141795797070686,0.11511370497081908,0.10920198549064529,0.10445580715850986,0.09965156794425087,0.09581239530988275,0.09073604060913705,0.08844904901809185,0.08586010207145002,0.08538587848932677,0.08119233498935415
pct_interview_given_signal,0.0,0.9899665551839465,0.9013377926421404,0.6376811594202898,0.4782608695652174,0.3826086956521739,0.3188405797101449,0.2732919254658385,0.2391304347826087,0.2128768142910309,0.19143239625167335,0.174496644295302,0.1601343784994401,0.147498710675606,0.13839825792402613,0.1286549707602339,0.12258894127732534,0.11499798954563731,0.10860072147332447,0.10426540284360189,0.09887640449438202,0.09541284403669725,0.09124262242781943,0.08817635270541083,0.08604091456077016,0.08246828143021914,0.08033707865168539
pct_interview_given_nosignal,0.07887479316050745,0.03912856528593951,0.005695443645083933,0.00016028209648982208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.0790273556231003,0.040558220671609246,0.008106001558846453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.0797212543554007,0.040280210157618214,0.007699275362318841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07894010488545404,0.04014652014652015,0.007199754901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07930126161098018,0.040828315464825966,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.08010082621481585,0.039545585274662065,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07965464419997215,0.04108187134502924,0.005945121951219512,0.00031466331025802394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.08030324301558332,0.0409296886420114,0.005226748654880861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07801418439716312,0.0402164375548406,0.006069802731411229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07937829586455732,0.03968368080517613,0.004984141368373357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.07887479316050745,0.07861462341946124,0.07867950481430537,0.08015695067264574,0.07995526977914454,0.07932325613645819,0.07977684797768479,0.07876618011567062,0.08103130755064457,0.08033707865168539,0.07963246554364471,0.07964355332776385,0.07987711213517665,0.07829181494661921,0.07889655172413793,0.08071116128121913,0.07856063727509957,0.079312257348863,0.08082520842164759,0.07927927927927927,0.08046138697425799,0.07981024138412167,0.07965464419997215,0.08083663086489543,0.07974348250383383,0.08025817314438052,0.08065425831923294
