Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,182.0,132.0,130.0,130.0,130.0,130.0,130.0,131.0,130.0,131.0,136.0,134.0,135.0,138.0,142.0,141.0,142.0,146.0,145.0,149.0,154.0
unmatched_applicants,187.0,133.0,131.0,130.0,130.0,130.0,132.0,130.0,130.0,133.0,134.0,136.0,137.0,139.0,142.0,142.0,143.0,147.0,146.0,147.0,152.0
unmatched_applicants,187.0,133.0,132.0,130.0,130.0,130.0,130.0,130.0,131.0,132.0,135.0,135.0,139.0,140.0,138.0,142.0,145.0,148.0,145.0,149.0,150.0
unmatched_applicants,187.0,132.0,133.0,131.0,130.0,130.0,130.0,133.0,130.0,131.0,132.0,137.0,138.0,140.0,140.0,141.0,146.0,147.0,148.0,148.0,147.0
unmatched_applicants,189.0,130.0,131.0,130.0,130.0,130.0,130.0,132.0,133.0,132.0,136.0,133.0,138.0,136.0,142.0,144.0,145.0,146.0,149.0,149.0,154.0
unmatched_applicants,177.0,134.0,134.0,130.0,130.0,130.0,130.0,132.0,131.0,132.0,137.0,135.0,140.0,140.0,141.0,141.0,143.0,146.0,145.0,148.0,152.0
unmatched_applicants,173.0,137.0,131.0,130.0,130.0,130.0,130.0,131.0,132.0,132.0,133.0,137.0,138.0,139.0,141.0,143.0,145.0,145.0,147.0,150.0,154.0
unmatched_applicants,177.0,130.0,130.0,130.0,130.0,130.0,132.0,130.0,132.0,134.0,133.0,135.0,136.0,140.0,143.0,143.0,144.0,148.0,149.0,148.0,151.0
unmatched_applicants,178.0,133.0,132.0,130.0,130.0,130.0,130.0,132.0,132.0,131.0,136.0,135.0,139.0,139.0,140.0,144.0,147.0,147.0,147.0,147.0,149.0
unmatched_applicants,190.0,133.0,131.0,132.0,130.0,130.0,131.0,130.0,132.0,133.0,132.0,138.0,136.0,138.0,143.0,143.0,144.0,148.0,149.0,147.0,148.0
unfilled_spots,52.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,5.0,8.0,12.0,11.0,12.0,16.0,15.0,19.0,24.0
unfilled_spots,57.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,6.0,7.0,9.0,12.0,12.0,13.0,17.0,16.0,17.0,22.0
unfilled_spots,57.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,9.0,10.0,8.0,12.0,15.0,18.0,15.0,19.0,20.0
unfilled_spots,57.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,7.0,8.0,10.0,10.0,11.0,16.0,17.0,18.0,18.0,17.0
unfilled_spots,59.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,3.0,8.0,6.0,12.0,14.0,15.0,16.0,19.0,19.0,24.0
unfilled_spots,47.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,5.0,10.0,10.0,11.0,11.0,13.0,16.0,15.0,18.0,22.0
unfilled_spots,43.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,7.0,8.0,9.0,11.0,13.0,15.0,15.0,17.0,20.0,24.0
unfilled_spots,47.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,5.0,6.0,10.0,13.0,13.0,14.0,18.0,19.0,18.0,21.0
unfilled_spots,48.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,5.0,9.0,9.0,10.0,14.0,17.0,17.0,17.0,17.0,19.0
unfilled_spots,60.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,8.0,6.0,8.0,13.0,13.0,14.0,18.0,19.0,17.0,18.0
reviews_per_program,113.14102564102564,108.25641025641026,106.03846153846153,94.47435897435898,54.717948717948715,24.76923076923077,22.0,25.666666666666668,29.307692307692307,32.97435897435897,36.666666666666664,40.256410256410255,43.84615384615385,47.53846153846154,51.07692307692308,54.243589743589745,58.15384615384615,60.666666666666664,64.43589743589743,67.37179487179488,70.61538461538461
reviews_per_program,104.26923076923077,107.66666666666667,106.53846153846153,84.32051282051282,52.256410256410255,26.397435897435898,22.0,25.666666666666668,29.333333333333332,32.96153846153846,36.55128205128205,40.217948717948715,43.96153846153846,47.52564102564103,51.07692307692308,54.6025641025641,57.782051282051285,60.97435897435897,64.75641025641026,67.92307692307692,71.05128205128206
reviews_per_program,108.57692307692308,106.56410256410257,106.41025641025641,91.8076923076923,47.166666666666664,29.602564102564102,25.384615384615383,25.666666666666668,29.333333333333332,33.0,36.57692307692308,40.217948717948715,43.93589743589744,47.5,50.85897435897436,53.94871794871795,57.93589743589744,61.07692307692308,64.16666666666667,67.82051282051282,70.56410256410257
reviews_per_program,107.51282051282051,108.1025641025641,103.66666666666667,91.61538461538461,52.58974358974359,29.243589743589745,26.71794871794872,25.666666666666668,29.333333333333332,32.91025641025641,36.61538461538461,40.23076923076923,43.93589743589744,47.43589743589744,51.11538461538461,54.19230769230769,57.82051282051282,61.43589743589744,63.92307692307692,66.8076923076923,70.61538461538461
reviews_per_program,106.51282051282051,109.21794871794872,107.42307692307692,85.16666666666667,52.87179487179487,28.141025641025642,22.0,25.666666666666668,29.333333333333332,33.0,36.61538461538461,40.217948717948715,43.85897435897436,47.38461538461539,51.06410256410256,54.48717948717949,57.92307692307692,61.30769230769231,64.1923076923077,66.65384615384616,70.73076923076923
reviews_per_program,102.61538461538461,111.7051282051282,112.32051282051282,86.02564102564102,48.35897435897436,26.807692307692307,27.128205128205128,25.666666666666668,29.333333333333332,33.0,36.57692307692308,40.243589743589745,43.69230769230769,47.38461538461539,51.03846153846154,54.3974358974359,57.85897435897436,61.26923076923077,63.756410256410255,67.48717948717949,70.3076923076923
reviews_per_program,100.8076923076923,107.87179487179488,104.5,93.93589743589743,46.52564102564103,25.358974358974358,25.692307692307693,25.666666666666668,29.294871794871796,32.94871794871795,36.61538461538461,40.32051282051282,43.84615384615385,47.35897435897436,50.76923076923077,54.666666666666664,57.82051282051282,60.756410256410255,64.16666666666667,68.05128205128206,70.26923076923077
reviews_per_program,106.84615384615384,107.1025641025641,103.83333333333333,86.91025641025641,51.57692307692308,26.923076923076923,24.307692307692307,25.666666666666668,29.294871794871796,32.92307692307692,36.64102564102564,40.32051282051282,43.82051282051282,47.48717948717949,50.55128205128205,54.294871794871796,57.94871794871795,61.03846153846154,64.57692307692308,67.53846153846153,70.7948717948718
reviews_per_program,108.5,111.01282051282051,109.07692307692308,92.37179487179488,46.794871794871796,32.26923076923077,23.397435897435898,25.666666666666668,29.333333333333332,32.98717948717949,36.6025641025641,40.19230769230769,43.91025641025641,47.3974358974359,50.833333333333336,54.666666666666664,58.1025641025641,61.52564102564103,64.53846153846153,67.57692307692308,71.0
reviews_per_program,107.43589743589743,107.96153846153847,105.87179487179488,93.62820512820512,55.88461538461539,25.21794871794872,24.307692307692307,26.628205128205128,29.32051282051282,33.0,36.61538461538461,40.243589743589745,43.94871794871795,47.48717948717949,50.91025641025641,54.55128205128205,58.03846153846154,61.62820512820513,64.2051282051282,68.47435897435898,70.76923076923077
pct_interview_given_signal,0.0,1.0,1.0,0.9685314685314685,0.8784965034965035,0.7552447552447552,0.6363636363636364,0.5454545454545454,0.4776902887139108,0.42457231726283046,0.38181818181818183,0.34777070063694265,0.3192982456140351,0.29449838187702265,0.2740963855421687,0.25809501299929094,0.24074074074074073,0.23076923076923078,0.21727019498607242,0.20780209324452903,0.19825708061002179
pct_interview_given_signal,0.0,1.0,0.9982517482517482,0.9778554778554779,0.8662587412587412,0.7552447552447552,0.6363636363636364,0.5454545454545454,0.4772727272727273,0.42473745624270715,0.38302350052613116,0.3481032833917756,0.3184601924759405,0.2945778257350958,0.2740963855421687,0.25639821554355485,0.2422897714666075,0.22960470984020184,0.21619481290833498,0.20611551528878821,0.19704077950198484
pct_interview_given_signal,0.0,1.0,0.993006993006993,0.9778554778554779,0.8758741258741258,0.7503496503496504,0.6328671328671329,0.5454545454545454,0.4772727272727273,0.42424242424242425,0.38275499474237645,0.3481032833917756,0.31864604610446456,0.29473684210526313,0.2752709856314595,0.25950570342205326,0.24164638194290772,0.22921914357682618,0.21818181818181817,0.2064272211720227,0.19840116279069767
pct_interview_given_signal,0.0,1.0,1.0,0.9685314685314685,0.8828671328671329,0.7524475524475525,0.6282051282051282,0.5454545454545454,0.4772727272727273,0.42539929879236466,0.38235294117647056,0.3479923518164436,0.31864604610446456,0.2951351351351351,0.27389014296463504,0.25833924769339955,0.24212860310421286,0.2278797996661102,0.2190132370637786,0.2095567069660334,0.19825708061002179
pct_interview_given_signal,0.0,1.0,1.0,0.9673659673659674,0.8811188811188811,0.7552447552447552,0.6363636363636364,0.5454545454545454,0.4772727272727273,0.42424242424242425,0.38235294117647056,0.3481032833917756,0.31920491084478225,0.29545454545454547,0.2741652021089631,0.25694117647058823,0.24169986719787517,0.22835633626097868,0.21809466746554823,0.21004039238315061,0.1979336595976074
pct_interview_given_signal,0.0,1.0,1.0,0.9731934731934732,0.8776223776223776,0.7503496503496504,0.6317016317016317,0.5454545454545454,0.4772727272727273,0.42424242424242425,0.38275499474237645,0.3478814909206754,0.3204225352112676,0.29545454545454547,0.2743029389600603,0.2573650718831016,0.24196764901395967,0.22849968612680477,0.2195857631208526,0.2074468085106383,0.19912472647702406
