Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,399.0,213.0,202.0,202.0,201.0,202.0,203.0,221.0,213.0,226.0,225.0,240.0,243.0,244.0,253.0,248.0,275.0,268.0,266.0,274.0,294.0,288.0,293.0,293.0
unmatched_applicants,396.0,209.0,205.0,201.0,201.0,201.0,211.0,211.0,219.0,224.0,225.0,234.0,246.0,246.0,252.0,253.0,265.0,279.0,275.0,269.0,297.0,290.0,299.0,299.0
unmatched_applicants,412.0,208.0,201.0,201.0,201.0,205.0,207.0,210.0,220.0,223.0,231.0,243.0,241.0,240.0,250.0,251.0,271.0,276.0,279.0,275.0,291.0,287.0,290.0,298.0
unmatched_applicants,412.0,206.0,203.0,204.0,201.0,201.0,208.0,220.0,214.0,225.0,234.0,235.0,242.0,247.0,251.0,249.0,274.0,273.0,269.0,278.0,298.0,286.0,304.0,295.0
unmatched_applicants,401.0,209.0,201.0,201.0,201.0,201.0,208.0,211.0,215.0,228.0,227.0,235.0,242.0,244.0,255.0,251.0,277.0,268.0,273.0,271.0,287.0,297.0,296.0,292.0
unmatched_applicants,412.0,214.0,205.0,201.0,201.0,201.0,209.0,221.0,212.0,226.0,228.0,233.0,246.0,243.0,250.0,254.0,269.0,264.0,277.0,268.0,293.0,294.0,298.0,292.0
unmatched_applicants,390.0,207.0,201.0,201.0,201.0,201.0,211.0,208.0,224.0,226.0,235.0,235.0,246.0,249.0,247.0,256.0,264.0,270.0,271.0,273.0,293.0,297.0,288.0,294.0
unmatched_applicants,394.0,213.0,205.0,201.0,201.0,202.0,206.0,211.0,220.0,224.0,227.0,238.0,246.0,251.0,251.0,258.0,267.0,270.0,277.0,267.0,295.0,301.0,283.0,295.0
unmatched_applicants,407.0,211.0,203.0,202.0,201.0,201.0,208.0,215.0,212.0,228.0,229.0,240.0,246.0,245.0,249.0,257.0,272.0,269.0,272.0,279.0,286.0,296.0,305.0,295.0
unmatched_applicants,393.0,218.0,202.0,201.0,201.0,204.0,205.0,210.0,217.0,229.0,229.0,241.0,247.0,248.0,248.0,251.0,269.0,276.0,274.0,275.0,288.0,293.0,289.0,292.0
unfilled_spots,198.0,12.0,1.0,1.0,0.0,1.0,2.0,20.0,12.0,25.0,24.0,39.0,42.0,43.0,52.0,47.0,74.0,67.0,65.0,73.0,93.0,87.0,92.0,92.0
unfilled_spots,195.0,8.0,4.0,0.0,0.0,0.0,10.0,10.0,18.0,23.0,24.0,33.0,45.0,45.0,51.0,52.0,64.0,78.0,74.0,68.0,96.0,89.0,98.0,98.0
unfilled_spots,211.0,7.0,0.0,0.0,0.0,4.0,6.0,9.0,19.0,22.0,30.0,42.0,40.0,39.0,49.0,50.0,70.0,75.0,78.0,74.0,90.0,86.0,89.0,97.0
unfilled_spots,211.0,5.0,2.0,3.0,0.0,0.0,7.0,19.0,13.0,24.0,33.0,34.0,41.0,46.0,50.0,48.0,73.0,72.0,68.0,77.0,97.0,85.0,103.0,94.0
unfilled_spots,200.0,8.0,0.0,0.0,0.0,0.0,7.0,10.0,14.0,27.0,26.0,34.0,41.0,43.0,54.0,50.0,76.0,67.0,72.0,70.0,86.0,96.0,95.0,91.0
unfilled_spots,211.0,13.0,4.0,0.0,0.0,0.0,8.0,20.0,11.0,25.0,27.0,32.0,45.0,42.0,49.0,53.0,68.0,63.0,76.0,67.0,92.0,93.0,97.0,91.0
unfilled_spots,189.0,6.0,0.0,0.0,0.0,0.0,10.0,7.0,23.0,25.0,34.0,34.0,45.0,48.0,46.0,55.0,63.0,69.0,70.0,72.0,92.0,96.0,87.0,93.0
unfilled_spots,193.0,12.0,4.0,0.0,0.0,1.0,5.0,10.0,19.0,23.0,26.0,37.0,45.0,50.0,50.0,57.0,66.0,69.0,76.0,66.0,94.0,100.0,82.0,94.0
unfilled_spots,206.0,10.0,2.0,1.0,0.0,0.0,7.0,14.0,11.0,27.0,28.0,39.0,45.0,44.0,48.0,56.0,71.0,68.0,71.0,78.0,85.0,95.0,104.0,94.0
unfilled_spots,192.0,17.0,1.0,0.0,0.0,3.0,4.0,9.0,16.0,28.0,28.0,40.0,46.0,47.0,47.0,50.0,68.0,75.0,73.0,74.0,87.0,92.0,88.0,91.0
reviews_per_program,223.49367088607596,225.83544303797467,220.54430379746836,156.29113924050634,56.49367088607595,37.91139240506329,45.48101265822785,53.075949367088604,60.65822784810127,68.20253164556962,75.68354430379746,83.30379746835443,90.62025316455696,98.0632911392405,105.54430379746836,112.48101265822785,119.40506329113924,126.84810126582279,134.126582278481,140.0126582278481,146.67088607594937,151.74683544303798,157.72151898734177,162.84810126582278
reviews_per_program,228.49367088607596,217.0379746835443,217.16455696202533,156.60759493670886,72.10126582278481,37.91139240506329,45.49367088607595,53.075949367088604,60.54430379746835,68.17721518987342,75.78481012658227,83.20253164556962,90.73417721518987,97.72151898734177,105.39240506329114,112.26582278481013,119.34177215189874,126.79746835443038,133.46835443037975,140.13924050632912,147.44303797468353,153.1139240506329,159.1012658227848,163.41772151898735
reviews_per_program,225.0759493670886,222.58227848101265,227.873417721519,160.40506329113924,59.75949367088607,37.91139240506329,45.49367088607595,53.075949367088604,60.64556962025316,68.22784810126582,75.74683544303798,82.89873417721519,90.73417721518987,98.13924050632912,105.43037974683544,112.70886075949367,119.41772151898734,126.9873417721519,133.84810126582278,140.29113924050634,145.86075949367088,152.1772151898734,157.9620253164557,162.873417721519
reviews_per_program,224.1772151898734,220.86075949367088,226.9873417721519,165.9620253164557,57.11392405063291,43.43037974683544,45.49367088607595,53.037974683544306,60.620253164556964,68.17721518987342,75.78481012658227,83.15189873417721,90.77215189873418,98.17721518987342,105.60759493670886,112.53164556962025,119.36708860759494,126.67088607594937,133.45569620253164,140.1012658227848,146.51898734177215,152.9493670886076,159.0253164556962,164.26582278481013
reviews_per_program,223.1139240506329,224.36708860759492,214.81012658227849,160.79746835443038,64.34177215189874,37.91139240506329,45.49367088607595,53.075949367088604,60.607594936708864,68.21518987341773,75.77215189873418,83.26582278481013,90.65822784810126,98.13924050632912,105.0379746835443,112.51898734177215,119.84810126582279,126.31645569620254,133.45569620253164,138.58227848101265,146.44303797468353,152.70886075949366,158.68354430379748,163.21518987341773
reviews_per_program,221.73417721518987,226.67088607594937,227.20253164556962,156.63291139240508,61.12658227848101,42.79746835443038,45.48101265822785,53.075949367088604,60.64556962025316,68.24050632911393,75.75949367088607,83.16455696202532,90.60759493670886,98.0,105.64556962025317,112.0,119.45569620253164,126.17721518987342,133.31645569620252,139.0253164556962,146.69620253164558,152.74683544303798,158.43037974683546,162.9367088607595
reviews_per_program,227.41772151898735,223.0,227.9873417721519,148.70886075949366,48.848101265822784,40.848101265822784,45.49367088607595,53.075949367088604,60.65822784810127,68.20253164556962,75.72151898734177,83.11392405063292,90.58227848101266,97.9367088607595,105.15189873417721,112.29113924050633,120.0379746835443,126.50632911392405,133.50632911392404,138.873417721519,146.56962025316454,152.8987341772152,157.67088607594937,162.31645569620252
reviews_per_program,221.126582278481,225.48101265822785,220.83544303797467,168.9493670886076,64.92405063291139,40.721518987341774,45.49367088607595,53.075949367088604,60.620253164556964,68.18987341772151,75.73417721518987,83.15189873417721,90.56962025316456,97.77215189873418,105.40506329113924,112.55696202531645,119.54430379746836,126.50632911392405,133.72151898734177,139.48101265822785,145.81012658227849,152.8227848101266,157.35443037974684,164.7594936708861
reviews_per_program,223.78481012658227,226.30379746835442,215.43037974683546,163.39240506329114,56.734177215189874,46.25316455696203,45.49367088607595,53.075949367088604,60.65822784810127,68.22784810126582,75.77215189873418,83.26582278481013,90.83544303797468,98.18987341772151,105.36708860759494,112.56962025316456,119.9873417721519,126.0886075949367,133.29113924050634,139.43037974683546,145.126582278481,152.78481012658227,158.63291139240508,164.8987341772152
reviews_per_program,223.77215189873417,224.16455696202533,225.0632911392405,167.126582278481,49.77215189873418,37.91139240506329,45.48101265822785,53.075949367088604,60.63291139240506,68.18987341772151,75.81012658227849,83.29113924050633,90.86075949367088,98.17721518987342,105.49367088607595,112.59493670886076,119.92405063291139,126.41772151898734,134.1139240506329,140.1012658227848,146.0,151.40506329113924,157.65822784810126,162.18987341772151
pct_interview_given_signal,0.0,1.0,1.0,0.9638286032276016,0.8159432387312187,0.664440734557596,0.5538547175062621,0.47460052468399716,0.4152754590984975,0.3693392724573126,0.33283157718682055,0.30238565567542924,0.27797178376868276,0.25687362850135537,0.23866634684576638,0.2239477830294846,0.21096151807484365,0.19858297575092307,0.18780671951679878,0.1799114004158756,0.17174419608181582,0.16599933266599934,0.15971107544141253,0.15468324912553438
pct_interview_given_signal,0.0,1.0,0.996661101836394,0.9671675013912076,0.8109348914858097,0.664440734557596,0.55370061213133,0.47460052468399716,0.41605686807443026,0.3694764203490531,0.3323868381493235,0.302753689335159,0.27762276785714285,0.25777202072538863,0.23901032908959885,0.2243770436351336,0.21107339838778108,0.19866227413397225,0.18873292867981792,0.17974889350555506,0.17084478021978022,0.16451719576719576,0.15832604025777708,0.1541440743609605
