Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,585.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,569.0,571.0,577.0,571.0,578.0,581.0,578.0,585.0,580.0,590.0,581.0,580.0,587.0,582.0
unmatched_applicants,578.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,568.0,569.0,576.0,577.0,586.0,586.0,585.0,577.0,580.0,579.0,590.0,581.0,580.0,576.0
unmatched_applicants,587.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,572.0,568.0,581.0,575.0,582.0,582.0,585.0,586.0,583.0,578.0,582.0,582.0,587.0
unmatched_applicants,582.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,563.0,563.0,574.0,574.0,579.0,581.0,583.0,577.0,586.0,584.0,580.0,582.0,583.0,580.0
unmatched_applicants,582.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,567.0,569.0,576.0,575.0,584.0,579.0,586.0,581.0,582.0,591.0,582.0,578.0,587.0,580.0
unmatched_applicants,583.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,568.0,575.0,576.0,588.0,580.0,579.0,584.0,580.0,577.0,584.0,582.0,584.0,580.0
unmatched_applicants,580.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,569.0,579.0,578.0,588.0,580.0,581.0,584.0,585.0,589.0,575.0,585.0,581.0,583.0
unmatched_applicants,591.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,572.0,572.0,577.0,583.0,585.0,590.0,580.0,576.0,587.0,584.0,587.0,582.0,584.0
unmatched_applicants,586.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,564.0,569.0,568.0,579.0,583.0,589.0,577.0,574.0,578.0,577.0,579.0,589.0,585.0,582.0
unmatched_applicants,585.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,568.0,569.0,577.0,581.0,586.0,582.0,575.0,579.0,587.0,583.0,583.0,584.0,584.0,582.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,15.0,9.0,16.0,19.0,16.0,23.0,18.0,28.0,19.0,18.0,25.0,20.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,14.0,15.0,24.0,24.0,23.0,15.0,18.0,17.0,28.0,19.0,18.0,14.0
unfilled_spots,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,19.0,13.0,20.0,20.0,23.0,24.0,21.0,16.0,20.0,20.0,25.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,12.0,12.0,17.0,19.0,21.0,15.0,24.0,22.0,18.0,20.0,21.0,18.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,14.0,13.0,22.0,17.0,24.0,19.0,20.0,29.0,20.0,16.0,25.0,18.0
