Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,598.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,542.0,545.0,544.0,546.0,542.0,546.0,546.0,554.0,563.0,564.0,577.0,572.0,577.0
unmatched_applicants,615.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,552.0,546.0,546.0,555.0,555.0,560.0,575.0,582.0,581.0
unmatched_applicants,608.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,549.0,550.0,544.0,550.0,548.0,555.0,555.0,560.0,568.0,580.0,581.0
unmatched_applicants,605.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,550.0,547.0,553.0,555.0,556.0,559.0,570.0,577.0,579.0
unmatched_applicants,603.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0,544.0,542.0,546.0,546.0,545.0,550.0,553.0,558.0,566.0,564.0,574.0,574.0
unmatched_applicants,622.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,545.0,546.0,546.0,550.0,546.0,543.0,558.0,562.0,562.0,567.0,574.0,581.0
unmatched_applicants,616.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,542.0,545.0,547.0,553.0,543.0,559.0,556.0,556.0,572.0,573.0,577.0
unmatched_applicants,620.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,542.0,542.0,546.0,551.0,542.0,549.0,544.0,551.0,558.0,560.0,566.0,578.0,580.0
unmatched_applicants,604.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,543.0,548.0,550.0,546.0,550.0,557.0,555.0,573.0,577.0,578.0
unmatched_applicants,615.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,547.0,542.0,544.0,553.0,546.0,557.0,555.0,569.0,571.0,579.0,578.0
unfilled_spots,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,0.0,4.0,4.0,12.0,21.0,22.0,35.0,30.0,35.0
unfilled_spots,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,4.0,13.0,13.0,18.0,33.0,40.0,39.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,8.0,6.0,13.0,13.0,18.0,26.0,38.0,39.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,11.0,13.0,14.0,17.0,28.0,35.0,37.0
unfilled_spots,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,3.0,8.0,11.0,16.0,24.0,22.0,32.0,32.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,8.0,4.0,1.0,16.0,20.0,20.0,25.0,32.0,39.0
unfilled_spots,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,11.0,1.0,17.0,14.0,14.0,30.0,31.0,35.0
unfilled_spots,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,9.0,0.0,7.0,2.0,9.0,16.0,18.0,24.0,36.0,38.0
unfilled_spots,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,8.0,4.0,8.0,15.0,13.0,31.0,35.0,36.0
