Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,270.0,170.0,162.0,162.0,158.0,158.0,158.0,158.0,160.0,168.0,174.0,173.0,178.0,186.0,185.0
unmatched_applicants,262.0,171.0,165.0,163.0,158.0,159.0,158.0,159.0,164.0,165.0,173.0,171.0,177.0,178.0,189.0
unmatched_applicants,261.0,164.0,166.0,163.0,158.0,159.0,158.0,161.0,165.0,159.0,170.0,176.0,185.0,182.0,189.0
unmatched_applicants,257.0,168.0,162.0,161.0,158.0,158.0,158.0,159.0,162.0,164.0,169.0,176.0,175.0,183.0,190.0
unmatched_applicants,257.0,179.0,162.0,161.0,158.0,158.0,158.0,159.0,165.0,166.0,174.0,175.0,176.0,184.0,187.0
unmatched_applicants,270.0,173.0,162.0,160.0,158.0,158.0,158.0,162.0,158.0,168.0,175.0,179.0,180.0,183.0,185.0
unmatched_applicants,254.0,170.0,161.0,161.0,158.0,158.0,158.0,160.0,161.0,165.0,169.0,176.0,180.0,183.0,192.0
unmatched_applicants,258.0,171.0,160.0,162.0,158.0,158.0,158.0,160.0,160.0,163.0,175.0,177.0,178.0,179.0,190.0
unmatched_applicants,257.0,171.0,160.0,164.0,158.0,158.0,160.0,160.0,164.0,162.0,169.0,176.0,184.0,181.0,189.0
unmatched_applicants,270.0,166.0,161.0,160.0,158.0,158.0,158.0,159.0,163.0,169.0,174.0,182.0,177.0,186.0,186.0
unfilled_spots,112.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,16.0,15.0,20.0,28.0,27.0
unfilled_spots,104.0,13.0,7.0,5.0,0.0,1.0,0.0,1.0,6.0,7.0,15.0,13.0,19.0,20.0,31.0
unfilled_spots,103.0,6.0,8.0,5.0,0.0,1.0,0.0,3.0,7.0,1.0,12.0,18.0,27.0,24.0,31.0
unfilled_spots,99.0,10.0,4.0,3.0,0.0,0.0,0.0,1.0,4.0,6.0,11.0,18.0,17.0,25.0,32.0
unfilled_spots,99.0,21.0,4.0,3.0,0.0,0.0,0.0,1.0,7.0,8.0,16.0,17.0,18.0,26.0,29.0
unfilled_spots,112.0,15.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,10.0,17.0,21.0,22.0,25.0,27.0
unfilled_spots,96.0,12.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,7.0,11.0,18.0,22.0,25.0,34.0
unfilled_spots,100.0,13.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,5.0,17.0,19.0,20.0,21.0,32.0
unfilled_spots,99.0,13.0,2.0,6.0,0.0,0.0,2.0,2.0,6.0,4.0,11.0,18.0,26.0,23.0,31.0
unfilled_spots,112.0,8.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,11.0,16.0,24.0,19.0,28.0,28.0
reviews_per_program,115.33093525179856,112.67625899280576,116.43165467625899,105.87769784172662,97.53237410071942,67.11510791366906,46.92805755395683,31.827338129496404,33.02877697841727,35.70503597122302,39.64748201438849,43.60431654676259,47.45323741007194,51.35971223021583,55.23021582733813
reviews_per_program,117.10791366906474,119.33812949640287,115.53956834532374,112.53237410071942,94.05755395683454,68.93525179856115,42.44604316546763,32.697841726618705,32.44604316546763,35.70503597122302,40.33812949640288,43.52517985611511,47.41726618705036,51.41726618705036,55.24460431654676
reviews_per_program,116.58992805755396,113.6978417266187,116.56834532374101,107.90647482014388,93.01438848920863,67.10071942446044,44.64028776978417,32.58273381294964,32.39568345323741,35.69064748201439,39.69064748201439,43.611510791366904,47.47482014388489,51.410071942446045,55.23021582733813
reviews_per_program,120.42446043165468,122.0,115.94964028776978,111.13669064748201,96.20143884892086,67.61870503597122,43.60431654676259,32.97122302158273,31.762589928057555,35.726618705035975,39.63309352517986,43.589928057553955,47.539568345323744,51.280575539568346,55.15827338129496
reviews_per_program,115.54676258992805,119.34532374100719,115.46043165467626,104.64748201438849,90.12230215827338,65.6978417266187,41.94244604316547,32.43884892086331,32.97841726618705,35.70503597122302,39.62589928057554,43.56115107913669,47.51798561151079,51.37410071942446,55.21582733812949
reviews_per_program,119.68345323741008,116.46762589928058,116.05755395683454,107.76978417266187,95.0431654676259,63.32374100719424,39.10791366906475,31.654676258992804,32.35971223021583,35.71223021582734,39.64028776978417,43.56115107913669,47.51798561151079,51.30935251798561,54.97841726618705
reviews_per_program,118.50359712230215,115.12949640287769,117.90647482014388,110.11510791366906,94.4748201438849,66.69064748201438,42.143884892086334,33.05035971223022,32.49640287769784,35.719424460431654,39.65467625899281,43.58273381294964,47.55395683453237,51.194244604316545,55.35971223021583
reviews_per_program,116.48920863309353,116.74820143884892,119.20863309352518,109.48920863309353,99.12230215827338,68.81294964028777,42.539568345323744,30.68345323741007,31.762589928057555,35.719424460431654,39.669064748201436,43.597122302158276,47.539568345323744,51.29496402877698,55.1294964028777
reviews_per_program,117.15107913669065,119.18705035971223,118.07913669064749,104.97841726618705,94.13669064748201,66.4748201438849,38.84892086330935,29.58992805755396,33.07913669064748,35.726618705035975,39.697841726618705,43.58273381294964,47.54676258992806,51.460431654676256,55.16546762589928
reviews_per_program,118.44604316546763,115.37410071942446,112.7410071942446,110.87769784172662,90.33093525179856,71.72661870503597,43.23021582733813,32.381294964028775,34.56115107913669,35.7410071942446,39.67625899280576,43.66187050359712,47.58273381294964,51.23021582733813,55.10071942446043
pct_interview_given_signal,0.0,1.0,1.0,0.9849033816425121,0.9646739130434783,0.8960144927536232,0.8046497584541062,0.7093685300207039,0.6230176710466697,0.5557122708039492,0.5004536381781891,0.45504042237254577,0.4181322013341419,0.38632861745342484,0.35925491728539793
pct_interview_given_signal,0.0,1.0,1.0,0.9903381642512077,0.9669384057971014,0.8989130434782608,0.8064613526570048,0.7098861283643892,0.6238677536231884,0.5557122708039492,0.49927536231884057,0.4558677685950413,0.4184494006979214,0.385896180215475,0.35916134913400183
pct_interview_given_signal,0.0,1.0,1.0,0.9818840579710145,0.9655797101449275,0.9057971014492754,0.8019323671497585,0.7075569358178054,0.6248866727107888,0.5559363031646846,0.4999093710349828,0.45496535796766746,0.417942112441279,0.3859501819199552,0.35925491728539793
pct_interview_given_signal,0.0,1.0,1.0,0.9939613526570048,0.958786231884058,0.9018115942028986,0.8091787439613527,0.7085921325051759,0.6246885617214043,0.5553765606121627,0.5006353240152478,0.45519062551576167,0.4173728813559322,0.38692480359147025,0.3597234902830312
pct_interview_given_signal,0.0,1.0,0.9963768115942029,0.9945652173913043,0.9719202898550725,0.8985507246376812,0.8076109936575053,0.7091097308488613,0.6238677536231884,0.5557122708039492,0.5007262164124909,0.4554913294797688,0.4175624526873581,0.3862204173085002,0.3593485342019544
pct_interview_given_signal,0.0,1.0,0.9990942028985508,0.9945652173913043,0.9642210144927537,0.8974637681159421,0.814557535487768,0.7083333333333334,0.6243206521739131,0.5556003223207091,0.5005444646098004,0.4554913294797688,0.4175624526873581,0.3867077958496915,0.3609002878827532
pct_interview_given_signal,0.0,1.0,1.0,0.9909420289855072,0.9519927536231884,0.9014492753623189,0.8100271821202054,0.7096273291925466,0.6243206521739131,0.5554884189325277,0.5003628447024674,0.4552657642786398,0.41724659606656583,0.38757729061270374,0.358414554905783
pct_interview_given_signal,0.0,1.0,1.0,0.9903381642512077,0.9759963768115942,0.8920289855072464,0.8049516908212561,0.7093685300207039,0.6246885617214043,0.5554884189325277,0.5001813565469714,0.4551155115511551,0.4173728813559322,0.38681626928471247,0.359911261907869
pct_interview_given_signal,0.0,1.0,0.9990942028985508,0.9885265700483091,0.9565217391304348,0.8898550724637682,0.811292270531401,0.7116977225672878,0.6237825594563986,0.5553765606121627,0.4998187749184487,0.4552657642786398,0.4173097291572099,0.38557248706836295,0.35967657798643715
pct_interview_given_signal,0.0,1.0,1.0,0.9981884057971014,0.9646739130434783,0.9043478260869565,0.8034420289855072,0.7101449275362319,0.6226500566251416,0.5551529790660226,0.500090661831369,0.4544405997693195,0.4169942546114303,0.38730515377053787,0.3600992296644471
pct_interview_given_nosignal,0.17204166926579753,0.1459960291197882,0.1089304531085353,0.0794725336718144,0.04344818043448181,0.021289310525136326,0.007258819856384639,0.0013779687120045391,0.0006633499170812604,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.1694311340459516,0.13756547767523072,0.10978361874419222,0.0760751224823081,0.04371009612011506,0.020690170301762772,0.006709339091540064,0.0012103606874848704,0.0002420721374969741,0.0,0.00018613308515588647,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.17018388251264963,0.14463676894833463,0.10867279894875165,0.07581541758756949,0.04415914221218962,0.018533151354069393,0.0077862595419847325,0.0019628690602764374,8.519338899301415e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.1647649202461318,0.1344630013409728,0.10936260248611479,0.07729199972197122,0.046032315978456015,0.019504060324825986,0.005970606246172688,0.0015985932379506034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.17172031629412862,0.13755689966951426,0.10931627876310411,0.0808,0.043830122466518656,0.020652254661615035,0.006296851574212893,0.0014830683035346461,0.0002594706798131811,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.1657850444818466,0.1410756538978065,0.10935641601691555,0.0781458816909334,0.04518353566554127,0.021299173804290153,0.004825567597500198,0.0017161068889433686,8.466683600033866e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.1674356483729966,0.14277393048993592,0.10821066404972195,0.07742964092610564,0.04602862756104406,0.019895365116793164,0.005754959866727245,0.0012883484982687816,7.935248373274083e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.1703310276679842,0.14072467466190355,0.10694426483900168,0.07698133994353784,0.04230688276152389,0.021832128632541675,0.007233273056057866,0.001362943958951335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16936870547776958,0.13774586325320012,0.10734903029123695,0.07786344377300826,0.04649154372076286,0.02254740928774078,0.005631345177664975,0.0006589243060703402,0.000318142050425515,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16751700680272108,0.14246044559250887,0.11354431248712844,0.0781913388055477,0.04525473805577574,0.019482450922070196,0.007692917757157586,0.001118925831202046,0.0007407407407407407,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.17204166926579753,0.17609500702336867,0.1693271119842829,0.17414914440866325,0.16552634737726563,0.1708057224252183,0.17104936740262963,0.1702364051601753,0.16741532111205537,0.166395173453997,0.17472283813747227,0.16541714148623524,0.16625474712158658,0.17616249361267247,0.16413735642444802
pct_interview_given_application,0.1694311340459516,0.16626476971304557,0.17056277056277055,0.16866438356164384,0.16754753660166455,0.17079514490958633,0.1694207260888261,0.1696499969244018,0.1640787673270272,0.16848921742317796,0.16956655395019982,0.16850980631759027,0.1705522231154536,0.17056277056277055,0.16777176227264431
pct_interview_given_application,0.17018388251264963,0.174512781574285,0.16895368782161235,0.1662747935129921,0.1683349609375,0.16533780948384388,0.16804776992444553,0.17140016158100801,0.17077399380804953,0.17199875272840662,0.17360105746837037,0.16941031941031942,0.16564564564564566,0.1719665793739868,0.16829387356602393
pct_interview_given_application,0.1647649202461318,0.1626371034320085,0.16995316736504806,0.1719129838558873,0.17095394532944896,0.166626389560174,0.1684171958964338,0.16842748091603055,0.17098574085554866,0.16683806182324118,0.1696395620617542,0.16775135332400706,0.16456829166418044,0.16609454983438723,0.16938950988822013
pct_interview_given_application,0.17172031629412862,0.16625474712158658,0.16950402556695962,0.17902116058678438,0.1705522231154536,0.17002650884655693,0.16563569755570237,0.17236422723579775,0.17261234197020903,0.16394222195803365,0.17059442073359313,0.17030999135482278,0.16894333843797857,0.16620465228395806,0.1707211389662643
pct_interview_given_application,0.1657850444818466,0.1703625918833776,0.16984850351028452,0.17375417375417376,0.170996341992684,0.17288284335234752,0.17289368104312938,0.17129370846531272,0.16996364084550442,0.17110242570879086,0.16625474712158658,0.1672427384634043,0.16573523225767683,0.16956655395019982,0.1729153605015674
pct_interview_given_application,0.1674356483729966,0.17234268574642256,0.16828360485691624,0.17149608257679394,0.1675577156743621,0.16888126875267895,0.16697947569171157,0.16937910704415648,0.16206369726172287,0.16846863355934275,0.16661632332507703,0.16843776719188958,0.16860251864531117,0.17350276799194767,0.16540722082283796
pct_interview_given_application,0.1703310276679842,0.16995316736504806,0.16644538322269162,0.1704678904753075,0.16754753660166455,0.16901581076112268,0.17204166926579753,0.16881924465936218,0.17128307042603402,0.16898474358188836,0.16852010265183917,0.16683806182324118,0.16737468139337297,0.17118738749922413,0.17362291469940194
