Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,994.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,972.0,969.0,971.0,972.0,972.0,971.0,975.0,983.0,994.0,986.0,987.0
unmatched_applicants,983.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,971.0,968.0,971.0,972.0,971.0,970.0,975.0,985.0,984.0,984.0,989.0
unmatched_applicants,991.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,968.0,970.0,971.0,969.0,971.0,972.0,974.0,987.0,983.0,992.0,985.0
unmatched_applicants,994.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,970.0,971.0,969.0,971.0,971.0,970.0,977.0,979.0,985.0,984.0,979.0
unmatched_applicants,989.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,968.0,971.0,969.0,969.0,971.0,970.0,973.0,978.0,986.0,988.0,989.0
unmatched_applicants,1000.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,972.0,969.0,970.0,968.0,969.0,970.0,976.0,982.0,991.0,987.0,985.0
unmatched_applicants,992.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,971.0,972.0,972.0,969.0,968.0,971.0,973.0,977.0,977.0,988.0,988.0
unmatched_applicants,986.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,968.0,970.0,969.0,968.0,970.0,971.0,971.0,980.0,985.0,981.0,991.0
unmatched_applicants,994.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,971.0,972.0,969.0,970.0,969.0,973.0,982.0,985.0,983.0,990.0
unmatched_applicants,987.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,971.0,968.0,972.0,970.0,969.0,970.0,976.0,976.0,987.0,987.0,988.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,7.0,15.0,26.0,18.0,19.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,3.0,2.0,7.0,17.0,16.0,16.0,21.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,3.0,4.0,6.0,19.0,15.0,24.0,17.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,9.0,11.0,17.0,16.0,11.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,3.0,2.0,5.0,10.0,18.0,20.0,21.0
unfilled_spots,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0,8.0,14.0,23.0,19.0,17.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,5.0,9.0,9.0,20.0,20.0
