Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,99.0,72.0,71.0,70.0,70.0,70.0,70.0,72.0,70.0,70.0,72.0,71.0,71.0,72.0,77.0,76.0,76.0,75.0,78.0,79.0,80.0,80.0,82.0,83.0,84.0,82.0,83.0,85.0,87.0,89.0,89.0,87.0,87.0,89.0
unmatched_applicants,100.0,70.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,73.0,71.0,74.0,72.0,75.0,77.0,78.0,77.0,76.0,78.0,80.0,79.0,81.0,82.0,79.0,85.0,83.0,84.0,86.0,83.0,86.0,86.0,88.0,91.0,88.0
unmatched_applicants,94.0,74.0,72.0,71.0,70.0,70.0,70.0,71.0,70.0,73.0,72.0,73.0,72.0,75.0,74.0,76.0,76.0,75.0,79.0,78.0,80.0,80.0,80.0,79.0,80.0,81.0,83.0,87.0,84.0,92.0,90.0,87.0,94.0,88.0
unmatched_applicants,100.0,73.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,72.0,72.0,72.0,74.0,74.0,74.0,76.0,77.0,80.0,78.0,80.0,82.0,82.0,81.0,81.0,80.0,83.0,86.0,88.0,85.0,87.0,87.0,91.0,88.0
unmatched_applicants,98.0,73.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,73.0,72.0,73.0,72.0,75.0,73.0,76.0,77.0,76.0,77.0,79.0,82.0,84.0,78.0,82.0,83.0,82.0,80.0,85.0,86.0,86.0,89.0,93.0,90.0,90.0
unmatched_applicants,94.0,70.0,71.0,71.0,70.0,70.0,70.0,71.0,70.0,71.0,74.0,72.0,75.0,73.0,75.0,74.0,77.0,78.0,78.0,76.0,80.0,82.0,80.0,79.0,80.0,78.0,86.0,86.0,82.0,88.0,88.0,87.0,88.0,89.0
unmatched_applicants,94.0,73.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,70.0,73.0,70.0,74.0,76.0,77.0,78.0,79.0,76.0,81.0,80.0,79.0,81.0,83.0,84.0,83.0,85.0,89.0,89.0,88.0,87.0,90.0,91.0
unmatched_applicants,95.0,75.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,72.0,74.0,75.0,73.0,76.0,77.0,79.0,76.0,79.0,80.0,84.0,80.0,78.0,81.0,83.0,82.0,82.0,90.0,86.0,88.0,89.0,91.0,92.0
unmatched_applicants,91.0,73.0,71.0,72.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,73.0,73.0,75.0,73.0,77.0,78.0,77.0,76.0,76.0,78.0,77.0,80.0,80.0,82.0,83.0,86.0,84.0,86.0,92.0,86.0,94.0,93.0,91.0
unmatched_applicants,90.0,72.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,71.0,70.0,72.0,74.0,74.0,74.0,75.0,77.0,76.0,77.0,79.0,78.0,79.0,79.0,82.0,83.0,86.0,80.0,84.0,81.0,88.0,86.0,86.0,87.0,93.0
unfilled_spots,29.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,7.0,6.0,6.0,5.0,8.0,9.0,10.0,10.0,12.0,13.0,14.0,12.0,13.0,15.0,17.0,19.0,19.0,17.0,17.0,19.0
unfilled_spots,30.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,5.0,7.0,8.0,7.0,6.0,8.0,10.0,9.0,11.0,12.0,9.0,15.0,13.0,14.0,16.0,13.0,16.0,16.0,18.0,21.0,18.0
unfilled_spots,24.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,4.0,6.0,6.0,5.0,9.0,8.0,10.0,10.0,10.0,9.0,10.0,11.0,13.0,17.0,14.0,22.0,20.0,17.0,24.0,18.0
unfilled_spots,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,7.0,10.0,8.0,10.0,12.0,12.0,11.0,11.0,10.0,13.0,16.0,18.0,15.0,17.0,17.0,21.0,18.0
unfilled_spots,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,5.0,3.0,6.0,7.0,6.0,7.0,9.0,12.0,14.0,8.0,12.0,13.0,12.0,10.0,15.0,16.0,16.0,19.0,23.0,20.0,20.0
unfilled_spots,24.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,7.0,8.0,8.0,6.0,10.0,12.0,10.0,9.0,10.0,8.0,16.0,16.0,12.0,18.0,18.0,17.0,18.0,19.0
unfilled_spots,24.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,6.0,7.0,8.0,9.0,6.0,11.0,10.0,9.0,11.0,13.0,14.0,13.0,15.0,19.0,19.0,18.0,17.0,20.0,21.0
unfilled_spots,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,3.0,6.0,7.0,9.0,6.0,9.0,10.0,14.0,10.0,8.0,11.0,13.0,12.0,12.0,20.0,16.0,18.0,19.0,21.0,22.0
unfilled_spots,21.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,3.0,7.0,8.0,7.0,6.0,6.0,8.0,7.0,10.0,10.0,12.0,13.0,16.0,14.0,16.0,22.0,16.0,24.0,23.0,21.0
unfilled_spots,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,4.0,5.0,7.0,6.0,7.0,9.0,8.0,9.0,9.0,12.0,13.0,16.0,10.0,14.0,11.0,18.0,16.0,16.0,17.0,23.0
reviews_per_program,66.35064935064935,64.2987012987013,64.41558441558442,61.25974025974026,45.35064935064935,37.45454545454545,33.57142857142857,25.948051948051948,23.038961038961038,25.09090909090909,26.194805194805195,25.350649350649352,26.792207792207794,28.90909090909091,31.025974025974026,32.96103896103896,35.55844155844156,37.311688311688314,39.12987012987013,40.97402597402598,43.16883116883117,44.51948051948052,46.27272727272727,48.62337662337662,49.15584415584416,51.79220779220779,52.20779220779221,55.03896103896104,54.23376623376623,56.61038961038961,56.79220779220779,58.532467532467535,57.701298701298704,60.493506493506494
reviews_per_program,65.40259740259741,64.0909090909091,60.5974025974026,57.311688311688314,43.87012987012987,34.48051948051948,31.467532467532468,27.948051948051948,25.805194805194805,23.285714285714285,26.22077922077922,24.571428571428573,26.766233766233768,28.896103896103895,30.883116883116884,33.38961038961039,35.23376623376623,36.72727272727273,39.4025974025974,41.27272727272727,43.84415584415584,44.922077922077925,46.116883116883116,48.922077922077925,49.38961038961039,51.09090909090909,52.103896103896105,54.064935064935064,54.25974025974026,55.38961038961039,56.97402597402598,59.324675324675326,57.96103896103896,57.922077922077925
reviews_per_program,67.83116883116882,68.27272727272727,64.05194805194805,56.8051948051948,41.42857142857143,33.03896103896104,31.194805194805195,28.83116883116883,25.12987012987013,25.675324675324674,25.246753246753247,24.51948051948052,26.7012987012987,28.896103896103895,30.92207792207792,33.23376623376623,35.57142857142857,36.935064935064936,38.753246753246756,41.103896103896105,42.58441558441559,45.05194805194805,46.83116883116883,48.01298701298701,49.98701298701299,50.66233766233766,52.532467532467535,53.55844155844156,54.63636363636363,54.61038961038961,57.58441558441559,59.142857142857146,57.58441558441559,59.22077922077922
reviews_per_program,68.02597402597402,63.94805194805195,66.35064935064935,52.935064935064936,45.41558441558441,35.02597402597402,30.792207792207794,29.142857142857142,22.90909090909091,22.558441558441558,22.805194805194805,25.441558441558442,26.753246753246753,29.337662337662337,30.961038961038962,33.09090909090909,35.35064935064935,37.1948051948052,39.58441558441559,41.246753246753244,43.36363636363637,44.90909090909091,46.66233766233766,47.84415584415584,49.506493506493506,52.077922077922075,52.753246753246756,53.311688311688314,55.58441558441559,56.5974025974026,56.63636363636363,59.20779220779221,56.54545454545455,59.05194805194805
