Parameter,0,1,2,3,4,5
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,76.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,78.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,77.0,76.0,76.0,76.0,76.0,76.0
unmatched_applicants,78.0,76.0,76.0,76.0,76.0,76.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,109.0,109.23076923076923,109.92307692307692,109.46153846153847,87.3076923076923,70.07692307692308
reviews_per_program,109.46153846153847,109.92307692307692,109.46153846153847,109.6923076923077,92.76923076923077,77.0
reviews_per_program,109.6923076923077,109.46153846153847,109.6923076923077,109.76923076923077,93.3076923076923,75.07692307692308
reviews_per_program,109.38461538461539,109.84615384615384,110.0,110.0,87.0,75.92307692307692
reviews_per_program,108.92307692307692,109.6923076923077,109.6923076923077,109.15384615384616,98.23076923076923,76.0
reviews_per_program,109.76923076923077,109.53846153846153,109.53846153846153,109.76923076923077,82.61538461538461,80.38461538461539
reviews_per_program,109.76923076923077,109.38461538461539,109.3076923076923,109.15384615384616,86.76923076923077,69.84615384615384
reviews_per_program,109.84615384615384,109.76923076923077,108.84615384615384,109.76923076923077,92.6923076923077,75.6923076923077
