Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,277.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,278.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,275.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,278.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,277.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,277.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,279.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,278.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,277.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,276.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,266.85185185185185,244.62962962962962,32.22222222222222,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.48148148148148,88.5925925925926
reviews_per_program,269.22222222222223,230.4814814814815,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.4074074074074,77.51851851851852,88.5925925925926
reviews_per_program,264.1111111111111,231.1851851851852,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.48148148148148,88.5925925925926
reviews_per_program,265.2962962962963,222.59259259259258,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926
reviews_per_program,271.51851851851853,229.55555555555554,32.111111111111114,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926
reviews_per_program,267.962962962963,230.88888888888889,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.44444444444444
reviews_per_program,266.14814814814815,247.7037037037037,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926
reviews_per_program,267.962962962963,237.37037037037038,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.48148148148148
reviews_per_program,269.7037037037037,208.37037037037038,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.55555555555556
reviews_per_program,270.44444444444446,243.74074074074073,31.11111111111111,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926
pct_interview_given_signal,0.0,0.9933110367892977,0.6755852842809364,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19359464627151052,0.169314381270903
pct_interview_given_signal,0.0,0.9698996655518395,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.22587841606246514,0.19350215002388915,0.169314381270903
pct_interview_given_signal,0.0,0.9732441471571907,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19359464627151052,0.169314381270903
pct_interview_given_signal,0.0,0.9899665551839465,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.169314381270903
pct_interview_given_signal,0.0,0.9698996655518395,0.6755852842809364,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.169314381270903
pct_interview_given_signal,0.0,0.9866220735785953,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.16959798994974876
pct_interview_given_signal,0.0,0.9933110367892977,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.169314381270903
pct_interview_given_signal,0.0,0.9966555183946488,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.16952699874424446
pct_interview_given_signal,0.0,0.9899665551839465,0.677257525083612,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.16938519447929737
pct_interview_given_signal,0.0,0.979933110367893,0.6739130434782609,0.451505016722408,0.338628762541806,0.2709030100334448,0.225752508361204,0.19350215002388915,0.169314381270903
pct_interview_given_nosignal,0.056210964607911175,0.015973968347877534,0.00015590894917368256,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.055716054477919934,0.0166017034791396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.05679427850231384,0.01638401839609083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.056540555633114616,0.015667672847491734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
