Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,943.0,593.0,574.0,574.0,564.0,564.0,566.0,572.0,575.0,586.0,610.0,631.0,643.0,668.0,685.0,713.0,724.0,730.0,742.0,760.0,789.0,773.0,795.0
unmatched_applicants,993.0,605.0,581.0,572.0,564.0,564.0,567.0,577.0,574.0,595.0,614.0,636.0,661.0,672.0,692.0,698.0,738.0,748.0,747.0,758.0,791.0,787.0,792.0
unmatched_applicants,944.0,586.0,579.0,568.0,564.0,564.0,564.0,570.0,573.0,590.0,620.0,631.0,658.0,676.0,707.0,690.0,721.0,742.0,751.0,762.0,786.0,800.0,791.0
unmatched_applicants,951.0,588.0,581.0,572.0,564.0,564.0,564.0,573.0,566.0,606.0,610.0,638.0,652.0,666.0,674.0,704.0,726.0,738.0,753.0,750.0,797.0,791.0,801.0
unmatched_applicants,955.0,582.0,581.0,572.0,564.0,564.0,564.0,570.0,569.0,584.0,611.0,629.0,655.0,673.0,690.0,701.0,720.0,739.0,753.0,753.0,786.0,801.0,800.0
unmatched_applicants,968.0,600.0,584.0,575.0,564.0,564.0,564.0,569.0,577.0,587.0,604.0,639.0,661.0,666.0,685.0,702.0,738.0,755.0,750.0,750.0,781.0,790.0,803.0
unmatched_applicants,970.0,587.0,577.0,575.0,564.0,564.0,564.0,573.0,576.0,589.0,602.0,629.0,643.0,670.0,685.0,692.0,738.0,740.0,740.0,769.0,794.0,788.0,789.0
unmatched_applicants,976.0,603.0,573.0,570.0,564.0,564.0,564.0,572.0,578.0,592.0,614.0,623.0,645.0,663.0,686.0,703.0,735.0,757.0,753.0,749.0,774.0,786.0,796.0
unmatched_applicants,985.0,594.0,589.0,566.0,564.0,564.0,564.0,568.0,577.0,600.0,616.0,624.0,658.0,674.0,691.0,707.0,714.0,735.0,761.0,755.0,794.0,795.0,801.0
unmatched_applicants,992.0,602.0,580.0,571.0,564.0,564.0,566.0,575.0,576.0,588.0,605.0,623.0,647.0,666.0,679.0,688.0,729.0,738.0,755.0,756.0,800.0,789.0,812.0
unfilled_spots,379.0,29.0,10.0,10.0,0.0,0.0,2.0,8.0,11.0,22.0,46.0,67.0,79.0,104.0,121.0,149.0,160.0,166.0,178.0,196.0,225.0,209.0,231.0
unfilled_spots,429.0,41.0,17.0,8.0,0.0,0.0,3.0,13.0,10.0,31.0,50.0,72.0,97.0,108.0,128.0,134.0,174.0,184.0,183.0,194.0,227.0,223.0,228.0
unfilled_spots,380.0,22.0,15.0,4.0,0.0,0.0,0.0,6.0,9.0,26.0,56.0,67.0,94.0,112.0,143.0,126.0,157.0,178.0,187.0,198.0,222.0,236.0,227.0
unfilled_spots,387.0,24.0,17.0,8.0,0.0,0.0,0.0,9.0,2.0,42.0,46.0,74.0,88.0,102.0,110.0,140.0,162.0,174.0,189.0,186.0,233.0,227.0,237.0
unfilled_spots,391.0,18.0,17.0,8.0,0.0,0.0,0.0,6.0,5.0,20.0,47.0,65.0,91.0,109.0,126.0,137.0,156.0,175.0,189.0,189.0,222.0,237.0,236.0
unfilled_spots,404.0,36.0,20.0,11.0,0.0,0.0,0.0,5.0,13.0,23.0,40.0,75.0,97.0,102.0,121.0,138.0,174.0,191.0,186.0,186.0,217.0,226.0,239.0
unfilled_spots,406.0,23.0,13.0,11.0,0.0,0.0,0.0,9.0,12.0,25.0,38.0,65.0,79.0,106.0,121.0,128.0,174.0,176.0,176.0,205.0,230.0,224.0,225.0
unfilled_spots,412.0,39.0,9.0,6.0,0.0,0.0,0.0,8.0,14.0,28.0,50.0,59.0,81.0,99.0,122.0,139.0,171.0,193.0,189.0,185.0,210.0,222.0,232.0
unfilled_spots,421.0,30.0,25.0,2.0,0.0,0.0,0.0,4.0,13.0,36.0,52.0,60.0,94.0,110.0,127.0,143.0,150.0,171.0,197.0,191.0,230.0,231.0,237.0
unfilled_spots,428.0,38.0,16.0,7.0,0.0,0.0,2.0,11.0,12.0,24.0,41.0,59.0,83.0,102.0,115.0,124.0,165.0,174.0,191.0,192.0,236.0,225.0,248.0
reviews_per_program,215.0542372881356,216.31186440677965,217.02372881355933,213.99322033898306,201.0135593220339,134.15593220338982,77.4,56.70169491525424,60.44406779661017,65.58983050847458,72.85084745762713,80.04745762711865,87.20677966101695,94.21694915254237,101.29830508474576,108.30169491525423,114.67796610169492,121.8406779661017,128.32542372881355,134.27796610169491,140.33898305084745,145.7864406779661,151.93559322033897
reviews_per_program,218.76271186440678,214.41694915254237,216.8508474576271,210.6949152542373,192.73559322033898,140.8135593220339,75.3864406779661,57.00677966101695,58.31864406779661,65.59322033898304,72.8406779661017,80.0677966101695,87.19661016949152,94.2813559322034,101.24406779661017,108.28813559322033,115.34915254237288,121.76610169491525,128.17966101694915,134.3457627118644,140.4406779661017,146.38983050847457,152.09830508474576
reviews_per_program,214.24745762711865,214.2271186440678,216.5322033898305,213.4372881355932,191.8779661016949,134.3186440677966,71.0406779661017,55.52542372881356,58.328813559322036,65.58983050847458,72.7728813559322,80.02372881355932,87.18983050847457,94.32881355932203,101.31864406779661,108.10847457627119,115.23728813559322,121.71186440677967,127.84745762711864,134.88813559322034,140.99661016949153,145.8135593220339,152.24406779661018
reviews_per_program,216.8237288135593,214.81016949152541,215.33898305084745,214.1220338983051,196.5627118644068,135.78305084745762,84.04406779661016,59.362711864406776,58.8,65.58305084745763,72.81016949152543,80.00677966101695,87.19322033898305,94.29830508474576,101.25084745762712,108.4135593220339,114.9728813559322,121.73559322033898,128.10508474576272,133.74915254237288,140.5728813559322,146.67796610169492,151.87118644067797
reviews_per_program,214.59661016949153,215.1457627118644,214.53898305084746,214.03389830508473,198.26101694915255,136.0949152542373,75.87457627118644,56.53559322033898,59.4,65.5864406779661,72.8271186440678,80.05084745762711,87.24406779661017,94.31864406779661,101.4,108.34915254237288,115.0406779661017,121.61016949152543,128.63728813559322,134.44745762711864,140.8915254237288,146.8,151.58983050847456
reviews_per_program,216.75932203389831,217.64745762711865,215.39661016949154,214.34237288135594,202.25084745762712,130.31525423728814,78.47457627118644,57.58305084745763,58.905084745762714,65.5728813559322,72.77966101694915,80.0813559322034,87.21694915254237,94.3864406779661,101.33898305084746,108.34576271186441,115.0542372881356,121.67457627118644,127.81694915254238,135.18305084745762,140.83050847457628,146.28474576271188,152.32203389830508
reviews_per_program,213.78305084745762,216.4508474576271,215.92881355932204,217.20677966101695,196.4779661016949,133.6677966101695,75.79322033898305,57.77627118644068,59.34576271186441,65.60677966101694,72.80338983050848,80.01016949152542,87.2135593220339,94.31864406779661,101.37288135593221,108.39661016949152,115.08474576271186,121.44745762711864,127.9728813559322,134.5728813559322,140.65084745762712,145.3593220338983,151.87118644067797
reviews_per_program,213.4949152542373,213.78305084745762,214.89830508474577,212.5084745762712,192.8779661016949,136.23728813559322,77.0813559322034,55.003389830508475,58.87457627118644,65.60677966101694,72.77627118644068,80.02372881355932,87.27118644067797,94.32881355932203,101.19322033898305,108.30169491525423,114.95593220338984,122.03728813559322,128.05762711864406,134.45762711864407,140.1762711864407,146.73559322033898,152.23050847457628
reviews_per_program,213.41016949152544,213.69152542372882,215.61694915254236,211.7728813559322,201.66101694915255,133.12881355932203,79.56271186440678,57.10508474576271,59.35254237288136,65.56271186440678,72.8135593220339,80.06440677966101,87.22033898305085,94.38305084745762,101.32542372881356,108.06440677966101,114.9864406779661,121.88813559322034,128.20338983050848,134.1864406779661,140.03389830508473,146.29491525423728,152.01016949152543
