Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,1192.0,922.0,897.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,891.0,890.0,891.0,907.0,919.0
unmatched_applicants,1203.0,916.0,902.0,895.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,904.0,915.0
unmatched_applicants,1207.0,918.0,899.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,893.0,892.0,895.0,904.0,914.0
unmatched_applicants,1205.0,912.0,895.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,895.0,896.0,890.0,897.0,919.0
unmatched_applicants,1205.0,915.0,904.0,893.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,902.0,895.0,901.0,919.0
unmatched_applicants,1210.0,911.0,897.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,890.0,895.0,918.0
unmatched_applicants,1224.0,909.0,892.0,893.0,890.0,890.0,890.0,890.0,890.0,890.0,896.0,895.0,891.0,899.0,919.0
unmatched_applicants,1187.0,917.0,905.0,893.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,895.0,890.0,904.0,923.0
unmatched_applicants,1206.0,908.0,894.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,896.0,897.0,899.0,929.0
unmatched_applicants,1212.0,911.0,897.0,894.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,895.0,913.0
unfilled_spots,302.0,32.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,29.0
unfilled_spots,313.0,26.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0
unfilled_spots,317.0,28.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,14.0,24.0
unfilled_spots,315.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,7.0,29.0
unfilled_spots,315.0,25.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,11.0,29.0
unfilled_spots,320.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,28.0
