Parameter,0,1,2,3,4,5,6,7,8,9,10,11
unmatched_applicants,994.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,983.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,992.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,981.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,989.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,980.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,983.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,980.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,981.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,981.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,875.1428571428571,864.2285714285714,653.8285714285714,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.57142857142858,253.22857142857143,284.8,316.22857142857146,347.34285714285716
reviews_per_program,872.2285714285714,862.8571428571429,591.4571428571429,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.2,284.62857142857143,316.42857142857144,347.34285714285716
reviews_per_program,859.2,864.8571428571429,710.2,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.54285714285714,253.14285714285714,284.8,316.34285714285716,347.85714285714283
reviews_per_program,868.2,852.0285714285715,565.0857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.05714285714285,284.7142857142857,316.3142857142857,347.42857142857144
reviews_per_program,868.9714285714285,868.2571428571429,645.9142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.6,253.25714285714287,284.8,316.0857142857143,347.1714285714286
reviews_per_program,855.7714285714286,848.9714285714285,624.8571428571429,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.7142857142857,316.22857142857146,347.77142857142854
reviews_per_program,873.4285714285714,866.7142857142857,637.0571428571428,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.54285714285714,253.2,284.8857142857143,316.1142857142857,347.6857142857143
reviews_per_program,861.6,858.5428571428571,634.9714285714285,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.22857142857143,284.74285714285713,316.2,346.9714285714286
reviews_per_program,857.4571428571429,862.7142857142857,630.1428571428571,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.65714285714284,316.2857142857143,347.1714285714286
reviews_per_program,863.0,863.5142857142857,620.5428571428571,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.57142857142858,253.2,284.6857142857143,316.34285714285716,347.34285714285716
pct_interview_given_signal,0.0,1.0,0.9819494584837545,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30689877498388135,0.2685320997404942,0.23876404494382023,0.2150343332128659,0.19577198321954428
pct_interview_given_signal,0.0,1.0,0.9783393501805054,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685624012638231,0.23890784982935154,0.21489841986455982,0.19577198321954428
pct_interview_given_signal,0.0,1.0,0.9810469314079422,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.3069383543977302,0.2686230248306998,0.23876404494382023,0.21495664739884393,0.19548254620123204
