Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,225.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,223.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,218.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,218.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,216.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,227.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,218.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,218.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,226.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,217.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,220.59493670886076,224.64556962025316,222.9493670886076,230.65822784810126,226.59493670886076,226.30379746835442,224.1772151898734,232.72151898734177,224.20253164556962,222.13924050632912,223.8987341772152,221.60759493670886,203.84810126582278,176.1012658227848,128.64556962025316,115.62025316455696,121.46835443037975,126.9746835443038,133.39240506329114,139.78481012658227,146.46835443037975,150.81012658227849,158.20253164556962,162.0126582278481,169.36708860759492,175.25316455696202
reviews_per_program,223.45569620253164,226.0,220.32911392405063,222.65822784810126,223.08860759493672,221.1772151898734,227.08860759493672,225.35443037974684,226.9493670886076,223.9367088607595,223.45569620253164,222.08860759493672,201.9367088607595,172.59493670886076,139.69620253164558,118.73417721518987,120.32911392405063,126.13924050632912,132.48101265822785,140.36708860759492,147.13924050632912,152.50632911392404,158.18987341772151,163.35443037974684,169.31645569620252,171.70886075949366
reviews_per_program,222.34177215189874,219.8987341772152,226.74683544303798,226.9367088607595,224.8987341772152,225.84810126582278,222.58227848101265,225.63291139240508,225.78481012658227,226.63291139240508,218.9493670886076,216.70886075949366,206.32911392405063,172.58227848101265,144.0506329113924,126.55696202531645,123.45569620253164,126.74683544303798,134.13924050632912,139.68354430379748,146.68354430379748,151.9746835443038,157.79746835443038,165.15189873417722,169.48101265822785,174.8987341772152
reviews_per_program,222.50632911392404,224.31645569620252,215.20253164556962,220.13924050632912,220.86075949367088,223.40506329113924,221.21518987341773,226.873417721519,228.2405063291139,225.2405063291139,226.8860759493671,221.0,209.73417721518987,171.16455696202533,137.7594936708861,126.9873417721519,124.44303797468355,126.30379746835443,133.86075949367088,139.9493670886076,146.8227848101266,150.34177215189874,156.8987341772152,163.21518987341773,169.45569620253164,175.25316455696202
reviews_per_program,224.15189873417722,224.67088607594937,223.36708860759492,224.91139240506328,224.48101265822785,220.40506329113924,223.51898734177215,225.53164556962025,225.08860759493672,225.1139240506329,226.91139240506328,227.60759493670886,207.0759493670886,171.83544303797467,141.86075949367088,119.9493670886076,120.39240506329114,126.55696202531645,133.22784810126583,139.9746835443038,145.56962025316454,152.65822784810126,158.73417721518987,163.0632911392405,168.53164556962025,171.39240506329114
reviews_per_program,230.30379746835442,221.49367088607596,216.60759493670886,222.72151898734177,224.70886075949366,223.64556962025316,231.21518987341773,228.58227848101265,221.73417721518987,228.08860759493672,225.91139240506328,219.873417721519,212.41772151898735,175.39240506329114,136.15189873417722,121.22784810126582,118.9493670886076,128.7594936708861,133.1012658227848,139.08860759493672,146.0126582278481,152.8860759493671,157.79746835443038,164.27848101265823,170.39240506329114,174.1139240506329
