Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,703.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,663.0,671.0,663.0,678.0,667.0
unmatched_applicants,694.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,661.0,661.0,661.0,665.0,667.0,664.0,672.0
unmatched_applicants,695.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,664.0,663.0,664.0,669.0,665.0
unmatched_applicants,702.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,661.0,663.0,661.0,669.0,664.0,662.0
unmatched_applicants,695.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,667.0,665.0,666.0
unmatched_applicants,701.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,665.0,668.0,661.0,666.0
unmatched_applicants,692.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,664.0,661.0,670.0,668.0
unmatched_applicants,692.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,664.0,666.0,671.0,668.0,674.0
unmatched_applicants,697.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,661.0,664.0,665.0,666.0,668.0
unmatched_applicants,707.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,661.0,663.0,664.0,672.0,662.0,667.0
