Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,2064.0,1305.0,1267.0,1259.0,1258.0,1266.0,1287.0,1317.0,1345.0,1364.0,1409.0,1429.0,1495.0,1496.0,1512.0,1530.0,1632.0,1633.0,1634.0,1640.0,1740.0,1750.0,1746.0,1761.0,1821.0,1854.0,1856.0,1832.0,1914.0,1925.0,1921.0,1936.0,1995.0,1974.0,1973.0,1986.0,1995.0
unmatched_applicants,2078.0,1287.0,1262.0,1262.0,1258.0,1270.0,1293.0,1321.0,1351.0,1375.0,1407.0,1434.0,1489.0,1496.0,1507.0,1521.0,1624.0,1601.0,1625.0,1616.0,1748.0,1746.0,1713.0,1743.0,1824.0,1868.0,1867.0,1820.0,1914.0,1912.0,1909.0,1949.0,1976.0,1969.0,1980.0,1996.0,2024.0
unmatched_applicants,2055.0,1306.0,1269.0,1259.0,1258.0,1262.0,1290.0,1335.0,1327.0,1366.0,1402.0,1433.0,1475.0,1491.0,1517.0,1529.0,1619.0,1627.0,1633.0,1637.0,1717.0,1738.0,1745.0,1750.0,1881.0,1829.0,1839.0,1835.0,1921.0,1923.0,1910.0,1940.0,1981.0,1981.0,1960.0,2011.0,2022.0
unmatched_applicants,2062.0,1301.0,1260.0,1261.0,1258.0,1271.0,1282.0,1330.0,1343.0,1376.0,1402.0,1446.0,1479.0,1497.0,1510.0,1534.0,1619.0,1604.0,1622.0,1621.0,1733.0,1753.0,1755.0,1749.0,1848.0,1837.0,1856.0,1833.0,1926.0,1934.0,1927.0,1941.0,1963.0,1967.0,1964.0,1998.0,2036.0
unmatched_applicants,2034.0,1296.0,1265.0,1264.0,1258.0,1272.0,1281.0,1324.0,1333.0,1366.0,1413.0,1438.0,1480.0,1491.0,1501.0,1541.0,1601.0,1624.0,1628.0,1620.0,1725.0,1732.0,1751.0,1750.0,1841.0,1853.0,1827.0,1863.0,1914.0,1928.0,1930.0,1911.0,1983.0,1980.0,1983.0,1975.0,2003.0
unmatched_applicants,2034.0,1297.0,1266.0,1264.0,1258.0,1266.0,1308.0,1324.0,1330.0,1377.0,1401.0,1427.0,1478.0,1496.0,1524.0,1533.0,1623.0,1640.0,1628.0,1637.0,1743.0,1742.0,1759.0,1746.0,1851.0,1843.0,1857.0,1832.0,1924.0,1914.0,1910.0,1933.0,1954.0,1971.0,2001.0,1995.0,2031.0
unmatched_applicants,2072.0,1307.0,1269.0,1258.0,1258.0,1265.0,1298.0,1329.0,1332.0,1362.0,1400.0,1431.0,1484.0,1487.0,1509.0,1531.0,1619.0,1618.0,1619.0,1629.0,1730.0,1746.0,1753.0,1732.0,1833.0,1834.0,1847.0,1833.0,1930.0,1922.0,1921.0,1892.0,1983.0,1973.0,1969.0,1995.0,1991.0
unmatched_applicants,2080.0,1302.0,1265.0,1260.0,1258.0,1273.0,1299.0,1325.0,1356.0,1376.0,1409.0,1431.0,1479.0,1506.0,1523.0,1530.0,1615.0,1635.0,1621.0,1635.0,1754.0,1743.0,1722.0,1763.0,1848.0,1846.0,1855.0,1855.0,1932.0,1923.0,1903.0,1934.0,1967.0,1997.0,1987.0,1990.0,2006.0
unmatched_applicants,2093.0,1290.0,1267.0,1259.0,1258.0,1264.0,1298.0,1336.0,1336.0,1346.0,1408.0,1438.0,1494.0,1493.0,1525.0,1538.0,1607.0,1630.0,1619.0,1641.0,1733.0,1753.0,1755.0,1751.0,1855.0,1849.0,1848.0,1836.0,1907.0,1935.0,1909.0,1935.0,1969.0,1981.0,1971.0,1943.0,2009.0
unmatched_applicants,2041.0,1286.0,1262.0,1262.0,1258.0,1266.0,1294.0,1331.0,1340.0,1377.0,1415.0,1444.0,1479.0,1501.0,1513.0,1541.0,1612.0,1618.0,1610.0,1621.0,1736.0,1744.0,1734.0,1738.0,1837.0,1859.0,1835.0,1839.0,1929.0,1939.0,1917.0,1915.0,1978.0,2002.0,1980.0,1986.0,2005.0
unfilled_spots,806.0,47.0,9.0,1.0,0.0,8.0,29.0,59.0,87.0,106.0,151.0,171.0,237.0,238.0,254.0,272.0,374.0,375.0,376.0,382.0,482.0,492.0,488.0,503.0,563.0,596.0,598.0,574.0,656.0,667.0,663.0,678.0,737.0,716.0,715.0,728.0,737.0
unfilled_spots,820.0,29.0,4.0,4.0,0.0,12.0,35.0,63.0,93.0,117.0,149.0,176.0,231.0,238.0,249.0,263.0,366.0,343.0,367.0,358.0,490.0,488.0,455.0,485.0,566.0,610.0,609.0,562.0,656.0,654.0,651.0,691.0,718.0,711.0,722.0,738.0,766.0
unfilled_spots,797.0,48.0,11.0,1.0,0.0,4.0,32.0,77.0,69.0,108.0,144.0,175.0,217.0,233.0,259.0,271.0,361.0,369.0,375.0,379.0,459.0,480.0,487.0,492.0,623.0,571.0,581.0,577.0,663.0,665.0,652.0,682.0,723.0,723.0,702.0,753.0,764.0
unfilled_spots,804.0,43.0,2.0,3.0,0.0,13.0,24.0,72.0,85.0,118.0,144.0,188.0,221.0,239.0,252.0,276.0,361.0,346.0,364.0,363.0,475.0,495.0,497.0,491.0,590.0,579.0,598.0,575.0,668.0,676.0,669.0,683.0,705.0,709.0,706.0,740.0,778.0
unfilled_spots,776.0,38.0,7.0,6.0,0.0,14.0,23.0,66.0,75.0,108.0,155.0,180.0,222.0,233.0,243.0,283.0,343.0,366.0,370.0,362.0,467.0,474.0,493.0,492.0,583.0,595.0,569.0,605.0,656.0,670.0,672.0,653.0,725.0,722.0,725.0,717.0,745.0
unfilled_spots,776.0,39.0,8.0,6.0,0.0,8.0,50.0,66.0,72.0,119.0,143.0,169.0,220.0,238.0,266.0,275.0,365.0,382.0,370.0,379.0,485.0,484.0,501.0,488.0,593.0,585.0,599.0,574.0,666.0,656.0,652.0,675.0,696.0,713.0,743.0,737.0,773.0
unfilled_spots,814.0,49.0,11.0,0.0,0.0,7.0,40.0,71.0,74.0,104.0,142.0,173.0,226.0,229.0,251.0,273.0,361.0,360.0,361.0,371.0,472.0,488.0,495.0,474.0,575.0,576.0,589.0,575.0,672.0,664.0,663.0,634.0,725.0,715.0,711.0,737.0,733.0
unfilled_spots,822.0,44.0,7.0,2.0,0.0,15.0,41.0,67.0,98.0,118.0,151.0,173.0,221.0,248.0,265.0,272.0,357.0,377.0,363.0,377.0,496.0,485.0,464.0,505.0,590.0,588.0,597.0,597.0,674.0,665.0,645.0,676.0,709.0,739.0,729.0,732.0,748.0
unfilled_spots,835.0,32.0,9.0,1.0,0.0,6.0,40.0,78.0,78.0,88.0,150.0,180.0,236.0,235.0,267.0,280.0,349.0,372.0,361.0,383.0,475.0,495.0,497.0,493.0,597.0,591.0,590.0,578.0,649.0,677.0,651.0,677.0,711.0,723.0,713.0,685.0,751.0
unfilled_spots,783.0,28.0,4.0,4.0,0.0,8.0,36.0,73.0,82.0,119.0,157.0,186.0,221.0,243.0,255.0,283.0,354.0,360.0,352.0,363.0,478.0,486.0,476.0,480.0,579.0,601.0,577.0,581.0,671.0,681.0,659.0,657.0,720.0,744.0,722.0,728.0,747.0
reviews_per_program,239.61138613861385,241.17821782178217,233.31683168316832,134.02722772277227,48.45049504950495,41.62871287128713,48.68069306930693,56.79455445544554,64.89108910891089,73.00247524752476,81.0519801980198,89.01980198019803,97.09653465346534,104.94059405940594,112.85643564356435,120.37623762376238,127.93316831683168,135.76980198019803,142.67079207920793,149.7970297029703,156.39356435643563,163.5371287128713,169.13118811881188,174.41831683168317,180.66584158415841,184.9009900990099,190.46039603960395,194.42821782178217,199.87128712871288,203.68069306930693,206.4108910891089,211.41831683168317,215.84405940594058,215.99752475247524,218.64851485148515,222.5891089108911,223.26732673267327
reviews_per_program,241.509900990099,238.04950495049505,234.8589108910891,141.50742574257427,46.051980198019805,41.51237623762376,48.68069306930693,56.789603960396036,64.89356435643565,72.97029702970298,81.03960396039604,89.04455445544555,97.06683168316832,104.98762376237623,112.91831683168317,120.31683168316832,128.00742574257427,135.43316831683168,142.48762376237624,149.37376237623764,156.3019801980198,163.21039603960395,169.37871287128712,174.82920792079207,181.04207920792078,186.1410891089109,190.9628712871287,195.17821782178217,199.76980198019803,202.42326732673268,206.6410891089109,211.9628712871287,214.00247524752476,216.79207920792078,220.07920792079207,221.6881188118812,224.32920792079207
reviews_per_program,242.2029702970297,239.46039603960395,231.6757425742574,133.06683168316832,47.06683168316832,41.61138613861386,48.68069306930693,56.78465346534654,64.89108910891089,72.98762376237623,81.09158415841584,89.10643564356435,97.00990099009901,105.00990099009901,112.76485148514851,120.54455445544555,127.87128712871286,135.509900990099,142.57673267326732,149.42326732673268,156.3242574257426,162.88118811881188,168.6039603960396,174.990099009901,180.08663366336634,185.5618811881188,190.38366336633663,194.57920792079207,199.92326732673268,203.9851485148515,205.53465346534654,210.78465346534654,214.56435643564356,216.65841584158414,219.34405940594058,222.20792079207922,221.99257425742573
reviews_per_program,240.09653465346534,240.82178217821783,229.1980198019802,141.57178217821783,48.92079207920792,42.527227722772274,48.68316831683168,56.79207920792079,64.89108910891089,73.0,81.0519801980198,89.07425742574257,97.00247524752476,104.82425742574257,112.8490099009901,120.44059405940594,128.1039603960396,135.3242574257426,143.04950495049505,149.5891089108911,156.4108910891089,162.88366336633663,168.03960396039605,174.78217821782178,180.86633663366337,184.5519801980198,191.24257425742573,194.45049504950495,200.39356435643563,201.58415841584159,208.04455445544554,210.56930693069307,216.04950495049505,216.53217821782178,218.58168316831683,223.00742574257427,225.37623762376236
reviews_per_program,239.0,240.56435643564356,236.31683168316832,138.6608910891089,46.663366336633665,40.56930693069307,48.68316831683168,56.77970297029703,64.89603960396039,72.98267326732673,81.02227722772277,89.08663366336634,97.0519801980198,105.01732673267327,112.89851485148515,120.45297029702971,128.21782178217822,135.48267326732673,142.31930693069307,149.80940594059405,155.8910891089109,162.8118811881188,168.88366336633663,174.46039603960395,180.8910891089109,186.70049504950495,190.98762376237624,195.1608910891089,199.88366336633663,204.1881188118812,207.3589108910891,210.1608910891089,213.72029702970298,218.61138613861385,217.91831683168317,221.4108910891089,224.7871287128713
reviews_per_program,240.25247524752476,239.5742574257426,231.9381188118812,131.98762376237624,47.24009900990099,40.56930693069307,48.68316831683168,56.78465346534654,64.87871287128714,72.97524752475248,81.03465346534654,89.07425742574257,97.07425742574257,104.9950495049505,112.93316831683168,120.71039603960396,127.87376237623762,135.22029702970298,142.22772277227722,150.0049504950495,156.05940594059405,162.58663366336634,169.36138613861385,174.62128712871288,180.35148514851485,186.57178217821783,191.28960396039605,194.41336633663366,199.27970297029702,203.90594059405942,208.14851485148515,210.240099009901,214.13366336633663,216.1361386138614,219.26980198019803,221.30445544554456,223.85148514851485
reviews_per_program,240.1757425742574,237.94306930693068,233.33415841584159,132.4851485148515,45.21782178217822,41.556930693069305,48.68069306930693,56.79207920792079,64.87376237623762,72.99257425742574,81.0569306930693,89.09158415841584,97.04950495049505,104.97772277227723,112.79455445544555,120.67821782178218,128.3118811881188,135.60643564356437,142.70544554455446,149.47524752475246,156.20049504950495,162.5,169.1608910891089,175.15346534653466,180.5891089108911,185.8861386138614,190.8118811881188,195.28465346534654,200.6460396039604,204.34653465346534,206.36633663366337,210.92079207920793,214.26237623762376,216.59653465346534,219.6361386138614,221.7351485148515,223.05445544554456
reviews_per_program,239.85148514851485,239.50742574257427,230.24752475247524,139.54455445544554,49.93811881188119,41.57673267326733,48.68316831683168,56.79455445544554,64.9009900990099,72.96534653465346,81.00247524752476,89.07920792079207,97.07673267326733,105.00990099009901,112.74752475247524,120.54455445544555,128.00742574257427,135.61633663366337,142.69554455445544,149.72029702970298,156.51237623762376,162.5148514851485,169.12128712871288,175.4257425742574,181.47772277227722,185.9108910891089,190.62376237623764,195.70544554455446,199.73762376237624,203.51980198019803,207.01237623762376,211.36138613861385,212.2648514851485,218.23267326732673,218.72277227722773,221.79950495049505,223.88861386138615
