Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,114.0,94.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,92.0,93.0,94.0,97.0,93.0,97.0,97.0,97.0,95.0
unmatched_applicants,119.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,93.0,93.0,94.0,94.0,97.0,97.0,99.0,98.0,98.0
unmatched_applicants,116.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,93.0,93.0,93.0,94.0,96.0,96.0,95.0,104.0,96.0
unmatched_applicants,116.0,91.0,91.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,95.0,91.0,95.0,99.0,100.0,98.0,98.0,103.0
unmatched_applicants,118.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,93.0,93.0,97.0,96.0,96.0,100.0,98.0,102.0
unmatched_applicants,110.0,92.0,91.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,94.0,98.0,98.0,97.0,99.0,93.0,100.0
unmatched_applicants,111.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,93.0,92.0,93.0,101.0,97.0,97.0,98.0,101.0
unmatched_applicants,115.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,91.0,93.0,92.0,93.0,92.0,95.0,97.0,98.0,99.0,97.0
unmatched_applicants,111.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,95.0,95.0,98.0,96.0,101.0,99.0,98.0
unmatched_applicants,115.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,95.0,99.0,96.0,98.0,95.0,99.0,101.0
unfilled_spots,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,6.0,2.0,6.0,6.0,6.0,4.0
unfilled_spots,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,6.0,6.0,8.0,7.0,7.0
unfilled_spots,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,13.0,5.0
unfilled_spots,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,8.0,9.0,7.0,7.0,12.0
unfilled_spots,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,5.0,5.0,9.0,7.0,11.0
unfilled_spots,19.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,7.0,6.0,8.0,2.0,9.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,10.0,6.0,6.0,7.0,10.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,6.0,7.0,8.0,6.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,7.0,5.0,10.0,8.0,7.0
unfilled_spots,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,5.0,7.0,4.0,8.0,10.0
reviews_per_program,104.34615384615384,108.55128205128206,107.28205128205128,111.21794871794872,108.82051282051282,106.75641025641026,92.01282051282051,91.58974358974359,74.75641025641026,65.8974358974359,56.8974358974359,53.333333333333336,51.256410256410255,50.73076923076923,50.92307692307692,54.62820512820513,57.87179487179487,61.42307692307692,65.06410256410257,67.33333333333333,70.25641025641026,73.7051282051282,76.58974358974359
reviews_per_program,107.26923076923077,107.57692307692308,105.66666666666667,113.6923076923077,106.11538461538461,112.7051282051282,98.2948717948718,88.3076923076923,78.43589743589743,70.91025641025641,58.11538461538461,53.56410256410256,47.48717948717949,48.47435897435897,52.80769230769231,54.64102564102564,57.82051282051282,60.92307692307692,64.56410256410257,66.96153846153847,71.32051282051282,73.5,76.2948717948718
reviews_per_program,107.43589743589743,112.03846153846153,107.51282051282051,104.08974358974359,108.46153846153847,109.88461538461539,97.62820512820512,88.98717948717949,73.24358974358974,66.03846153846153,66.1025641025641,56.14102564102564,47.51282051282051,49.26923076923077,52.1025641025641,54.666666666666664,57.35897435897436,61.43589743589744,64.58974358974359,67.98717948717949,70.34615384615384,73.14102564102564,76.35897435897436
reviews_per_program,107.51282051282051,105.96153846153847,110.1923076923077,111.35897435897436,111.34615384615384,105.56410256410257,96.82051282051282,83.76923076923077,77.1923076923077,66.3076923076923,57.11538461538461,55.37179487179487,48.717948717948715,49.666666666666664,50.92307692307692,54.43589743589744,57.76923076923077,61.294871794871796,64.05128205128206,67.96153846153847,70.7948717948718,73.66666666666667,76.75641025641026
reviews_per_program,107.1923076923077,107.75641025641026,109.25641025641026,107.76923076923077,109.46153846153847,103.14102564102564,98.3974358974359,85.53846153846153,76.12820512820512,64.55128205128206,60.03846153846154,55.76923076923077,53.42307692307692,49.705128205128204,51.5,54.294871794871796,57.666666666666664,61.35897435897436,64.15384615384616,67.61538461538461,70.3974358974359,73.98717948717949,76.21794871794872
reviews_per_program,104.97435897435898,107.93589743589743,106.25641025641026,108.37179487179488,114.1923076923077,108.1025641025641,92.21794871794872,91.67948717948718,79.26923076923077,65.76923076923077,59.08974358974359,51.32051282051282,48.55128205128205,51.205128205128204,51.58974358974359,54.53846153846154,57.87179487179487,61.23076923076923,64.41025641025641,67.6025641025641,70.84615384615384,73.7948717948718,76.41025641025641
reviews_per_program,105.05128205128206,106.17948717948718,109.12820512820512,108.8974358974359,105.67948717948718,101.51282051282051,99.6025641025641,86.1025641025641,78.2051282051282,71.07692307692308,60.61538461538461,55.62820512820513,47.243589743589745,49.05128205128205,50.794871794871796,54.3974358974359,57.80769230769231,61.19230769230769,64.41025641025641,67.8974358974359,70.82051282051282,73.47435897435898,76.17948717948718
reviews_per_program,107.52564102564102,109.74358974358974,107.91025641025641,107.97435897435898,109.6025641025641,104.85897435897436,96.05128205128206,84.43589743589743,75.06410256410257,70.8076923076923,60.30769230769231,60.51282051282051,50.30769230769231,48.19230769230769,52.97435897435897,55.217948717948715,57.84615384615385,61.37179487179487,64.14102564102564,67.55128205128206,71.05128205128206,73.17948717948718,76.88461538461539
reviews_per_program,105.42307692307692,106.84615384615384,105.87179487179488,111.05128205128206,106.94871794871794,108.12820512820512,101.78205128205128,93.3076923076923,77.33333333333333,68.52564102564102,60.64102564102564,50.37179487179487,47.666666666666664,49.88461538461539,51.01282051282051,54.333333333333336,58.0,61.01282051282051,64.98717948717949,67.2051282051282,71.38461538461539,73.7051282051282,77.06410256410257
reviews_per_program,107.3974358974359,103.83333333333333,107.32051282051282,103.37179487179488,107.88461538461539,107.51282051282051,90.35897435897436,83.7051282051282,74.57692307692308,68.42307692307692,59.23076923076923,50.47435897435897,49.53846153846154,49.756410256410255,51.69230769230769,54.705128205128204,57.96153846153846,61.92307692307692,64.46153846153847,67.82051282051282,71.01282051282051,73.53846153846153,77.46153846153847
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9836829836829837,0.9705294705294706,0.9291648447748142,0.897047397047397,0.8286114025883176,0.792368839427663,0.7303206997084548,0.6812533765532145,0.6382175226586103,0.594930767425487,0.5615861763402747,0.5291170945522855,0.4995073891625616,0.48267326732673266,0.4625912408759124,0.44094625152200384,0.42433880147304986
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9842657342657343,0.9760119940029985,0.9286964129483815,0.8795180722891566,0.8444288717589348,0.7943984723106302,0.7366881217086015,0.6859772604223064,0.6385663806158506,0.5947911778507743,0.5620842572062085,0.5334595959595959,0.5033756949960286,0.48535324526134405,0.455689376235844,0.4421768707482993,0.42597882708788437
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9979020979020979,0.9807692307692307,0.9705294705294706,0.9422824661128115,0.8951048951048951,0.832109129066107,0.7876952502390819,0.7331969608416131,0.681793625067531,0.6353826850690087,0.5945121951219512,0.5666070630308448,0.5290066777963273,0.5031758634378721,0.4780313030360174,0.46200109349371243,0.44434706397896584,0.4256212222968435
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9993006993006993,0.9883449883449883,0.9590409590409591,0.9256993006993007,0.8985619898950641,0.8433566433566434,0.789423383243071,0.7344434706397897,0.6834143706104808,0.6382175226586103,0.5970325011775789,0.5625832223701731,0.5302238025517674,0.5074059247397918,0.47821165817770234,0.4590727997102499,0.4411764705882353,0.42341740437614833
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9935897435897436,0.9685157421289355,0.9270104895104895,0.8845256609642301,0.8367132867132867,0.7849872773536896,0.7321063394683026,0.6835990272899216,0.6372795969773299,0.5985832349468713,0.5635838150289018,0.5296698704554952,0.5065947242206235,0.48065984072810014,0.46166454197778184,0.439265291977127,0.42640874684608915
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9979020979020979,0.9796037296037297,0.975024975024975,0.9401223776223776,0.8892773892773893,0.8456422821141057,0.789993626513703,0.733955659276546,0.680140123955807,0.6376446904881731,0.5959097320169252,0.5615861763402747,0.5307788944723618,0.504578025477707,0.48075099563815665,0.4587404994571118,0.44041000694927035,0.42533557046979864
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9986013986013986,0.9924242424242424,0.9715284715284715,0.9270104895104895,0.8876797512631169,0.8398177357167893,0.7860108591504311,0.7391050014624159,0.681977843825993,0.6398283695103483,0.5974546311572001,0.5622089155023287,0.531112507856694,0.504578025477707,0.4786631419939577,0.45890658942795076,0.44233118129471294,0.42662403231235274
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9918414918414918,0.9575424575424576,0.9366258741258742,0.8821928460342147,0.8469101123595506,0.7869897959183674,0.7360420929552762,0.6834998649743451,0.6355633802816901,0.5986281929990539,0.5618351063829787,0.5295592228953415,0.5066959824105537,0.4811159612829759,0.4574160952724648,0.4441135248773651,0.4227113556778389
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9906759906759907,0.9745254745254746,0.923513986013986,0.8803418803418803,0.8371929824561404,0.7912683237731039,0.736318407960199,0.6828015143320714,0.6370947474239759,0.598159509202454,0.5603448275862069,0.5326749317083421,0.5000986387847701,0.48359404807325446,0.4552801724137931,0.44094625152200384,0.42172683413741474
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9972027972027973,0.986013986013986,0.9600399600399601,0.9313811188811189,0.8756798756798757,0.8403361344537815,0.789440203562341,0.7326906222611744,0.6816590358200916,0.6365007541478129,0.5940942113897352,0.5607166556071665,0.5248447204968945,0.5041766109785203,0.4792060491493384,0.4576638382379491,0.4419456066945607,0.4195630585898709
pct_interview_given_nosignal,0.31146332473276817,0.27490526830460826,0.25179579271421243,0.21453242932071126,0.18940631808278868,0.1586959643831682,0.12750263435194942,0.08958837772397095,0.06753417888321528,0.03948287910552061,0.03129713423831071,0.00804490177736202,0.00593589236248516,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.30297597705270707,0.27748303516347933,0.2559322033898305,0.20936329588014982,0.195009112575354,0.14868137782561894,0.12634408602150538,0.08636296186377801,0.06687226099659146,0.046495726495726496,0.021581491712707183,0.007608271556769411,0.0033603478948408777,0.00020678246484698098,0.0010998680158380994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.30250596658711215,0.2660593871998107,0.251215766572818,0.23095992287563696,0.19013121924548934,0.1536115347289616,0.12354988399071926,0.09174027584069425,0.06230529595015576,0.040062434963579606,0.027406886858749122,0.011617353421673625,0.005117102932493603,0.002387152777777778,0.0006883891693437356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.30228953016932986,0.2818648953502945,0.2446715692384395,0.21423096576392436,0.18445829465588118,0.1569684927618507,0.12529868578255676,0.09726395698244504,0.06690197336755976,0.03708631298852486,0.021243523316062177,0.010374954495813615,0.004131418453669093,0.0010438413361169101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3031933979189092,0.27700455721147926,0.24691823899371068,0.22217806041335453,0.18812550716797402,0.16245221993531314,0.1244751049790042,0.09898855911125849,0.06613418530351438,0.0442101683387179,0.02597877789974387,0.012567998499343463,0.005604947816003092,0.0011193194537721066,0.001159285879897983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.30959941377625794,0.2765277265461699,0.2544064282011405,0.2208031599736669,0.17767275514114192,0.1543175487465181,0.12982669504408634,0.09010819165378671,0.061224489795918366,0.042318940306210216,0.019926322839919623,0.010566037735849057,0.0037313432835820895,0.0022568732047599507,0.00021781746896101068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3093727117402978,0.2812656328164082,0.24722921914357682,0.21961760083813514,0.19594309057613749,0.16071428571428573,0.12311334714412549,0.08824409213281484,0.06589208976603533,0.043193942522801586,0.025094782451706085,0.014368932038834952,0.001520623455616803,0.002336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
