Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,7542.0,6203.0,6192.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6205.0,6202.0,6280.0,6359.0,6336.0,6494.0,6632.0,6698.0,6766.0,6846.0,6905.0,6958.0,7018.0,7070.0,7094.0,7146.0,7153.0,7232.0,7308.0,7294.0,7278.0,7330.0,7356.0
unmatched_applicants,7570.0,6197.0,6195.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6194.0,6220.0,6281.0,6331.0,6397.0,6490.0,6615.0,6730.0,6737.0,6845.0,6917.0,6992.0,6992.0,7054.0,7094.0,7150.0,7176.0,7235.0,7288.0,7287.0,7311.0,7342.0,7344.0
unmatched_applicants,7555.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6190.0,6203.0,6284.0,6360.0,6382.0,6533.0,6619.0,6699.0,6725.0,6807.0,6873.0,6970.0,6993.0,7062.0,7139.0,7137.0,7226.0,7201.0,7230.0,7285.0,7295.0,7360.0,7369.0
unmatched_applicants,7500.0,6201.0,6194.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6193.0,6190.0,6224.0,6238.0,6383.0,6362.0,6481.0,6602.0,6744.0,6695.0,6833.0,6890.0,6968.0,7005.0,7098.0,7149.0,7201.0,7181.0,7206.0,7221.0,7309.0,7335.0,7330.0,7347.0
unmatched_applicants,7548.0,6205.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6196.0,6202.0,6202.0,6272.0,6374.0,6389.0,6487.0,6622.0,6725.0,6746.0,6815.0,6880.0,6983.0,7026.0,7043.0,7093.0,7178.0,7203.0,7218.0,7238.0,7266.0,7327.0,7367.0,7339.0
unmatched_applicants,7550.0,6197.0,6195.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6211.0,6259.0,6386.0,6415.0,6516.0,6622.0,6744.0,6732.0,6784.0,6892.0,6972.0,7012.0,7080.0,7065.0,7128.0,7189.0,7223.0,7270.0,7276.0,7356.0,7312.0,7369.0
unmatched_applicants,7572.0,6201.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6196.0,6213.0,6298.0,6381.0,6358.0,6472.0,6584.0,6704.0,6718.0,6771.0,6895.0,6950.0,7030.0,7056.0,7119.0,7118.0,7185.0,7208.0,7268.0,7277.0,7300.0,7369.0,7372.0
unmatched_applicants,7553.0,6199.0,6191.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6195.0,6194.0,6206.0,6291.0,6379.0,6358.0,6472.0,6588.0,6717.0,6784.0,6815.0,6902.0,6964.0,7002.0,7071.0,7105.0,7133.0,7216.0,7211.0,7241.0,7261.0,7307.0,7313.0,7391.0
unmatched_applicants,7524.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6191.0,6205.0,6276.0,6383.0,6402.0,6507.0,6624.0,6734.0,6722.0,6832.0,6880.0,6977.0,7006.0,7046.0,7087.0,7138.0,7186.0,7217.0,7294.0,7257.0,7289.0,7357.0,7338.0
unmatched_applicants,7588.0,6198.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0,6191.0,6197.0,6206.0,6266.0,6356.0,6344.0,6503.0,6606.0,6740.0,6729.0,6826.0,6874.0,6958.0,7002.0,7045.0,7116.0,7147.0,7185.0,7207.0,7238.0,7249.0,7279.0,7308.0,7347.0
unfilled_spots,1352.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,90.0,169.0,146.0,304.0,442.0,508.0,576.0,656.0,715.0,768.0,828.0,880.0,904.0,956.0,963.0,1042.0,1118.0,1104.0,1088.0,1140.0,1166.0
unfilled_spots,1380.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,30.0,91.0,141.0,207.0,300.0,425.0,540.0,547.0,655.0,727.0,802.0,802.0,864.0,904.0,960.0,986.0,1045.0,1098.0,1097.0,1121.0,1152.0,1154.0
unfilled_spots,1365.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,94.0,170.0,192.0,343.0,429.0,509.0,535.0,617.0,683.0,780.0,803.0,872.0,949.0,947.0,1036.0,1011.0,1040.0,1095.0,1105.0,1170.0,1179.0
unfilled_spots,1310.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,48.0,193.0,172.0,291.0,412.0,554.0,505.0,643.0,700.0,778.0,815.0,908.0,959.0,1011.0,991.0,1016.0,1031.0,1119.0,1145.0,1140.0,1157.0
unfilled_spots,1358.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,12.0,82.0,184.0,199.0,297.0,432.0,535.0,556.0,625.0,690.0,793.0,836.0,853.0,903.0,988.0,1013.0,1028.0,1048.0,1076.0,1137.0,1177.0,1149.0
unfilled_spots,1360.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,69.0,196.0,225.0,326.0,432.0,554.0,542.0,594.0,702.0,782.0,822.0,890.0,875.0,938.0,999.0,1033.0,1080.0,1086.0,1166.0,1122.0,1179.0
