Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,7242.0,6200.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7248.0,6201.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7223.0,6196.0,6194.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7200.0,6200.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7219.0,6197.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7187.0,6199.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7227.0,6198.0,6193.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7224.0,6197.0,6191.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7201.0,6203.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unmatched_applicants,7245.0,6196.0,6190.0,6190.0,6190.0,6190.0,6190.0,6190.0
unfilled_spots,1052.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1058.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1033.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1010.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1029.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,997.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1037.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1034.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1011.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1055.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,664.679419525066,665.0435356200528,666.9379947229552,665.655672823219,665.2902374670184,665.5316622691292,662.4894459102902,659.9076517150396
reviews_per_program,667.4182058047494,666.2189973614776,665.4406332453826,667.8298153034301,670.1240105540898,665.4749340369393,666.2203166226913,656.2770448548813
reviews_per_program,670.7823218997362,665.7651715039577,663.3918205804749,662.1767810026386,665.6490765171504,669.9234828496042,670.0606860158312,659.3047493403694
reviews_per_program,669.410290237467,668.3047493403694,665.7150395778364,668.2176781002638,667.5633245382586,665.0290237467018,665.4261213720316,657.5699208443272
reviews_per_program,667.1662269129288,665.5290237467018,667.476253298153,665.5554089709763,666.2005277044855,666.509234828496,663.6846965699208,654.2744063324539
reviews_per_program,664.8944591029024,664.0567282321899,666.7612137203166,663.2229551451187,666.8390501319261,665.6187335092349,666.0910290237467,652.5290237467018
reviews_per_program,667.7467018469657,666.5778364116095,665.5382585751979,663.259894459103,666.0065963060686,668.5514511873351,665.6741424802111,655.7242744063325
reviews_per_program,665.5026385224274,665.0580474934037,666.6358839050132,665.7968337730871,666.7414248021108,666.4656992084433,667.1899736147757,654.7097625329816
reviews_per_program,668.4459102902375,667.4511873350923,665.8245382585752,665.2862796833773,663.7875989445911,665.844327176781,665.0290237467018,655.6187335092349
reviews_per_program,667.3034300791556,666.7915567282322,664.5474934036939,667.0712401055409,666.7058047493404,666.3746701846966,671.6767810026386,656.164907651715
