Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,1049.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1008.0,1017.0,1028.0,1016.0,1021.0,1019.0,1031.0
unmatched_applicants,1052.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1016.0,1011.0,1016.0,1008.0,1029.0,998.0,1030.0,1031.0,1038.0
unmatched_applicants,1064.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1001.0,998.0,999.0,998.0,998.0,1009.0,1019.0,1006.0,1017.0,1018.0,1033.0,1032.0,1039.0
unmatched_applicants,1072.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1000.0,1009.0,1001.0,1017.0,1005.0,1013.0,1026.0,1023.0,1047.0,1043.0
unmatched_applicants,1051.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1003.0,1013.0,1015.0,1025.0,1004.0,1012.0,1041.0,1025.0,1015.0,1026.0
unmatched_applicants,1048.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1005.0,1002.0,1020.0,1017.0,1010.0,1011.0,1018.0,1015.0,1024.0,1039.0,1024.0
unmatched_applicants,1065.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1008.0,998.0,1012.0,1011.0,1000.0,1011.0,1012.0,1021.0,1040.0,1043.0
unmatched_applicants,1058.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1010.0,998.0,1017.0,1011.0,1007.0,1011.0,1026.0,1022.0,1010.0,1045.0,1044.0
unmatched_applicants,1082.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1005.0,1010.0,1014.0,1020.0,1005.0,1013.0,1016.0,1023.0,1028.0,1027.0,1036.0
unmatched_applicants,1077.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1011.0,1000.0,1003.0,1020.0,1010.0,1016.0,1016.0,1048.0,1033.0,1032.0
