Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,4188.0,3520.0,3520.0,3520.0,3520.0,3522.0,3543.0,3569.0,3582.0,3612.0,3646.0,3662.0,3704.0,3718.0,3728.0,3748.0,3818.0,3824.0,3818.0,3830.0,3879.0,3914.0,3929.0,3921.0,4011.0,4003.0,3983.0,4005.0,4076.0,4082.0,4078.0
unmatched_applicants,4202.0,3520.0,3520.0,3520.0,3520.0,3523.0,3544.0,3585.0,3569.0,3616.0,3646.0,3668.0,3712.0,3721.0,3745.0,3746.0,3808.0,3808.0,3815.0,3808.0,3887.0,3918.0,3909.0,3926.0,3987.0,4016.0,4025.0,4016.0,4067.0,4085.0,4068.0
unmatched_applicants,4216.0,3520.0,3520.0,3520.0,3520.0,3520.0,3544.0,3579.0,3579.0,3611.0,3640.0,3671.0,3705.0,3727.0,3735.0,3748.0,3806.0,3825.0,3827.0,3827.0,3901.0,3924.0,3919.0,3897.0,4009.0,4013.0,4015.0,4023.0,4070.0,4080.0,4100.0
unmatched_applicants,4202.0,3520.0,3520.0,3520.0,3521.0,3526.0,3540.0,3570.0,3592.0,3636.0,3647.0,3664.0,3703.0,3716.0,3725.0,3738.0,3819.0,3806.0,3814.0,3824.0,3911.0,3930.0,3906.0,3913.0,4000.0,4017.0,4004.0,3987.0,4069.0,4078.0,4083.0
unmatched_applicants,4173.0,3520.0,3520.0,3520.0,3520.0,3520.0,3538.0,3584.0,3583.0,3604.0,3631.0,3669.0,3716.0,3724.0,3745.0,3752.0,3801.0,3817.0,3824.0,3823.0,3891.0,3909.0,3919.0,3900.0,3993.0,4000.0,4009.0,4034.0,4081.0,4062.0,4081.0
unmatched_applicants,4202.0,3520.0,3520.0,3520.0,3520.0,3520.0,3548.0,3581.0,3587.0,3625.0,3645.0,3677.0,3702.0,3709.0,3726.0,3736.0,3803.0,3817.0,3822.0,3826.0,3909.0,3925.0,3926.0,3916.0,4001.0,4016.0,4009.0,4037.0,4072.0,4089.0,4070.0
unmatched_applicants,4199.0,3520.0,3520.0,3520.0,3520.0,3522.0,3541.0,3578.0,3598.0,3615.0,3634.0,3667.0,3690.0,3713.0,3731.0,3739.0,3805.0,3805.0,3809.0,3818.0,3915.0,3913.0,3922.0,3912.0,3999.0,4000.0,4007.0,4017.0,4072.0,4065.0,4069.0
unmatched_applicants,4211.0,3520.0,3520.0,3520.0,3520.0,3529.0,3543.0,3572.0,3578.0,3611.0,3652.0,3666.0,3697.0,3707.0,3721.0,3731.0,3797.0,3812.0,3820.0,3830.0,3909.0,3911.0,3925.0,3908.0,3997.0,4003.0,4013.0,3990.0,4044.0,4047.0,4076.0
unmatched_applicants,4184.0,3520.0,3520.0,3520.0,3520.0,3520.0,3546.0,3567.0,3582.0,3620.0,3630.0,3666.0,3701.0,3713.0,3710.0,3732.0,3822.0,3818.0,3815.0,3823.0,3938.0,3927.0,3919.0,3926.0,3985.0,4033.0,4012.0,4009.0,4074.0,4052.0,4090.0
unmatched_applicants,4211.0,3520.0,3520.0,3520.0,3520.0,3520.0,3541.0,3579.0,3587.0,3615.0,3644.0,3665.0,3694.0,3717.0,3727.0,3728.0,3809.0,3806.0,3828.0,3821.0,3902.0,3908.0,3903.0,3928.0,3977.0,4024.0,3997.0,4010.0,4076.0,4053.0,4083.0
unfilled_spots,668.0,0.0,0.0,0.0,0.0,2.0,23.0,49.0,62.0,92.0,126.0,142.0,184.0,198.0,208.0,228.0,298.0,304.0,298.0,310.0,359.0,394.0,409.0,401.0,491.0,483.0,463.0,485.0,556.0,562.0,558.0
unfilled_spots,682.0,0.0,0.0,0.0,0.0,3.0,24.0,65.0,49.0,96.0,126.0,148.0,192.0,201.0,225.0,226.0,288.0,288.0,295.0,288.0,367.0,398.0,389.0,406.0,467.0,496.0,505.0,496.0,547.0,565.0,548.0
unfilled_spots,696.0,0.0,0.0,0.0,0.0,0.0,24.0,59.0,59.0,91.0,120.0,151.0,185.0,207.0,215.0,228.0,286.0,305.0,307.0,307.0,381.0,404.0,399.0,377.0,489.0,493.0,495.0,503.0,550.0,560.0,580.0
unfilled_spots,682.0,0.0,0.0,0.0,1.0,6.0,20.0,50.0,72.0,116.0,127.0,144.0,183.0,196.0,205.0,218.0,299.0,286.0,294.0,304.0,391.0,410.0,386.0,393.0,480.0,497.0,484.0,467.0,549.0,558.0,563.0
unfilled_spots,653.0,0.0,0.0,0.0,0.0,0.0,18.0,64.0,63.0,84.0,111.0,149.0,196.0,204.0,225.0,232.0,281.0,297.0,304.0,303.0,371.0,389.0,399.0,380.0,473.0,480.0,489.0,514.0,561.0,542.0,561.0
unfilled_spots,682.0,0.0,0.0,0.0,0.0,0.0,28.0,61.0,67.0,105.0,125.0,157.0,182.0,189.0,206.0,216.0,283.0,297.0,302.0,306.0,389.0,405.0,406.0,396.0,481.0,496.0,489.0,517.0,552.0,569.0,550.0
unfilled_spots,679.0,0.0,0.0,0.0,0.0,2.0,21.0,58.0,78.0,95.0,114.0,147.0,170.0,193.0,211.0,219.0,285.0,285.0,289.0,298.0,395.0,393.0,402.0,392.0,479.0,480.0,487.0,497.0,552.0,545.0,549.0
unfilled_spots,691.0,0.0,0.0,0.0,0.0,9.0,23.0,52.0,58.0,91.0,132.0,146.0,177.0,187.0,201.0,211.0,277.0,292.0,300.0,310.0,389.0,391.0,405.0,388.0,477.0,483.0,493.0,470.0,524.0,527.0,556.0
