Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,1196.0,981.0,985.0,981.0,981.0,981.0,981.0,981.0,986.0,988.0,997.0,1010.0,1020.0,1021.0,1039.0,1041.0,1052.0,1057.0,1068.0,1069.0,1095.0,1090.0,1089.0,1093.0,1114.0,1106.0
unmatched_applicants,1200.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,989.0,991.0,1007.0,1009.0,1010.0,1023.0,1039.0,1045.0,1060.0,1061.0,1060.0,1063.0,1086.0,1094.0,1102.0,1100.0,1117.0,1117.0
unmatched_applicants,1193.0,982.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,987.0,999.0,1015.0,1018.0,1029.0,1032.0,1045.0,1054.0,1071.0,1072.0,1070.0,1087.0,1076.0,1084.0,1099.0,1112.0,1122.0
unmatched_applicants,1190.0,981.0,981.0,981.0,981.0,981.0,984.0,983.0,981.0,995.0,991.0,1013.0,1016.0,1031.0,1046.0,1045.0,1055.0,1057.0,1064.0,1071.0,1087.0,1091.0,1094.0,1104.0,1110.0,1116.0
unmatched_applicants,1190.0,981.0,981.0,981.0,981.0,981.0,981.0,990.0,981.0,990.0,997.0,1017.0,1014.0,1027.0,1040.0,1041.0,1062.0,1058.0,1058.0,1073.0,1085.0,1090.0,1095.0,1094.0,1123.0,1113.0
unmatched_applicants,1199.0,981.0,981.0,981.0,981.0,981.0,981.0,984.0,985.0,991.0,1006.0,1019.0,1010.0,1023.0,1032.0,1040.0,1058.0,1065.0,1068.0,1063.0,1086.0,1098.0,1089.0,1096.0,1116.0,1108.0
unmatched_applicants,1187.0,981.0,981.0,981.0,981.0,981.0,981.0,986.0,983.0,987.0,1000.0,1013.0,1015.0,1031.0,1032.0,1048.0,1054.0,1060.0,1064.0,1067.0,1081.0,1098.0,1080.0,1095.0,1114.0,1117.0
unmatched_applicants,1181.0,982.0,981.0,981.0,981.0,981.0,981.0,982.0,986.0,989.0,1002.0,1017.0,1020.0,1023.0,1041.0,1048.0,1050.0,1066.0,1068.0,1074.0,1089.0,1101.0,1094.0,1099.0,1106.0,1111.0
unmatched_applicants,1186.0,981.0,981.0,981.0,981.0,981.0,984.0,985.0,993.0,994.0,996.0,1022.0,1014.0,1031.0,1041.0,1043.0,1063.0,1061.0,1064.0,1073.0,1093.0,1089.0,1097.0,1089.0,1119.0,1127.0
unmatched_applicants,1185.0,981.0,981.0,981.0,981.0,981.0,982.0,986.0,981.0,989.0,1007.0,1005.0,1012.0,1030.0,1031.0,1049.0,1057.0,1070.0,1064.0,1076.0,1081.0,1092.0,1100.0,1102.0,1122.0,1132.0
unfilled_spots,215.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,16.0,29.0,39.0,40.0,58.0,60.0,71.0,76.0,87.0,88.0,114.0,109.0,108.0,112.0,133.0,125.0
unfilled_spots,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,26.0,28.0,29.0,42.0,58.0,64.0,79.0,80.0,79.0,82.0,105.0,113.0,121.0,119.0,136.0,136.0
unfilled_spots,212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,34.0,37.0,48.0,51.0,64.0,73.0,90.0,91.0,89.0,106.0,95.0,103.0,118.0,131.0,141.0
unfilled_spots,209.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,14.0,10.0,32.0,35.0,50.0,65.0,64.0,74.0,76.0,83.0,90.0,106.0,110.0,113.0,123.0,129.0,135.0
unfilled_spots,209.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,16.0,36.0,33.0,46.0,59.0,60.0,81.0,77.0,77.0,92.0,104.0,109.0,114.0,113.0,142.0,132.0
unfilled_spots,218.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,25.0,38.0,29.0,42.0,51.0,59.0,77.0,84.0,87.0,82.0,105.0,117.0,108.0,115.0,135.0,127.0
unfilled_spots,206.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,19.0,32.0,34.0,50.0,51.0,67.0,73.0,79.0,83.0,86.0,100.0,117.0,99.0,114.0,133.0,136.0
unfilled_spots,200.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,21.0,36.0,39.0,42.0,60.0,67.0,69.0,85.0,87.0,93.0,108.0,120.0,113.0,118.0,125.0,130.0
unfilled_spots,205.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,13.0,15.0,41.0,33.0,50.0,60.0,62.0,82.0,80.0,83.0,92.0,112.0,108.0,116.0,108.0,138.0,146.0
unfilled_spots,204.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,26.0,24.0,31.0,49.0,50.0,68.0,76.0,89.0,83.0,95.0,100.0,111.0,119.0,121.0,141.0,151.0
reviews_per_program,329.15723270440253,328.45283018867923,330.3647798742138,209.0503144654088,63.41509433962264,55.84905660377358,67.01886792452831,78.18238993710692,89.34591194968553,100.50943396226415,111.55974842767296,122.60377358490567,133.52830188679246,144.44654088050314,155.34591194968553,166.11320754716982,176.16352201257862,186.45283018867926,196.42138364779873,206.0440251572327,214.67295597484278,224.0251572327044,232.1320754716981,241.65408805031447,249.03773584905662,256.1383647798742
reviews_per_program,328.8930817610063,328.9559748427673,332.1320754716981,209.72327044025158,59.59748427672956,55.84905660377358,67.01886792452831,78.18867924528301,89.31446540880503,100.45283018867924,111.55345911949685,122.71069182389937,133.61635220125785,144.53459119496856,155.29559748427673,165.75471698113208,176.50943396226415,186.77987421383648,196.31446540880503,206.35849056603774,215.73584905660377,224.31446540880503,232.65408805031447,241.06289308176102,248.16981132075472,253.55974842767296
reviews_per_program,332.6981132075472,328.1446540880503,322.0691823899371,205.40880503144655,63.23899371069182,55.84905660377358,67.01886792452831,78.18867924528301,89.30817610062893,100.47798742138365,111.54088050314465,122.61635220125787,133.49056603773585,144.71069182389937,155.25786163522014,165.57232704402514,176.1572327044025,186.22012578616352,196.71069182389937,205.70440251572327,214.0,223.71698113207546,233.35849056603774,241.39622641509433,248.1572327044025,257.1635220125786
reviews_per_program,331.50314465408803,331.7861635220126,330.1446540880503,210.9748427672956,62.301886792452834,55.84905660377358,67.01886792452831,78.18867924528301,89.35220125786164,100.47169811320755,111.54088050314465,122.77358490566037,133.58490566037736,144.42767295597486,155.30188679245282,165.55345911949686,176.38993710691824,186.19496855345912,196.74842767295598,206.1572327044025,215.59119496855345,224.35220125786162,232.9182389937107,241.9496855345912,249.1069182389937,256.79245283018867
reviews_per_program,331.7169811320755,332.1949685534591,324.12578616352204,215.0188679245283,57.320754716981135,57.59119496855346,67.01886792452831,78.17610062893081,89.33333333333333,100.45283018867924,111.62893081761007,122.55345911949685,133.53459119496856,144.42138364779873,155.0566037735849,165.9496855345912,176.1823899371069,185.76100628930817,196.29559748427673,206.34591194968553,214.26415094339623,223.37106918238993,232.77987421383648,240.47798742138366,247.96226415094338,257.55974842767296
reviews_per_program,329.748427672956,330.1069182389937,321.1635220125786,196.54088050314465,63.15094339622642,55.84905660377358,67.01886792452831,78.18238993710692,89.33962264150944,100.45283018867924,111.61006289308176,122.68553459119497,133.52830188679246,144.49056603773585,155.11320754716982,165.71698113207546,176.874213836478,186.71069182389937,196.41509433962264,205.9433962264151,214.62893081761007,224.0188679245283,232.1069182389937,240.38364779874215,248.0440251572327,256.6163522012579
reviews_per_program,332.39622641509436,332.29559748427675,321.7672955974843,204.57861635220127,53.911949685534594,55.84905660377358,67.01886792452831,78.18238993710692,89.33333333333333,100.49056603773585,111.67295597484276,122.66037735849056,133.35849056603774,144.52201257861634,155.16981132075472,165.40880503144655,176.43396226415095,186.40251572327045,196.0188679245283,206.36477987421384,214.83018867924528,224.44654088050314,230.9308176100629,241.54716981132074,247.40880503144655,255.75471698113208
reviews_per_program,326.9874213836478,330.0880503144654,324.39622641509436,199.88679245283018,59.075471698113205,55.84905660377358,67.00628930817611,78.17610062893081,89.33333333333333,100.43396226415095,111.55974842767296,122.71069182389937,133.53459119496856,144.55974842767296,155.27672955974842,165.37735849056602,176.46540880503144,186.0503144654088,196.58490566037736,206.20754716981133,215.62264150943398,224.34591194968553,231.49056603773585,240.0754716981132,248.20754716981133,253.8238993710692
reviews_per_program,328.6666666666667,335.9119496855346,333.2012578616352,199.27044025157232,60.65408805031446,55.84905660377358,67.01886792452831,78.17610062893081,89.33333333333333,100.44025157232704,111.57232704402516,122.60377358490567,133.66666666666666,144.54716981132074,154.8176100628931,165.71698113207546,176.0188679245283,185.88679245283018,195.69182389937106,206.57861635220127,215.40251572327045,224.44025157232704,233.72955974842768,239.86163522012578,248.69182389937106,255.9182389937107
reviews_per_program,327.9308176100629,328.1006289308176,320.7798742138365,210.28930817610063,57.55345911949686,55.84905660377358,67.01886792452831,78.17610062893081,89.33962264150944,100.47169811320755,111.57232704402516,122.63522012578616,133.72955974842768,144.55974842767296,155.60377358490567,165.76729559748426,176.1761006289308,185.9559748427673,196.50314465408806,206.51572327044025,214.91194968553458,223.1572327044025,234.11949685534591,241.28930817610063,248.53459119496856,255.0943396226415
pct_interview_given_signal,0.0,1.0,1.0,0.9485735735735735,0.7791385135135135,0.6266891891891891,0.522240990990991,0.44767114471884806,0.39173588624524847,0.34822601839684625,0.31373322809786897,0.28547245306248076,0.26211671612265086,0.24230417555623285,0.22530364372469636,0.21069968196274422,0.19867904319885754,0.1877150374418134,0.17818833850981397,0.16986660968834896,0.1630387015498198,0.15623245367770916,0.15077623343899862,0.14483512479504462,0.14054095007197515,0.13664489515297354
pct_interview_given_signal,0.0,1.0,0.9997184684684685,0.9480105105105106,0.7781531531531531,0.6266891891891891,0.522240990990991,0.44763513513513514,0.3918738117034012,0.3484222389181067,0.31375091616395107,0.2852237199528471,0.26194398682042835,0.2421565641181846,0.2253766402073546,0.21115537848605578,0.1982896846606093,0.18738635598356793,0.17828538476324726,0.16960775349730273,0.16223543816687075,0.15603095384960466,0.15043793252595156,0.14519032586292363,0.1410324640766365,0.13803452723484472
pct_interview_given_signal,0.0,1.0,0.9985923423423423,0.9543918918918919,0.7774493243243243,0.6266891891891891,0.522240990990991,0.44763513513513514,0.3919014084507042,0.34833500250375565,0.3137862982802368,0.2854431678292983,0.26219081272084804,0.24186188013386067,0.22543141861784008,0.2113879814631923,0.19868613659895035,0.18794960991590395,0.1779262717012501,0.17014706331977864,0.16355140186915887,0.1564476680441933,0.14998382923673997,0.14498983898702517,0.14103961274298604,0.1361001736408325
pct_interview_given_signal,0.0,1.0,0.9985923423423423,0.954954954954955,0.7804054054054054,0.6266891891891891,0.522240990990991,0.44763513513513514,0.39170831280354756,0.3483568075117371,0.3137862982802368,0.285077608729061,0.2620056497175141,0.24233582999477443,0.2253675130603815,0.2114120730919728,0.1984240176852314,0.18797500422225977,0.177892145893936,0.16977333048598187,0.16234429242393303,0.15600470957613816,0.15026732192039746,0.14465817520145569,0.14050191880428195,0.13629684055841293
pct_interview_given_signal,0.0,1.0,0.9997184684684685,0.9472597597597597,0.7808277027027027,0.6265765765765766,0.522240990990991,0.4477071600965406,0.3917910447761194,0.3484222389181067,0.3135387909177982,0.2855896541106435,0.2621043707611153,0.24234638331228497,0.22572402044293016,0.21090729932539984,0.198657766037197,0.18841413867822318,0.17830252154689052,0.16961809259654362,0.163349771046143,0.15668994256109922,0.1503566410893764,0.14554346688984204,0.14115050981585756,0.1358907989841766
pct_interview_given_signal,0.0,1.0,0.9997184684684685,0.9641516516516516,0.7797015765765766,0.6266891891891891,0.522240990990991,0.44767114471884806,0.3917634635691658,0.3484222389181067,0.3135917953341598,0.28528220638745067,0.26211671612265086,0.24223034734917734,0.22564164943437537,0.21120346123192532,0.19788073818582655,0.18745578872907334,0.1781940441882805,0.16994961062757674,0.16307214440602474,0.1562368398888234,0.15079257553177075,0.14560058606525209,0.14110398336671823,0.13639037302093035
pct_interview_given_signal,0.0,1.0,0.9974662162162162,0.9570195195195195,0.7813907657657657,0.6266891891891891,0.522240990990991,0.44767114471884806,0.3917910447761194,0.3482914006759294,0.3134151835999099,0.28534071681279805,0.26245048104131297,0.24217764045432785,0.22555933852140078,0.21159695817490495,0.19837450540049192,0.1877657061880019,0.17855424006160361,0.16960258442033402,0.16291937467064815,0.1559391375010508,0.15156054251320877,0.14489923449461023,0.14146626671411866,0.1368498708963482
pct_interview_given_signal,0.0,1.0,0.9997184684684685,0.9547672672672672,0.7787162162162162,0.6266891891891891,0.5223390275952694,0.4477071600965406,0.3917910447761194,0.348487694908886,0.31373322809786897,0.2852237199528471,0.2621043707611153,0.24211442244942355,0.22540402608449106,0.2116371933827724,0.19833915460831136,0.1881211547562707,0.17804011901334102,0.1697319059383292,0.16232061603080153,0.15600908300860644,0.15119406634607546,0.1457874882112543,0.1410110224249335,0.13789087665394717
pct_interview_given_signal,0.0,1.0,1.0,0.9573948948948949,0.7792792792792793,0.6266891891891891,0.522240990990991,0.4477071600965406,0.3917910447761194,0.3484658735128366,0.3136978579481398,0.28547245306248076,0.26184538653366585,0.24213549145020233,0.2260724731881703,0.21120346123192532,0.19884231964840818,0.18828664230613074,0.17885264341957255,0.16942702307739146,0.1624864959560863,0.15594350725774814,0.14974571482388396,0.14591745765378364,0.1407364321480957,0.1367624290383623
pct_interview_given_signal,0.0,1.0,1.0,0.9528903903903904,0.7805461711711712,0.6266891891891891,0.522240990990991,0.4477071600965406,0.3917634635691658,0.3483568075117371,0.3136978579481398,0.2853992512436535,0.26172224051168697,0.24211442244942355,0.22493027767673093,0.21113935576886594,0.19866485791803512,0.1882165928230798,0.1781141979260018,0.1694786210257035,0.16285739369640923,0.15684008793190915,0.14949630624580254,0.14505408575524567,0.14082546752030772,0.1372041420118343
pct_interview_given_nosignal,0.10633216141852644,0.0751070409134158,0.040848214285714286,0.010870258886596184,0.000650110518788194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.10641756224423451,0.07498812539582014,0.040652375761979734,0.010913878036351283,0.000806979280261723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.10520047637951568,0.07518006309649002,0.04180996975096341,0.010352190135225484,0.0009109245884572841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.1055796922726669,0.07432617992075012,0.0409896002599935,0.010112573936271704,0.0004625754438521521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.10551163187531995,0.07423153027839273,0.04119367572763903,0.010908478288337615,0.0003993167247154868,2.346041055718475e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
