Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,433.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,401.0,397.0,405.0,400.0,401.0,405.0,410.0,411.0,410.0,411.0,423.0,419.0,423.0,422.0,422.0,414.0,424.0,430.0,426.0
unmatched_applicants,429.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,403.0,399.0,402.0,401.0,408.0,408.0,405.0,416.0,410.0,417.0,416.0,414.0,418.0,417.0,423.0,417.0,420.0
unmatched_applicants,431.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,398.0,404.0,402.0,407.0,409.0,406.0,404.0,407.0,411.0,406.0,414.0,413.0,413.0,413.0,416.0,415.0,423.0,423.0
unmatched_applicants,418.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,402.0,401.0,399.0,400.0,403.0,405.0,404.0,411.0,411.0,417.0,406.0,415.0,419.0,423.0,417.0,422.0,425.0,416.0
unmatched_applicants,427.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,399.0,397.0,396.0,396.0,404.0,404.0,403.0,402.0,397.0,405.0,414.0,405.0,415.0,409.0,417.0,420.0,421.0,418.0,417.0,426.0,422.0
unmatched_applicants,431.0,398.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,396.0,399.0,402.0,404.0,402.0,413.0,409.0,411.0,411.0,417.0,413.0,415.0,418.0,416.0,417.0,419.0,422.0,420.0
unmatched_applicants,429.0,398.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,396.0,399.0,398.0,400.0,401.0,403.0,405.0,410.0,406.0,408.0,408.0,405.0,415.0,411.0,416.0,419.0,426.0,418.0,419.0,417.0,418.0
unmatched_applicants,428.0,396.0,397.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,406.0,398.0,400.0,406.0,407.0,406.0,408.0,417.0,415.0,412.0,414.0,413.0,417.0,423.0,416.0,413.0,421.0
unmatched_applicants,431.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,396.0,398.0,399.0,400.0,400.0,406.0,410.0,404.0,408.0,412.0,415.0,407.0,415.0,415.0,423.0,414.0,419.0,420.0,419.0
unmatched_applicants,429.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,396.0,401.0,396.0,402.0,405.0,408.0,411.0,408.0,410.0,412.0,416.0,413.0,415.0,426.0,413.0,425.0,427.0,423.0
unfilled_spots,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,9.0,4.0,5.0,9.0,14.0,15.0,14.0,15.0,27.0,23.0,27.0,26.0,26.0,18.0,28.0,34.0,30.0
unfilled_spots,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,6.0,5.0,12.0,12.0,9.0,20.0,14.0,21.0,20.0,18.0,22.0,21.0,27.0,21.0,24.0
unfilled_spots,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,11.0,13.0,10.0,8.0,11.0,15.0,10.0,18.0,17.0,17.0,17.0,20.0,19.0,27.0,27.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,4.0,7.0,9.0,8.0,15.0,15.0,21.0,10.0,19.0,23.0,27.0,21.0,26.0,29.0,20.0
