Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,1476.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1219.0,1218.0,1225.0,1243.0,1246.0,1269.0,1287.0,1303.0,1326.0,1326.0,1343.0
unmatched_applicants,1492.0,1214.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1213.0,1212.0,1214.0,1225.0,1250.0,1270.0,1257.0,1295.0,1308.0,1321.0,1349.0,1344.0
unmatched_applicants,1493.0,1214.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1218.0,1223.0,1227.0,1241.0,1258.0,1276.0,1282.0,1303.0,1325.0,1334.0,1351.0
unmatched_applicants,1484.0,1215.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1215.0,1243.0,1247.0,1259.0,1278.0,1293.0,1310.0,1321.0,1314.0,1343.0
unmatched_applicants,1493.0,1214.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1218.0,1217.0,1243.0,1257.0,1268.0,1270.0,1283.0,1311.0,1318.0,1319.0,1348.0
unmatched_applicants,1469.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1222.0,1221.0,1220.0,1239.0,1266.0,1270.0,1306.0,1294.0,1311.0,1331.0,1344.0
unmatched_applicants,1505.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1232.0,1240.0,1274.0,1279.0,1267.0,1291.0,1331.0,1316.0,1341.0
unmatched_applicants,1458.0,1218.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1219.0,1214.0,1238.0,1243.0,1276.0,1270.0,1287.0,1304.0,1325.0,1336.0,1343.0
unmatched_applicants,1472.0,1215.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1219.0,1219.0,1228.0,1239.0,1264.0,1279.0,1288.0,1295.0,1323.0,1329.0,1328.0
unmatched_applicants,1488.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1216.0,1225.0,1234.0,1259.0,1259.0,1280.0,1292.0,1316.0,1327.0,1324.0,1358.0
