Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,944.0,601.0,579.0,578.0,564.0,564.0,564.0,566.0,584.0,597.0,616.0,639.0,649.0,666.0,682.0,713.0,730.0,756.0,751.0,765.0,785.0,773.0,803.0,801.0,853.0
unmatched_applicants,946.0,592.0,582.0,570.0,564.0,564.0,564.0,575.0,571.0,575.0,617.0,639.0,653.0,664.0,683.0,713.0,736.0,735.0,761.0,761.0,782.0,793.0,801.0,794.0,837.0
unmatched_applicants,969.0,595.0,583.0,568.0,565.0,564.0,569.0,581.0,567.0,586.0,613.0,640.0,647.0,656.0,692.0,705.0,736.0,735.0,756.0,755.0,783.0,805.0,791.0,805.0,836.0
unmatched_applicants,932.0,603.0,580.0,576.0,564.0,564.0,565.0,569.0,576.0,582.0,623.0,642.0,658.0,658.0,694.0,697.0,732.0,750.0,744.0,752.0,794.0,792.0,793.0,796.0,854.0
unmatched_applicants,956.0,594.0,575.0,573.0,564.0,564.0,566.0,571.0,569.0,592.0,613.0,636.0,651.0,669.0,685.0,705.0,738.0,733.0,747.0,763.0,778.0,792.0,800.0,788.0,835.0
unmatched_applicants,956.0,600.0,580.0,577.0,564.0,564.0,564.0,572.0,565.0,587.0,613.0,627.0,641.0,655.0,691.0,702.0,738.0,739.0,754.0,755.0,778.0,799.0,809.0,791.0,844.0
unmatched_applicants,949.0,595.0,581.0,573.0,564.0,564.0,564.0,570.0,569.0,586.0,620.0,634.0,647.0,671.0,680.0,706.0,718.0,742.0,750.0,750.0,791.0,793.0,799.0,806.0,826.0
unmatched_applicants,969.0,591.0,580.0,569.0,564.0,564.0,564.0,572.0,573.0,590.0,607.0,646.0,645.0,677.0,691.0,708.0,736.0,736.0,760.0,747.0,805.0,775.0,790.0,786.0,825.0
unmatched_applicants,966.0,590.0,570.0,576.0,564.0,564.0,565.0,575.0,578.0,587.0,621.0,636.0,648.0,671.0,690.0,698.0,726.0,739.0,759.0,752.0,786.0,794.0,793.0,803.0,828.0
unmatched_applicants,965.0,601.0,587.0,573.0,564.0,564.0,564.0,573.0,573.0,582.0,613.0,631.0,650.0,669.0,680.0,702.0,736.0,738.0,754.0,737.0,796.0,788.0,792.0,792.0,830.0
unfilled_spots,380.0,37.0,15.0,14.0,0.0,0.0,0.0,2.0,20.0,33.0,52.0,75.0,85.0,102.0,118.0,149.0,166.0,192.0,187.0,201.0,221.0,209.0,239.0,237.0,289.0
unfilled_spots,382.0,28.0,18.0,6.0,0.0,0.0,0.0,11.0,7.0,11.0,53.0,75.0,89.0,100.0,119.0,149.0,172.0,171.0,197.0,197.0,218.0,229.0,237.0,230.0,273.0
unfilled_spots,405.0,31.0,19.0,4.0,1.0,0.0,5.0,17.0,3.0,22.0,49.0,76.0,83.0,92.0,128.0,141.0,172.0,171.0,192.0,191.0,219.0,241.0,227.0,241.0,272.0
unfilled_spots,368.0,39.0,16.0,12.0,0.0,0.0,1.0,5.0,12.0,18.0,59.0,78.0,94.0,94.0,130.0,133.0,168.0,186.0,180.0,188.0,230.0,228.0,229.0,232.0,290.0
unfilled_spots,392.0,30.0,11.0,9.0,0.0,0.0,2.0,7.0,5.0,28.0,49.0,72.0,87.0,105.0,121.0,141.0,174.0,169.0,183.0,199.0,214.0,228.0,236.0,224.0,271.0
unfilled_spots,392.0,36.0,16.0,13.0,0.0,0.0,0.0,8.0,1.0,23.0,49.0,63.0,77.0,91.0,127.0,138.0,174.0,175.0,190.0,191.0,214.0,235.0,245.0,227.0,280.0
unfilled_spots,385.0,31.0,17.0,9.0,0.0,0.0,0.0,6.0,5.0,22.0,56.0,70.0,83.0,107.0,116.0,142.0,154.0,178.0,186.0,186.0,227.0,229.0,235.0,242.0,262.0
unfilled_spots,405.0,27.0,16.0,5.0,0.0,0.0,0.0,8.0,9.0,26.0,43.0,82.0,81.0,113.0,127.0,144.0,172.0,172.0,196.0,183.0,241.0,211.0,226.0,222.0,261.0
unfilled_spots,402.0,26.0,6.0,12.0,0.0,0.0,1.0,11.0,14.0,23.0,57.0,72.0,84.0,107.0,126.0,134.0,162.0,175.0,195.0,188.0,222.0,230.0,229.0,239.0,264.0
unfilled_spots,401.0,37.0,23.0,9.0,0.0,0.0,0.0,9.0,9.0,18.0,49.0,67.0,86.0,105.0,116.0,138.0,172.0,174.0,190.0,173.0,232.0,224.0,228.0,228.0,266.0
