Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,148.0,103.0,91.0,92.0,91.0,91.0,92.0,91.0,92.0,94.0,94.0,94.0,94.0,97.0,101.0,100.0,106.0
unmatched_applicants,150.0,98.0,93.0,92.0,91.0,91.0,91.0,91.0,91.0,92.0,97.0,96.0,94.0,99.0,103.0,103.0,104.0
unmatched_applicants,143.0,94.0,97.0,91.0,91.0,91.0,91.0,91.0,94.0,92.0,98.0,94.0,98.0,102.0,104.0,105.0,105.0
unmatched_applicants,145.0,98.0,92.0,93.0,91.0,91.0,91.0,91.0,94.0,91.0,96.0,95.0,97.0,98.0,102.0,103.0,105.0
unmatched_applicants,148.0,93.0,94.0,93.0,91.0,91.0,91.0,91.0,94.0,95.0,96.0,98.0,101.0,98.0,98.0,102.0,103.0
unmatched_applicants,156.0,94.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,93.0,95.0,93.0,97.0,99.0,103.0,102.0,105.0
unmatched_applicants,150.0,95.0,96.0,92.0,91.0,91.0,91.0,91.0,92.0,93.0,98.0,98.0,99.0,100.0,101.0,103.0,105.0
unmatched_applicants,148.0,94.0,92.0,93.0,91.0,91.0,91.0,91.0,92.0,93.0,92.0,97.0,95.0,97.0,99.0,101.0,104.0
unmatched_applicants,152.0,98.0,95.0,93.0,91.0,91.0,91.0,93.0,92.0,93.0,96.0,100.0,97.0,99.0,104.0,101.0,105.0
unmatched_applicants,149.0,98.0,92.0,92.0,91.0,91.0,92.0,91.0,92.0,96.0,93.0,95.0,96.0,103.0,102.0,106.0,108.0
unfilled_spots,57.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,10.0,9.0,15.0
unfilled_spots,59.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.0,8.0,12.0,12.0,13.0
unfilled_spots,52.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,3.0,7.0,11.0,13.0,14.0,14.0
unfilled_spots,54.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,6.0,7.0,11.0,12.0,14.0
unfilled_spots,57.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,7.0,10.0,7.0,7.0,11.0,12.0
unfilled_spots,65.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,6.0,8.0,12.0,11.0,14.0
unfilled_spots,59.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,8.0,9.0,10.0,12.0,14.0
unfilled_spots,57.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,6.0,8.0,10.0,13.0
unfilled_spots,61.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,9.0,6.0,8.0,13.0,10.0,14.0
unfilled_spots,58.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,4.0,5.0,12.0,11.0,15.0,17.0
reviews_per_program,113.34615384615384,108.1923076923077,106.11538461538461,106.64102564102564,89.02564102564102,76.2051282051282,51.46153846153846,41.37179487179487,35.19230769230769,35.14102564102564,36.666666666666664,40.166666666666664,43.782051282051285,47.34615384615385,51.0,54.38461538461539,57.743589743589745
reviews_per_program,109.71794871794872,110.33333333333333,111.34615384615384,106.34615384615384,89.24358974358974,65.78205128205128,55.833333333333336,40.256410256410255,33.37179487179487,34.19230769230769,36.65384615384615,40.256410256410255,43.87179487179487,47.46153846153846,50.88461538461539,54.38461538461539,58.06410256410256
reviews_per_program,104.84615384615384,103.1923076923077,110.23076923076923,107.2051282051282,91.62820512820512,67.15384615384616,56.743589743589745,41.51282051282051,37.794871794871796,33.87179487179487,36.64102564102564,40.32051282051282,43.80769230769231,47.53846153846154,51.02564102564103,54.43589743589744,58.07692307692308
reviews_per_program,105.53846153846153,108.24358974358974,108.28205128205128,102.3076923076923,92.82051282051282,72.96153846153847,50.3974358974359,40.5,33.47435897435897,32.98717948717949,36.64102564102564,40.30769230769231,43.80769230769231,47.56410256410256,50.94871794871795,54.67948717948718,57.833333333333336
reviews_per_program,106.87179487179488,108.56410256410257,106.7948717948718,102.6025641025641,94.03846153846153,68.1923076923077,51.3974358974359,39.34615384615385,35.94871794871795,34.61538461538461,36.65384615384615,40.243589743589745,43.82051282051282,47.333333333333336,51.19230769230769,54.166666666666664,57.58974358974359
reviews_per_program,105.75641025641026,112.17948717948718,105.16666666666667,104.05128205128206,90.8974358974359,71.51282051282051,48.88461538461539,40.64102564102564,32.85897435897436,32.91025641025641,37.91025641025641,40.282051282051285,43.88461538461539,47.333333333333336,51.03846153846154,54.56410256410256,57.666666666666664
reviews_per_program,107.83333333333333,105.66666666666667,107.67948717948718,106.05128205128206,90.17948717948718,67.57692307692308,56.92307692307692,41.46153846153846,35.05128205128205,35.08974358974359,36.65384615384615,40.256410256410255,43.782051282051285,47.333333333333336,50.67948717948718,54.44871794871795,57.94871794871795
