Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,610.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,568.0,566.0,574.0,581.0,587.0,597.0,599.0
unmatched_applicants,600.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,570.0,578.0,577.0,593.0,592.0,600.0
unmatched_applicants,612.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,562.0,570.0,574.0,586.0,590.0,594.0,599.0
unmatched_applicants,613.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,570.0,577.0,586.0,582.0,595.0,595.0
unmatched_applicants,602.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,569.0,577.0,586.0,589.0,589.0,597.0
unmatched_applicants,613.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,570.0,575.0,581.0,588.0,592.0,589.0
unmatched_applicants,612.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,571.0,571.0,583.0,583.0,594.0,595.0
unmatched_applicants,610.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,575.0,583.0,583.0,596.0,597.0
unmatched_applicants,612.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,573.0,576.0,580.0,590.0,595.0,592.0
unmatched_applicants,613.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,566.0,570.0,573.0,583.0,589.0,599.0,591.0
unfilled_spots,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,12.0,19.0,25.0,35.0,37.0
unfilled_spots,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,16.0,15.0,31.0,30.0,38.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,24.0,28.0,32.0,37.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,24.0,20.0,33.0,33.0
unfilled_spots,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,24.0,27.0,27.0,35.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,13.0,19.0,26.0,30.0,27.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,9.0,21.0,21.0,32.0,33.0
unfilled_spots,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,21.0,21.0,34.0,35.0
unfilled_spots,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,14.0,18.0,28.0,33.0,30.0
unfilled_spots,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,11.0,21.0,27.0,37.0,29.0
reviews_per_program,423.3818181818182,414.6909090909091,410.96363636363634,398.6545454545454,133.87272727272727,71.0909090909091,85.30909090909091,99.50909090909092,113.72727272727273,127.94545454545455,142.1090909090909,156.23636363636365,170.03636363636363,183.5090909090909,197.25454545454545,210.4181818181818,225.1818181818182,237.1818181818182,250.29090909090908,261.1818181818182,273.8909090909091,284.3636363636364,295.8545454545455,303.1818181818182,315.0181818181818,326.3818181818182,335.3454545454546
reviews_per_program,418.6181818181818,405.8363636363636,416.09090909090907,402.74545454545455,170.05454545454546,71.0909090909091,85.30909090909091,99.52727272727273,113.65454545454546,127.89090909090909,142.01818181818183,155.96363636363637,169.96363636363637,183.9090909090909,197.70909090909092,210.21818181818182,223.8181818181818,237.85454545454544,249.78181818181818,262.0,274.09090909090907,285.74545454545455,297.41818181818184,306.05454545454546,317.05454545454546,324.8181818181818,335.74545454545455
reviews_per_program,421.25454545454545,421.6545454545454,418.6545454545454,404.2909090909091,133.8909090909091,71.0909090909091,85.2909090909091,99.52727272727273,113.74545454545455,127.92727272727272,142.0909090909091,156.2,169.8909090909091,183.56363636363636,197.56363636363636,211.16363636363636,224.3090909090909,236.34545454545454,249.6909090909091,261.8,273.0,286.25454545454545,298.0,305.94545454545454,317.6545454545454,324.09090909090907,335.9818181818182
reviews_per_program,418.4,411.76363636363635,418.27272727272725,384.03636363636366,116.87272727272727,71.0909090909091,85.30909090909091,99.52727272727273,113.67272727272727,127.89090909090909,141.70909090909092,155.98181818181817,170.1090909090909,183.8909090909091,197.70909090909092,211.5818181818182,223.23636363636365,237.5090909090909,249.94545454545454,262.58181818181816,273.41818181818184,287.27272727272725,296.1818181818182,305.74545454545455,317.0,324.3454545454546,332.6545454545454
reviews_per_program,423.72727272727275,418.3090909090909,408.8181818181818,391.9818181818182,166.14545454545456,79.41818181818182,85.30909090909091,99.52727272727273,113.72727272727273,127.96363636363637,142.1090909090909,156.1818181818182,170.21818181818182,183.8,197.8,210.21818181818182,225.63636363636363,238.05454545454546,249.5090909090909,263.9818181818182,274.8909090909091,286.6909090909091,294.5090909090909,306.1090909090909,317.8545454545455,326.6,330.1272727272727
reviews_per_program,411.3818181818182,416.56363636363636,410.5090909090909,402.41818181818184,142.01818181818183,76.2909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.85454545454546,141.92727272727274,156.07272727272726,170.3272727272727,184.1090909090909,196.52727272727273,211.27272727272728,224.85454545454544,236.61818181818182,250.01818181818183,263.94545454545454,274.27272727272725,287.07272727272726,297.8,302.45454545454544,317.8727272727273,324.72727272727275,332.3818181818182
