Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,111.0,73.0,73.0,73.0,70.0,70.0,71.0,73.0,72.0,75.0,73.0,76.0,78.0,77.0,78.0,82.0,86.0,81.0,83.0,87.0,89.0,88.0
unmatched_applicants,104.0,76.0,70.0,70.0,71.0,70.0,70.0,74.0,72.0,74.0,73.0,74.0,80.0,79.0,78.0,79.0,80.0,85.0,85.0,83.0,89.0,88.0
unmatched_applicants,108.0,76.0,70.0,72.0,70.0,71.0,71.0,71.0,73.0,76.0,76.0,76.0,78.0,79.0,81.0,82.0,81.0,83.0,87.0,84.0,85.0,86.0
unmatched_applicants,110.0,76.0,71.0,72.0,71.0,71.0,70.0,71.0,76.0,74.0,74.0,76.0,81.0,80.0,79.0,81.0,83.0,85.0,84.0,84.0,88.0,91.0
unmatched_applicants,106.0,71.0,72.0,71.0,70.0,70.0,72.0,74.0,70.0,72.0,75.0,75.0,79.0,77.0,79.0,81.0,84.0,82.0,83.0,84.0,87.0,92.0
unmatched_applicants,105.0,73.0,74.0,71.0,70.0,71.0,73.0,72.0,75.0,75.0,75.0,75.0,78.0,79.0,79.0,79.0,84.0,83.0,84.0,86.0,90.0,90.0
unmatched_applicants,112.0,73.0,72.0,71.0,72.0,72.0,71.0,71.0,71.0,73.0,75.0,76.0,80.0,80.0,80.0,82.0,82.0,84.0,85.0,87.0,86.0,94.0
unmatched_applicants,105.0,72.0,73.0,71.0,71.0,70.0,72.0,71.0,74.0,76.0,77.0,76.0,77.0,83.0,78.0,77.0,83.0,83.0,85.0,87.0,90.0,91.0
unmatched_applicants,104.0,78.0,71.0,72.0,70.0,71.0,73.0,72.0,72.0,75.0,74.0,77.0,81.0,77.0,78.0,85.0,86.0,86.0,87.0,88.0,86.0,87.0
unmatched_applicants,117.0,75.0,71.0,73.0,70.0,70.0,71.0,71.0,74.0,74.0,75.0,77.0,77.0,77.0,79.0,81.0,84.0,86.0,84.0,86.0,89.0,88.0
unfilled_spots,41.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,6.0,8.0,7.0,8.0,12.0,16.0,11.0,13.0,17.0,19.0,18.0
unfilled_spots,34.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,3.0,4.0,10.0,9.0,8.0,9.0,10.0,15.0,15.0,13.0,19.0,18.0
