Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,598.0,406.0,400.0,397.0,396.0,399.0,399.0,401.0,413.0,417.0,427.0,424.0,445.0,449.0,450.0,454.0,474.0,477.0,483.0,495.0,500.0,513.0,505.0,510.0,534.0,525.0,532.0,528.0,550.0,552.0,551.0,545.0,564.0,581.0,562.0,559.0,562.0
unmatched_applicants,593.0,414.0,400.0,399.0,396.0,397.0,400.0,407.0,417.0,414.0,421.0,430.0,442.0,449.0,453.0,460.0,475.0,470.0,478.0,485.0,501.0,505.0,503.0,509.0,518.0,537.0,531.0,526.0,551.0,540.0,546.0,564.0,553.0,562.0,552.0,566.0,570.0
unmatched_applicants,565.0,405.0,402.0,399.0,396.0,397.0,399.0,405.0,413.0,414.0,423.0,431.0,442.0,444.0,450.0,462.0,471.0,481.0,481.0,484.0,504.0,507.0,500.0,517.0,532.0,532.0,534.0,539.0,556.0,544.0,545.0,543.0,559.0,573.0,557.0,558.0,578.0
unmatched_applicants,584.0,407.0,398.0,396.0,396.0,399.0,400.0,402.0,413.0,406.0,421.0,429.0,445.0,452.0,447.0,453.0,477.0,482.0,478.0,484.0,491.0,510.0,509.0,506.0,527.0,527.0,537.0,548.0,553.0,559.0,536.0,562.0,557.0,559.0,571.0,579.0,561.0
unmatched_applicants,591.0,405.0,402.0,396.0,396.0,396.0,400.0,409.0,408.0,414.0,426.0,441.0,447.0,444.0,455.0,454.0,469.0,476.0,471.0,482.0,519.0,521.0,503.0,504.0,538.0,529.0,534.0,534.0,557.0,542.0,552.0,561.0,568.0,575.0,559.0,564.0,566.0
unmatched_applicants,586.0,404.0,399.0,398.0,396.0,397.0,396.0,406.0,406.0,418.0,427.0,439.0,447.0,447.0,451.0,454.0,470.0,480.0,477.0,481.0,513.0,502.0,496.0,501.0,522.0,537.0,529.0,535.0,560.0,561.0,533.0,542.0,558.0,545.0,566.0,577.0,569.0
unmatched_applicants,576.0,403.0,396.0,400.0,396.0,396.0,400.0,413.0,411.0,418.0,422.0,435.0,446.0,447.0,458.0,451.0,471.0,471.0,476.0,478.0,508.0,507.0,499.0,508.0,536.0,542.0,530.0,529.0,536.0,550.0,528.0,551.0,569.0,555.0,565.0,572.0,587.0
unmatched_applicants,576.0,404.0,398.0,396.0,396.0,396.0,399.0,410.0,407.0,413.0,427.0,437.0,442.0,447.0,454.0,464.0,471.0,477.0,473.0,488.0,509.0,516.0,501.0,500.0,541.0,539.0,536.0,530.0,547.0,546.0,541.0,537.0,566.0,566.0,565.0,560.0,577.0
unmatched_applicants,580.0,405.0,396.0,396.0,396.0,396.0,402.0,401.0,410.0,419.0,420.0,430.0,436.0,454.0,455.0,457.0,479.0,485.0,476.0,478.0,504.0,514.0,504.0,504.0,534.0,526.0,539.0,532.0,550.0,540.0,542.0,556.0,579.0,574.0,564.0,560.0,573.0
unmatched_applicants,577.0,415.0,403.0,401.0,396.0,396.0,400.0,403.0,403.0,411.0,421.0,435.0,440.0,440.0,451.0,465.0,473.0,477.0,478.0,473.0,499.0,512.0,503.0,500.0,538.0,530.0,527.0,530.0,547.0,550.0,541.0,556.0,564.0,553.0,553.0,571.0,558.0
unfilled_spots,202.0,10.0,4.0,1.0,0.0,3.0,3.0,5.0,17.0,21.0,31.0,28.0,49.0,53.0,54.0,58.0,78.0,81.0,87.0,99.0,104.0,117.0,109.0,114.0,138.0,129.0,136.0,132.0,154.0,156.0,155.0,149.0,168.0,185.0,166.0,163.0,166.0
