Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,4931.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4659.0,4666.0,4681.0,4682.0,4693.0,4710.0,4723.0,4733.0,4748.0,4757.0,4768.0,4798.0,4791.0,4799.0,4813.0
unmatched_applicants,4913.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4649.0,4650.0,4655.0,4664.0,4678.0,4679.0,4701.0,4715.0,4725.0,4741.0,4753.0,4756.0,4762.0,4791.0,4794.0,4800.0,4810.0
unmatched_applicants,4913.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4648.0,4656.0,4669.0,4686.0,4687.0,4694.0,4714.0,4730.0,4736.0,4754.0,4756.0,4771.0,4788.0,4791.0,4807.0,4806.0
unmatched_applicants,4929.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4651.0,4653.0,4666.0,4681.0,4694.0,4692.0,4721.0,4736.0,4744.0,4751.0,4765.0,4767.0,4785.0,4799.0,4796.0,4812.0
unmatched_applicants,4921.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4651.0,4653.0,4655.0,4668.0,4679.0,4692.0,4695.0,4710.0,4728.0,4741.0,4757.0,4764.0,4766.0,4788.0,4799.0,4799.0,4814.0
unmatched_applicants,4928.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4653.0,4648.0,4657.0,4659.0,4684.0,4693.0,4695.0,4708.0,4731.0,4738.0,4752.0,4758.0,4774.0,4787.0,4802.0,4800.0,4807.0
unmatched_applicants,4933.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4648.0,4650.0,4669.0,4677.0,4676.0,4707.0,4711.0,4733.0,4731.0,4739.0,4754.0,4766.0,4799.0,4793.0,4809.0,4808.0
unmatched_applicants,4912.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4650.0,4661.0,4668.0,4680.0,4693.0,4696.0,4718.0,4736.0,4735.0,4750.0,4778.0,4765.0,4788.0,4795.0,4800.0,4809.0
unmatched_applicants,4917.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4652.0,4650.0,4654.0,4668.0,4681.0,4678.0,4692.0,4719.0,4717.0,4733.0,4752.0,4759.0,4768.0,4788.0,4791.0,4812.0,4800.0
unmatched_applicants,4919.0,4648.0,4648.0,4648.0,4648.0,4648.0,4648.0,4650.0,4650.0,4654.0,4665.0,4678.0,4681.0,4694.0,4703.0,4730.0,4730.0,4753.0,4751.0,4767.0,4782.0,4797.0,4806.0,4805.0
unfilled_spots,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,33.0,34.0,45.0,62.0,75.0,85.0,100.0,109.0,120.0,150.0,143.0,151.0,165.0
unfilled_spots,265.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,16.0,30.0,31.0,53.0,67.0,77.0,93.0,105.0,108.0,114.0,143.0,146.0,152.0,162.0
unfilled_spots,265.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,21.0,38.0,39.0,46.0,66.0,82.0,88.0,106.0,108.0,123.0,140.0,143.0,159.0,158.0
unfilled_spots,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,18.0,33.0,46.0,44.0,73.0,88.0,96.0,103.0,117.0,119.0,137.0,151.0,148.0,164.0
unfilled_spots,273.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,20.0,31.0,44.0,47.0,62.0,80.0,93.0,109.0,116.0,118.0,140.0,151.0,151.0,166.0
unfilled_spots,280.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,11.0,36.0,45.0,47.0,60.0,83.0,90.0,104.0,110.0,126.0,139.0,154.0,152.0,159.0
unfilled_spots,285.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,21.0,29.0,28.0,59.0,63.0,85.0,83.0,91.0,106.0,118.0,151.0,145.0,161.0,160.0
unfilled_spots,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,20.0,32.0,45.0,48.0,70.0,88.0,87.0,102.0,130.0,117.0,140.0,147.0,152.0,161.0
unfilled_spots,269.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,20.0,33.0,30.0,44.0,71.0,69.0,85.0,104.0,111.0,120.0,140.0,143.0,164.0,152.0
unfilled_spots,271.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,17.0,30.0,33.0,46.0,55.0,82.0,82.0,105.0,103.0,119.0,134.0,149.0,158.0,157.0
reviews_per_program,536.9939209726443,534.2340425531914,145.04559270516717,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.88753799392097,144.95440729483283,163.06079027355622,181.08814589665653,198.9969604863222,216.85410334346506,234.42857142857142,251.77507598784194,269.41033434650456,286.2887537993921,302.5015197568389,318.3890577507599,334.4224924012158,349.0364741641337,363.36170212765956,377.5227963525836,389.8723404255319
reviews_per_program,538.1519756838906,532.0729483282674,144.22796352583586,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.88449848024317,144.96352583586625,163.06382978723406,181.0547112462006,199.06079027355622,216.6565349544073,234.3890577507599,252.06382978723406,268.9452887537994,286.22492401215806,302.42857142857144,318.48328267477206,334.24316109422494,349.322188449848,362.84802431610944,377.22492401215806,390.8753799392097
reviews_per_program,534.0364741641338,535.644376899696,135.90273556231003,55.790273556231,72.51063829787235,90.63829787234043,108.75987841945289,126.87234042553192,144.96656534954408,163.07598784194528,181.0516717325228,198.99088145896656,216.8693009118541,234.58966565349544,251.89057750759878,269.20668693009117,285.8419452887538,302.741641337386,318.2462006079027,333.9179331306991,349.39817629179333,365.1063829787234,376.6322188449848,390.790273556231
reviews_per_program,534.3586626139818,530.0,154.66565349544072,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.8693009118541,144.9787234042553,163.06990881458967,181.06079027355622,199.10030395136778,216.71732522796353,234.4498480243161,251.7933130699088,268.7781155015198,286.09118541033433,302.9939209726444,318.21884498480244,334.25227963525833,348.9483282674772,364.65045592705167,377.7841945288754,391.6565349544073
reviews_per_program,535.7386018237082,529.7477203647417,145.06079027355622,54.38297872340426,72.51063829787235,90.63829787234043,108.75987841945289,126.87841945288754,144.9452887537994,163.03647416413375,181.03343465045592,199.07598784194528,216.7933130699088,234.53191489361703,251.87841945288753,269.1580547112462,285.94224924012155,303.0303951367781,319.112462006079,334.0060790273556,350.5197568389058,363.76899696048633,377.4376899696049,390.16413373860183
reviews_per_program,536.5683890577508,536.3647416413373,140.2644376899696,54.38297872340426,72.51063829787235,90.63829787234043,108.75987841945289,126.8936170212766,144.96352583586625,163.07294832826747,181.17021276595744,199.0212765957447,216.56838905775075,234.45896656534956,251.95744680851064,269.39817629179333,286.09422492401217,302.97872340425533,318.6899696048632,334.5288753799392,349.2917933130699,363.66869300911856,377.32826747720367,389.6413373860182
reviews_per_program,533.531914893617,530.9756838905776,141.35866261398175,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.8936170212766,145.0060790273556,163.06382978723406,181.11246200607903,199.0273556231003,216.8176291793313,234.4012158054711,252.04255319148936,269.48632218844983,286.38601823708206,302.32522796352583,318.33130699088144,333.42857142857144,349.09726443768994,363.322188449848,377.14285714285717,390.6565349544073
reviews_per_program,538.1306990881459,537.9726443768997,145.72644376899697,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.87234042553192,144.9787234042553,163.04559270516717,181.0273556231003,198.9726443768997,216.85714285714286,234.50455927051672,251.66261398176292,269.41641337386017,285.96048632218844,302.72340425531917,318.27659574468083,334.08814589665656,349.48328267477206,364.5045592705167,378.2340425531915,390.08814589665656
reviews_per_program,537.2066869300912,532.4376899696049,139.21884498480244,55.86018237082067,72.51063829787235,90.63829787234043,108.7629179331307,126.88449848024317,144.98480243161094,163.08206686930092,181.13677811550153,198.9787234042553,216.85714285714286,234.5562310030395,251.79939209726444,269.11550151975683,286.1732522796353,302.6534954407295,318.1732522796353,334.15197568389056,349.75075987841944,364.30395136778117,378.3647416413374,389.9696048632219
reviews_per_program,533.8571428571429,533.0273556231003,138.50455927051672,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.86322188449849,144.98480243161094,163.00911854103344,181.07598784194528,199.0030395136778,216.85410334346506,234.29787234042553,251.96656534954408,269.1793313069909,286.18237082066867,302.4012158054711,318.36170212765956,334.2218844984802,348.9452887537994,363.7963525835866,376.72644376899694,390.9392097264438
pct_interview_given_signal,0.0,1.0,0.8599932930918847,0.5884194053208138,0.4413145539906103,0.3530516431924883,0.2942097026604069,0.25219182676184543,0.22075906898720907,0.196245829216918,0.17670952364966935,0.1608064762486635,0.14756465064125027,0.1365021328458257,0.1270975686312384,0.11877792319147976,0.11177526038072387,0.10578459250625484,0.10050596658711217,0.0956873437855033,0.09168096278944206,0.08806651832767302,0.08476309327321767,0.08207814887579132
pct_interview_given_signal,0.0,0.999832327297116,0.8594064386317908,0.5884194053208138,0.4413145539906103,0.3530516431924883,0.2942097026604069,0.2521978680081447,0.22074518273121843,0.19624217118997914,0.176742155891685,0.16075491288879387,0.14769921436588104,0.13652514459112483,0.12695197096311303,0.11898330752799972,0.1118001869000085,0.10581010864430798,0.10047623137782613,0.095738682865613,0.09160597596735319,0.08819119260829138,0.08483002570362672,0.08186752515591222
pct_interview_given_signal,0.0,1.0,0.8618376928236083,0.5883635144198525,0.4413145539906103,0.3530516431924883,0.2942261472248617,0.25222203588797587,0.22074055436742568,0.19622754044583612,0.17674512305677736,0.16081138877008616,0.1475543097407148,0.13640839595750195,0.12703928950670915,0.11886777540674502,0.11194997979626124,0.10570068874118993,0.1005510825859813,0.09583193001938849,0.09158605330920733,0.08764568764568764,0.0849635224998386,0.08188535428171424
pct_interview_given_signal,0.0,1.0,0.858148893360161,0.5884194053208138,0.4413145539906103,0.3530516431924883,0.29421792471285246,0.2522280785816962,0.2207220428529498,0.19623485554520037,0.1767362218603636,0.1607230092818759,0.1476577840112202,0.136489745118884,0.1270883631096089,0.1190573121635681,0.11185244995962773,0.10561267994181672,0.10055972644086576,0.09573607107457556,0.09170412180760253,0.08775527215137117,0.08470444360412259,0.08170424120135035
