Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,594.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,601.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,605.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,604.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,609.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,608.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,603.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,597.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,617.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,610.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unfilled_spots,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,421.7818181818182,417.9818181818182,414.07272727272726,297.9818181818182,116.38181818181818,71.0909090909091,85.30909090909091,99.52727272727273,113.7090909090909
reviews_per_program,408.8909090909091,428.09090909090907,424.2181818181818,295.76363636363635,121.58181818181818,71.0909090909091,85.30909090909091,99.50909090909092,113.69090909090909
reviews_per_program,414.1272727272727,414.4727272727273,421.5272727272727,321.23636363636365,105.16363636363636,71.0909090909091,85.30909090909091,99.52727272727273,113.72727272727273
reviews_per_program,421.6,429.1454545454545,415.6727272727273,326.7818181818182,106.69090909090909,71.0909090909091,85.30909090909091,99.52727272727273,113.69090909090909
reviews_per_program,408.76363636363635,418.27272727272725,413.9818181818182,339.8909090909091,99.27272727272727,79.27272727272727,85.30909090909091,99.52727272727273,113.74545454545455
reviews_per_program,418.92727272727274,416.3090909090909,425.72727272727275,289.07272727272726,96.41818181818182,71.0909090909091,85.30909090909091,99.52727272727273,113.7090909090909
reviews_per_program,410.92727272727274,432.4909090909091,411.6909090909091,306.4,118.03636363636363,78.98181818181818,85.30909090909091,99.49090909090908,113.72727272727273
