app_cut,prop_unmatched
1,0.0
2,0.26309477756286265
3,0.4523791102514507
4,0.5973694390715667
5,0.9915280464216635
6,0.18915057915057912
7,0.9125338491295935
8,0.9997678916827851
9,1.0
10,1.0
