app_cut,prop_unmatched
1,0.6160000000000002
2,1.0
3,0.5640000000000004
4,0.986
5,0.9666666666666667
6,0.5846666666666668
7,1.0
8,0.562666666666667
9,0.9866666666666665
10,1.0
