signal,n_sims,match_rate_mean,match_rate_ci_low,match_rate_ci_high,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,applicant_pref_rank_mean,applicant_pref_rank_ci_low,applicant_pref_rank_ci_high,program_pref_rank_mean,program_pref_rank_ci_low,program_pref_rank_ci_high,matched_app_quality_mean,matched_app_quality_ci_low,matched_app_quality_ci_high,matched_prog_quality_mean,matched_prog_quality_ci_low,matched_prog_quality_ci_high
0,50,0.08434782608695653,0.08294602014036852,0.08574963203354453,0.8406666666666667,0.826695334065673,0.8546379992676604,0.4205888982812058,0.40834822028080797,0.4328295762816037,0.47469660774008604,0.46668412509713003,0.48270909038304205,0.04063758389261744,0.039934328895923125,0.04134083888931176,0.41877383300460225,0.4069124782577015,0.430635187751503
1,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.0,0.0,0.0,0.0231055900621118,0.0231055900621118,0.0231055900621118,0.07354809843400448,0.07085867416394794,0.07623752270406102,0.5045641025641026,0.5004411346222457,0.5086870705059594
2,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.3796666666666666,0.3581133987980973,0.4012199345352359,0.061281159420289846,0.05974027594563389,0.0628220428949458,0.05597762863534675,0.05504063386507707,0.05691462340561643,0.4985128205128205,0.49414529789891526,0.5028803431267257
3,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.3856666666666666,0.371027977672542,0.40030535566079123,0.10441490683229813,0.10197970151112423,0.10685011215347204,0.05266442953020135,0.05196625338815475,0.053362605672247945,0.4971282051282052,0.49340771910568804,0.5008486911507224
4,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.443111111111111,0.43175900073327034,0.4544632214889517,0.1439337474120083,0.14110419413355318,0.1467633006904634,0.050684563758389256,0.05029466202701402,0.05107446548976449,0.4998974358974359,0.49596366956022103,0.5038312022346507
5,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.44949999999999996,0.4387114762439396,0.46028852375606033,0.18783519668737061,0.18411416680595713,0.1915562265687841,0.0502013422818792,0.04985733789452613,0.050545346669232265,0.5016410256410256,0.49766942373912104,0.5056126275429302
6,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.46520000000000006,0.4568462649140335,0.4735537350859666,0.23238426501035195,0.22857492022198705,0.23619360979871684,0.049749440715883664,0.049478283737449495,0.05002059769431783,0.5014871794871795,0.4970507246402304,0.5059236343341286
7,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.4691444444444445,0.4608732436669767,0.47741564522191227,0.2764968944099379,0.27278342824226437,0.28021036057761145,0.049554809843400445,0.049346849343016835,0.049762770343784055,0.5004102564102564,0.4964125453070483,0.5044079675134645
8,50,0.10033444816053513,0.10033444816053513,0.10033444816053513,1.0,1.0,1.0,0.4744603174603174,0.4680820660872367,0.48083856883339815,0.3213316770186336,0.31770370551746496,0.3249596485198022,0.049114093959731535,0.04895342559777506,0.04927476232168801,0.5007179487179487,0.4971478925117733,0.5042880049241242
9,50,0.10020066889632108,0.1000125204422093,0.10038881735043285,0.9986666666666667,0.9967914537406861,1.0005418795926473,0.47730829228243027,0.4717156062284123,0.48290097833644824,0.3668984079388877,0.36281098509537396,0.3709858307824015,0.04877628635346757,0.048645072366432084,0.048907500340503056,0.4959416445623343,0.49212687097042385,0.49975641815424476
10,50,0.09939799331103683,0.09875995086023637,0.10003603576183728,0.9906666666666666,0.9843075102403553,0.9970258230929778,0.4813518062397374,0.4738797241635909,0.48882388831588386,0.40289899132066614,0.3972253440178828,0.4085726386234495,0.04849096329112529,0.04812264940627933,0.048859277175971244,0.4949978527219907,0.489073717433331,0.5009219880106505
11,50,0.09799331103678931,0.09712918408341314,0.09885743799016547,0.9766666666666669,0.9680542013646845,0.9852791319686494,0.47945088089301285,0.47148401184636146,0.48741774993966425,0.4379105633124481,0.4316781917280926,0.4441429348968036,0.0475870830164975,0.04713718538558187,0.04803698064741313,0.4880287145804387,0.48214115077866476,0.4939162783822127
12,50,0.0951170568561873,0.09419292420395081,0.09604118950842377,0.9480000000000001,0.9387894778993764,0.9572105221006237,0.4635618162534419,0.45681211075917977,0.470311521747704,0.46828220358685124,0.4615340984109712,0.4750303087627313,0.046101199600968173,0.0456326216443625,0.04656977755757385,0.4698709387674905,0.4627620556671664,0.47697982186781457
13,50,0.09083612040133779,0.08979561805599501,0.09187662274668057,0.9053333333333333,0.8949629932914169,0.9157036733752497,0.4478703614889439,0.43944259030123894,0.4562981326766488,0.478657449530947,0.4727419884546633,0.48457291060723073,0.04389759569289771,0.04337581158233758,0.04441937980345784,0.4516389101025706,0.4429384224610166,0.46033939774412463
