app_cut,prop_unmatched
1,0.7839999999999998
2,1.0
3,0.7173333333333336
4,0.9986666666666667
5,0.9666666666666667
6,0.8186666666666668
7,1.0
8,0.7160000000000001
9,0.9986666666666667
10,1.0
