,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.4015308737530099,0.3981466288269694,0.20032249742002065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.4185164835164836,0.3948644688644688,0.1866190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.09984348125214995,0.11105134158926724,0.19262555899552797,0.2912095803233574,0.30527003783969725,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.0,0.0,0.20954212454212456,0.39386446886446874,0.3965934065934065,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.0,0.0,0.13652390780873755,0.3087285001719986,0.31137985896112835,0.12368335053319565,0.07894220846233227,0.0407421740626075,0.0,0.0
prog_cut_6,0.0,0.0,0.0,0.0,0.0,0.4145128205128205,0.39798168498168485,0.1875054945054945,0.0,0.0
prog_cut_7,0.0,0.0,0.0,0.0,0.0,0.37928921568627444,0.39266296869625045,0.22804781561747509,0.0,0.0
prog_cut_8,0.0,0.0,0.0,0.0,0.0,0.1355750915750916,0.12612820512820513,0.21177289377289377,0.26352014652014644,0.263003663003663
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21910517715858266,0.39693369453044375,0.38396112831097345
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19580586080586085,0.40197802197802185,0.40221611721611716
