app_cut,prop_unmatched
1,0.0
2,0.0
3,0.00030211480362537764
4,0.009393939393939394
5,0.09401812688821755
6,0.5612121212121213
7,0.9769788519637459
8,0.999939393939394
9,1.0
10,1.0
