Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,178.0,100.0,102.0,91.0,91.0,93.0,91.0,93.0,94.0,97.0,100.0,101.0,107.0,103.0,109.0,113.0,119.0,121.0,123.0,124.0,125.0,129.0,130.0,132.0,139.0,143.0,148.0,147.0,156.0,155.0,161.0,160.0,167.0,181.0
unmatched_applicants,174.0,108.0,96.0,95.0,91.0,91.0,93.0,95.0,92.0,95.0,102.0,104.0,104.0,111.0,110.0,111.0,115.0,120.0,119.0,120.0,133.0,131.0,130.0,131.0,132.0,140.0,142.0,149.0,162.0,160.0,163.0,163.0,174.0,177.0
unmatched_applicants,182.0,103.0,95.0,94.0,91.0,91.0,95.0,94.0,96.0,101.0,100.0,102.0,109.0,110.0,109.0,114.0,114.0,119.0,120.0,120.0,130.0,132.0,133.0,129.0,140.0,139.0,144.0,146.0,161.0,161.0,164.0,164.0,172.0,174.0
unmatched_applicants,179.0,103.0,97.0,92.0,91.0,92.0,91.0,94.0,94.0,94.0,103.0,101.0,108.0,106.0,107.0,114.0,115.0,119.0,119.0,122.0,126.0,132.0,128.0,125.0,146.0,146.0,148.0,152.0,148.0,161.0,169.0,170.0,173.0,180.0
unmatched_applicants,176.0,99.0,93.0,91.0,92.0,91.0,93.0,91.0,95.0,98.0,105.0,103.0,103.0,110.0,108.0,112.0,120.0,119.0,115.0,124.0,131.0,131.0,126.0,132.0,136.0,139.0,148.0,152.0,158.0,156.0,163.0,166.0,170.0,175.0
unmatched_applicants,177.0,96.0,102.0,92.0,91.0,91.0,91.0,95.0,97.0,96.0,99.0,105.0,111.0,107.0,114.0,115.0,114.0,116.0,120.0,120.0,126.0,129.0,134.0,133.0,135.0,139.0,139.0,148.0,166.0,162.0,165.0,166.0,173.0,175.0
unmatched_applicants,180.0,104.0,96.0,92.0,91.0,91.0,95.0,94.0,96.0,95.0,102.0,103.0,105.0,108.0,104.0,112.0,116.0,121.0,115.0,122.0,129.0,125.0,130.0,132.0,140.0,135.0,139.0,148.0,155.0,157.0,165.0,163.0,172.0,170.0
unmatched_applicants,181.0,98.0,93.0,92.0,91.0,91.0,91.0,96.0,93.0,97.0,101.0,102.0,104.0,110.0,113.0,110.0,120.0,124.0,120.0,117.0,131.0,128.0,125.0,126.0,136.0,147.0,145.0,149.0,157.0,166.0,158.0,162.0,174.0,174.0
unmatched_applicants,174.0,108.0,98.0,91.0,91.0,91.0,93.0,96.0,96.0,102.0,104.0,101.0,107.0,113.0,111.0,110.0,120.0,118.0,120.0,118.0,126.0,124.0,126.0,129.0,135.0,135.0,149.0,148.0,158.0,161.0,166.0,167.0,172.0,173.0
unmatched_applicants,178.0,103.0,98.0,93.0,91.0,92.0,92.0,95.0,102.0,98.0,101.0,104.0,106.0,105.0,114.0,107.0,121.0,124.0,120.0,120.0,132.0,128.0,131.0,128.0,144.0,140.0,143.0,149.0,161.0,163.0,163.0,164.0,175.0,178.0
unfilled_spots,87.0,9.0,11.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,9.0,10.0,16.0,12.0,18.0,22.0,28.0,30.0,32.0,33.0,34.0,38.0,39.0,41.0,48.0,52.0,57.0,56.0,65.0,64.0,70.0,69.0,76.0,90.0
unfilled_spots,83.0,17.0,5.0,4.0,0.0,0.0,2.0,4.0,1.0,4.0,11.0,13.0,13.0,20.0,19.0,20.0,24.0,29.0,28.0,29.0,42.0,40.0,39.0,40.0,41.0,49.0,51.0,58.0,71.0,69.0,72.0,72.0,83.0,86.0
unfilled_spots,91.0,12.0,4.0,3.0,0.0,0.0,4.0,3.0,5.0,10.0,9.0,11.0,18.0,19.0,18.0,23.0,23.0,28.0,29.0,29.0,39.0,41.0,42.0,38.0,49.0,48.0,53.0,55.0,70.0,70.0,73.0,73.0,81.0,83.0
unfilled_spots,88.0,12.0,6.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,12.0,10.0,17.0,15.0,16.0,23.0,24.0,28.0,28.0,31.0,35.0,41.0,37.0,34.0,55.0,55.0,57.0,61.0,57.0,70.0,78.0,79.0,82.0,89.0
unfilled_spots,85.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,7.0,14.0,12.0,12.0,19.0,17.0,21.0,29.0,28.0,24.0,33.0,40.0,40.0,35.0,41.0,45.0,48.0,57.0,61.0,67.0,65.0,72.0,75.0,79.0,84.0
unfilled_spots,86.0,5.0,11.0,1.0,0.0,0.0,0.0,4.0,6.0,5.0,8.0,14.0,20.0,16.0,23.0,24.0,23.0,25.0,29.0,29.0,35.0,38.0,43.0,42.0,44.0,48.0,48.0,57.0,75.0,71.0,74.0,75.0,82.0,84.0
unfilled_spots,89.0,13.0,5.0,1.0,0.0,0.0,4.0,3.0,5.0,4.0,11.0,12.0,14.0,17.0,13.0,21.0,25.0,30.0,24.0,31.0,38.0,34.0,39.0,41.0,49.0,44.0,48.0,57.0,64.0,66.0,74.0,72.0,81.0,79.0
unfilled_spots,90.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,6.0,10.0,11.0,13.0,19.0,22.0,19.0,29.0,33.0,29.0,26.0,40.0,37.0,34.0,35.0,45.0,56.0,54.0,58.0,66.0,75.0,67.0,71.0,83.0,83.0
unfilled_spots,83.0,17.0,7.0,0.0,0.0,0.0,2.0,5.0,5.0,11.0,13.0,10.0,16.0,22.0,20.0,19.0,29.0,27.0,29.0,27.0,35.0,33.0,35.0,38.0,44.0,44.0,58.0,57.0,67.0,70.0,75.0,76.0,81.0,82.0
unfilled_spots,87.0,12.0,7.0,2.0,0.0,1.0,1.0,4.0,11.0,7.0,10.0,13.0,15.0,14.0,23.0,16.0,30.0,33.0,29.0,29.0,41.0,37.0,40.0,37.0,53.0,49.0,52.0,58.0,70.0,72.0,72.0,73.0,84.0,87.0
reviews_per_program,124.66666666666667,124.66666666666667,121.82051282051282,103.7948717948718,66.2948717948718,44.08974358974359,29.628205128205128,27.346153846153847,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
reviews_per_program,124.66666666666667,124.66666666666667,122.85897435897436,102.78205128205128,67.94871794871794,49.65384615384615,34.44871794871795,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
reviews_per_program,124.66666666666667,124.66666666666667,122.73076923076923,98.1025641025641,72.74358974358974,47.5,29.512820512820515,27.858974358974358,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
reviews_per_program,124.66666666666667,123.55128205128206,119.62820512820512,102.76923076923077,74.96153846153847,37.1025641025641,28.487179487179485,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
reviews_per_program,124.66666666666667,124.66666666666667,123.56410256410257,100.97435897435898,69.57692307692308,38.07692307692308,30.307692307692307,29.333333333333332,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
reviews_per_program,124.66666666666667,124.66666666666667,122.25641025641026,100.88461538461539,71.91025641025641,43.42307692307692,30.858974358974358,26.67948717948718,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
reviews_per_program,124.66666666666667,124.66666666666667,123.53846153846153,104.2948717948718,65.94871794871794,49.705128205128204,32.256410256410255,25.666666666666668,30.371794871794872,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0,113.66666666666667,117.33333333333333,121.0
