Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,1283.0,981.0,981.0,981.0,981.0,981.0,985.0,999.0,992.0,1007.0,1022.0,1037.0,1026.0,1048.0,1052.0,1060.0,1087.0,1091.0,1092.0,1100.0,1137.0,1131.0,1139.0,1146.0,1174.0,1183.0,1186.0,1170.0,1234.0,1231.0,1237.0,1234.0,1275.0
unmatched_applicants,1275.0,981.0,981.0,981.0,981.0,981.0,988.0,993.0,990.0,1012.0,1026.0,1033.0,1036.0,1043.0,1053.0,1062.0,1084.0,1077.0,1092.0,1092.0,1127.0,1129.0,1143.0,1133.0,1184.0,1178.0,1177.0,1178.0,1232.0,1234.0,1222.0,1244.0,1282.0
unmatched_applicants,1278.0,981.0,981.0,981.0,981.0,981.0,984.0,997.0,991.0,1004.0,1018.0,1032.0,1042.0,1044.0,1058.0,1056.0,1092.0,1092.0,1091.0,1095.0,1131.0,1129.0,1137.0,1138.0,1182.0,1168.0,1182.0,1168.0,1237.0,1228.0,1233.0,1233.0,1256.0
unmatched_applicants,1271.0,982.0,981.0,981.0,981.0,981.0,983.0,997.0,989.0,1012.0,1020.0,1029.0,1039.0,1047.0,1059.0,1063.0,1086.0,1086.0,1091.0,1099.0,1131.0,1138.0,1134.0,1126.0,1183.0,1194.0,1187.0,1191.0,1224.0,1225.0,1237.0,1225.0,1268.0
unmatched_applicants,1277.0,981.0,981.0,981.0,981.0,981.0,983.0,993.0,990.0,1002.0,1020.0,1031.0,1039.0,1049.0,1047.0,1072.0,1091.0,1093.0,1090.0,1100.0,1128.0,1130.0,1123.0,1135.0,1186.0,1173.0,1182.0,1186.0,1226.0,1226.0,1245.0,1233.0,1273.0
unmatched_applicants,1271.0,985.0,981.0,981.0,981.0,981.0,987.0,992.0,991.0,1001.0,1017.0,1027.0,1041.0,1044.0,1055.0,1066.0,1080.0,1094.0,1090.0,1098.0,1141.0,1132.0,1129.0,1133.0,1182.0,1182.0,1173.0,1170.0,1238.0,1238.0,1233.0,1254.0,1271.0
unmatched_applicants,1276.0,984.0,981.0,981.0,981.0,981.0,988.0,993.0,991.0,1004.0,1020.0,1033.0,1025.0,1046.0,1055.0,1062.0,1083.0,1087.0,1091.0,1100.0,1124.0,1129.0,1138.0,1140.0,1181.0,1171.0,1182.0,1183.0,1237.0,1231.0,1227.0,1223.0,1294.0
unmatched_applicants,1274.0,982.0,981.0,981.0,981.0,981.0,982.0,990.0,988.0,1006.0,1019.0,1030.0,1035.0,1045.0,1058.0,1064.0,1081.0,1090.0,1094.0,1092.0,1125.0,1123.0,1137.0,1138.0,1171.0,1173.0,1170.0,1177.0,1235.0,1220.0,1240.0,1238.0,1282.0
unmatched_applicants,1287.0,982.0,981.0,981.0,981.0,981.0,981.0,994.0,988.0,999.0,1015.0,1026.0,1043.0,1041.0,1061.0,1056.0,1075.0,1089.0,1094.0,1090.0,1129.0,1137.0,1139.0,1141.0,1183.0,1179.0,1173.0,1183.0,1259.0,1241.0,1227.0,1228.0,1274.0
unmatched_applicants,1282.0,981.0,981.0,981.0,981.0,981.0,986.0,992.0,989.0,1012.0,1023.0,1035.0,1040.0,1047.0,1052.0,1064.0,1093.0,1084.0,1097.0,1098.0,1123.0,1139.0,1131.0,1123.0,1178.0,1178.0,1188.0,1196.0,1224.0,1239.0,1236.0,1229.0,1289.0
unfilled_spots,302.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,11.0,26.0,41.0,56.0,45.0,67.0,71.0,79.0,106.0,110.0,111.0,119.0,156.0,150.0,158.0,165.0,193.0,202.0,205.0,189.0,253.0,250.0,256.0,253.0,294.0
unfilled_spots,294.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,9.0,31.0,45.0,52.0,55.0,62.0,72.0,81.0,103.0,96.0,111.0,111.0,146.0,148.0,162.0,152.0,203.0,197.0,196.0,197.0,251.0,253.0,241.0,263.0,301.0
unfilled_spots,297.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,10.0,23.0,37.0,51.0,61.0,63.0,77.0,75.0,111.0,111.0,110.0,114.0,150.0,148.0,156.0,157.0,201.0,187.0,201.0,187.0,256.0,247.0,252.0,252.0,275.0
unfilled_spots,290.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,31.0,39.0,48.0,58.0,66.0,78.0,82.0,105.0,105.0,110.0,118.0,150.0,157.0,153.0,145.0,202.0,213.0,206.0,210.0,243.0,244.0,256.0,244.0,287.0
unfilled_spots,296.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,9.0,21.0,39.0,50.0,58.0,68.0,66.0,91.0,110.0,112.0,109.0,119.0,147.0,149.0,142.0,154.0,205.0,192.0,201.0,205.0,245.0,245.0,264.0,252.0,292.0
unfilled_spots,290.0,4.0,0.0,0.0,0.0,0.0,6.0,11.0,10.0,20.0,36.0,46.0,60.0,63.0,74.0,85.0,99.0,113.0,109.0,117.0,160.0,151.0,148.0,152.0,201.0,201.0,192.0,189.0,257.0,257.0,252.0,273.0,290.0
unfilled_spots,295.0,3.0,0.0,0.0,0.0,0.0,7.0,12.0,10.0,23.0,39.0,52.0,44.0,65.0,74.0,81.0,102.0,106.0,110.0,119.0,143.0,148.0,157.0,159.0,200.0,190.0,201.0,202.0,256.0,250.0,246.0,242.0,313.0
unfilled_spots,293.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,25.0,38.0,49.0,54.0,64.0,77.0,83.0,100.0,109.0,113.0,111.0,144.0,142.0,156.0,157.0,190.0,192.0,189.0,196.0,254.0,239.0,259.0,257.0,301.0
unfilled_spots,306.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,18.0,34.0,45.0,62.0,60.0,80.0,75.0,94.0,108.0,113.0,109.0,148.0,156.0,158.0,160.0,202.0,198.0,192.0,202.0,278.0,260.0,246.0,247.0,293.0
