Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,618.0,402.0,396.0,396.0,396.0,396.0,402.0,405.0,402.0,410.0,407.0,425.0,425.0,430.0,446.0,439.0,460.0,465.0,465.0,471.0,477.0,488.0,480.0,491.0,517.0,527.0,533.0,527.0,540.0,553.0,545.0,556.0,573.0,568.0,570.0,577.0,595.0,621.0
unmatched_applicants,610.0,414.0,397.0,396.0,396.0,396.0,397.0,399.0,402.0,405.0,414.0,423.0,426.0,432.0,442.0,451.0,447.0,457.0,469.0,462.0,488.0,486.0,495.0,493.0,514.0,512.0,518.0,516.0,544.0,555.0,556.0,539.0,572.0,589.0,585.0,579.0,607.0,621.0
unmatched_applicants,617.0,406.0,399.0,400.0,396.0,396.0,396.0,399.0,399.0,407.0,412.0,422.0,427.0,436.0,435.0,439.0,452.0,455.0,458.0,473.0,480.0,488.0,492.0,492.0,505.0,504.0,521.0,518.0,543.0,543.0,552.0,541.0,590.0,563.0,590.0,581.0,616.0,607.0
unmatched_applicants,609.0,409.0,397.0,397.0,396.0,397.0,400.0,396.0,401.0,401.0,408.0,412.0,424.0,437.0,437.0,444.0,462.0,464.0,465.0,468.0,481.0,491.0,498.0,489.0,512.0,521.0,514.0,530.0,536.0,552.0,549.0,541.0,584.0,570.0,582.0,571.0,616.0,613.0
unmatched_applicants,609.0,419.0,401.0,397.0,396.0,396.0,396.0,401.0,398.0,406.0,408.0,423.0,429.0,438.0,435.0,442.0,454.0,458.0,470.0,466.0,485.0,489.0,488.0,487.0,511.0,513.0,509.0,527.0,553.0,550.0,545.0,555.0,579.0,567.0,587.0,571.0,626.0,614.0
unmatched_applicants,599.0,406.0,396.0,399.0,396.0,396.0,397.0,401.0,401.0,413.0,417.0,417.0,431.0,430.0,440.0,444.0,456.0,467.0,467.0,467.0,485.0,481.0,493.0,494.0,522.0,525.0,521.0,529.0,549.0,546.0,546.0,539.0,578.0,567.0,585.0,586.0,606.0,626.0
unmatched_applicants,614.0,403.0,398.0,396.0,396.0,396.0,397.0,400.0,399.0,404.0,416.0,417.0,430.0,430.0,434.0,442.0,457.0,464.0,470.0,465.0,490.0,481.0,481.0,487.0,524.0,502.0,518.0,516.0,543.0,551.0,545.0,546.0,583.0,581.0,589.0,579.0,612.0,613.0
unmatched_applicants,612.0,411.0,400.0,398.0,396.0,396.0,399.0,399.0,400.0,408.0,412.0,417.0,430.0,437.0,438.0,448.0,445.0,466.0,464.0,470.0,488.0,497.0,490.0,494.0,512.0,515.0,516.0,521.0,548.0,537.0,543.0,541.0,576.0,583.0,582.0,581.0,625.0,601.0
unmatched_applicants,605.0,406.0,398.0,398.0,396.0,396.0,397.0,402.0,400.0,405.0,414.0,419.0,421.0,428.0,438.0,443.0,464.0,453.0,464.0,472.0,489.0,482.0,498.0,485.0,525.0,523.0,517.0,528.0,536.0,545.0,564.0,561.0,590.0,565.0,593.0,593.0,612.0,615.0
unmatched_applicants,608.0,414.0,401.0,396.0,396.0,396.0,402.0,402.0,400.0,407.0,410.0,422.0,425.0,434.0,444.0,444.0,453.0,457.0,474.0,467.0,489.0,491.0,498.0,499.0,512.0,522.0,521.0,516.0,543.0,556.0,556.0,561.0,579.0,566.0,584.0,569.0,599.0,609.0
unfilled_spots,222.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,14.0,11.0,29.0,29.0,34.0,50.0,43.0,64.0,69.0,69.0,75.0,81.0,92.0,84.0,95.0,121.0,131.0,137.0,131.0,144.0,157.0,149.0,160.0,177.0,172.0,174.0,181.0,199.0,225.0
unfilled_spots,214.0,18.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,9.0,18.0,27.0,30.0,36.0,46.0,55.0,51.0,61.0,73.0,66.0,92.0,90.0,99.0,97.0,118.0,116.0,122.0,120.0,148.0,159.0,160.0,143.0,176.0,193.0,189.0,183.0,211.0,225.0
unfilled_spots,221.0,10.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,11.0,16.0,26.0,31.0,40.0,39.0,43.0,56.0,59.0,62.0,77.0,84.0,92.0,96.0,96.0,109.0,108.0,125.0,122.0,147.0,147.0,156.0,145.0,194.0,167.0,194.0,185.0,220.0,211.0
unfilled_spots,213.0,13.0,1.0,1.0,0.0,1.0,4.0,0.0,5.0,5.0,12.0,16.0,28.0,41.0,41.0,48.0,66.0,68.0,69.0,72.0,85.0,95.0,102.0,93.0,116.0,125.0,118.0,134.0,140.0,156.0,153.0,145.0,188.0,174.0,186.0,175.0,220.0,217.0
