Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,517.0,403.0,400.0,396.0,396.0,396.0,399.0,402.0,400.0,406.0,409.0,424.0,423.0,439.0,436.0,442.0,450.0,462.0,463.0,476.0,483.0,485.0,493.0,490.0,511.0,519.0,509.0
unmatched_applicants,511.0,403.0,397.0,396.0,396.0,396.0,399.0,400.0,396.0,400.0,414.0,423.0,435.0,427.0,440.0,452.0,461.0,460.0,467.0,472.0,485.0,496.0,486.0,500.0,515.0,511.0,527.0
unmatched_applicants,520.0,397.0,398.0,398.0,396.0,396.0,396.0,396.0,402.0,402.0,407.0,426.0,426.0,429.0,443.0,441.0,451.0,459.0,466.0,472.0,484.0,500.0,496.0,488.0,511.0,517.0,511.0
unmatched_applicants,525.0,401.0,399.0,396.0,396.0,396.0,397.0,402.0,397.0,405.0,420.0,421.0,420.0,429.0,442.0,448.0,446.0,453.0,469.0,477.0,483.0,485.0,489.0,493.0,520.0,507.0,515.0
unmatched_applicants,529.0,403.0,396.0,396.0,396.0,396.0,397.0,398.0,408.0,406.0,412.0,414.0,430.0,434.0,436.0,449.0,462.0,457.0,471.0,472.0,480.0,494.0,488.0,492.0,516.0,528.0,521.0
unmatched_applicants,525.0,398.0,397.0,397.0,396.0,396.0,396.0,400.0,405.0,407.0,416.0,424.0,418.0,429.0,440.0,443.0,459.0,463.0,468.0,463.0,477.0,500.0,490.0,492.0,517.0,511.0,519.0
unmatched_applicants,535.0,402.0,397.0,396.0,396.0,396.0,396.0,401.0,396.0,401.0,414.0,426.0,423.0,438.0,436.0,442.0,453.0,463.0,470.0,471.0,491.0,495.0,501.0,491.0,503.0,526.0,507.0
unmatched_applicants,523.0,401.0,398.0,396.0,396.0,396.0,398.0,399.0,401.0,407.0,404.0,415.0,424.0,434.0,442.0,446.0,454.0,462.0,461.0,465.0,484.0,483.0,489.0,496.0,510.0,513.0,524.0
unmatched_applicants,522.0,407.0,398.0,396.0,396.0,396.0,396.0,405.0,399.0,405.0,420.0,421.0,428.0,431.0,441.0,445.0,460.0,462.0,458.0,463.0,480.0,483.0,489.0,498.0,529.0,518.0,518.0
unmatched_applicants,515.0,402.0,398.0,396.0,396.0,396.0,397.0,399.0,401.0,402.0,410.0,416.0,427.0,426.0,439.0,443.0,456.0,459.0,465.0,465.0,486.0,485.0,491.0,501.0,519.0,515.0,522.0
unfilled_spots,121.0,7.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,10.0,13.0,28.0,27.0,43.0,40.0,46.0,54.0,66.0,67.0,80.0,87.0,89.0,97.0,94.0,115.0,123.0,113.0
unfilled_spots,115.0,7.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,18.0,27.0,39.0,31.0,44.0,56.0,65.0,64.0,71.0,76.0,89.0,100.0,90.0,104.0,119.0,115.0,131.0
