Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,113.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,96.0,94.0,93.0,91.0,101.0,101.0,99.0,106.0,102.0,103.0,111.0,112.0
unmatched_applicants,117.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0,91.0,91.0,93.0,94.0,93.0,93.0,99.0,98.0,100.0,103.0,109.0,107.0,107.0,108.0
unmatched_applicants,113.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,93.0,93.0,98.0,99.0,97.0,97.0,97.0,97.0,105.0,107.0,106.0,109.0
unmatched_applicants,114.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,94.0,94.0,92.0,96.0,98.0,95.0,99.0,103.0,105.0,106.0,114.0,103.0,110.0
unmatched_applicants,110.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,93.0,93.0,91.0,95.0,97.0,94.0,97.0,97.0,105.0,104.0,107.0,108.0,112.0
unmatched_applicants,115.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,93.0,91.0,92.0,95.0,96.0,98.0,104.0,105.0,105.0,104.0,103.0,111.0
unmatched_applicants,115.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,94.0,97.0,92.0,99.0,96.0,97.0,100.0,108.0,118.0,104.0,113.0
unmatched_applicants,117.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,93.0,97.0,98.0,99.0,98.0,97.0,100.0,106.0,109.0,119.0
unmatched_applicants,113.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,91.0,94.0,93.0,95.0,100.0,96.0,101.0,103.0,102.0,105.0,113.0,110.0
unmatched_applicants,115.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,93.0,93.0,94.0,91.0,99.0,100.0,101.0,104.0,105.0,114.0,112.0,117.0
