Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,919.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,849.0,844.0,848.0,854.0,855.0,858.0,867.0,865.0,874.0,871.0,882.0,895.0,893.0,896.0,895.0,908.0,920.0,922.0,911.0
unmatched_applicants,932.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,849.0,861.0,859.0,863.0,871.0,873.0,881.0,888.0,888.0,897.0,901.0,906.0,913.0,908.0,919.0,930.0
unmatched_applicants,933.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,844.0,844.0,844.0,844.0,844.0,857.0,859.0,862.0,865.0,880.0,878.0,882.0,888.0,897.0,895.0,908.0,913.0,910.0,916.0,919.0
unmatched_applicants,934.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,846.0,849.0,846.0,861.0,859.0,860.0,864.0,881.0,872.0,882.0,884.0,897.0,903.0,905.0,914.0,915.0,910.0,921.0
unmatched_applicants,923.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,844.0,848.0,858.0,854.0,861.0,875.0,879.0,881.0,882.0,892.0,900.0,901.0,905.0,911.0,915.0,923.0,924.0
unmatched_applicants,921.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,853.0,857.0,858.0,857.0,873.0,878.0,873.0,882.0,889.0,887.0,897.0,901.0,904.0,921.0,912.0,917.0
unmatched_applicants,933.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,848.0,860.0,859.0,859.0,873.0,883.0,877.0,885.0,892.0,899.0,897.0,901.0,905.0,917.0,917.0,920.0
unmatched_applicants,928.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,849.0,852.0,853.0,866.0,860.0,864.0,876.0,875.0,881.0,884.0,901.0,906.0,908.0,912.0,918.0,916.0,925.0
unmatched_applicants,921.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,852.0,848.0,857.0,855.0,858.0,868.0,869.0,883.0,881.0,881.0,894.0,895.0,900.0,904.0,911.0,918.0,913.0,919.0
unmatched_applicants,928.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,846.0,844.0,844.0,844.0,844.0,851.0,849.0,863.0,863.0,869.0,879.0,878.0,886.0,892.0,897.0,895.0,906.0,911.0,912.0,918.0,926.0
unfilled_spots,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,10.0,11.0,14.0,23.0,21.0,30.0,27.0,38.0,51.0,49.0,52.0,51.0,64.0,76.0,78.0,67.0
unfilled_spots,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,15.0,19.0,27.0,29.0,37.0,44.0,44.0,53.0,57.0,62.0,69.0,64.0,75.0,86.0
unfilled_spots,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,18.0,21.0,36.0,34.0,38.0,44.0,53.0,51.0,64.0,69.0,66.0,72.0,75.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,17.0,15.0,16.0,20.0,37.0,28.0,38.0,40.0,53.0,59.0,61.0,70.0,71.0,66.0,77.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,10.0,17.0,31.0,35.0,37.0,38.0,48.0,56.0,57.0,61.0,67.0,71.0,79.0,80.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,14.0,13.0,29.0,34.0,29.0,38.0,45.0,43.0,53.0,57.0,60.0,77.0,68.0,73.0
unfilled_spots,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,15.0,15.0,29.0,39.0,33.0,41.0,48.0,55.0,53.0,57.0,61.0,73.0,73.0,76.0
unfilled_spots,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,9.0,22.0,16.0,20.0,32.0,31.0,37.0,40.0,57.0,62.0,64.0,68.0,74.0,72.0,81.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,13.0,11.0,14.0,24.0,25.0,39.0,37.0,37.0,50.0,51.0,56.0,60.0,67.0,74.0,69.0,75.0
unfilled_spots,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,19.0,19.0,25.0,35.0,34.0,42.0,48.0,53.0,51.0,62.0,67.0,68.0,74.0,82.0
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,411.37106918238993,362.2641509433962,247.60377358490567,159.42138364779873,126.8993710691824,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,411.8364779874214,355.2327044025157,277.0880503144654,161.62893081761007,122.86792452830188,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,422.0566037735849,407.25786163522014,363.9559748427673,262.1383647798742,149.61635220125785,128.93710691823898,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,405.0314465408805,376.74213836477986,257.8490566037736,147.29559748427673,130.45911949685535,135.9182389937107,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,405.12578616352204,366.66037735849056,239.67924528301887,151.49685534591194,128.44025157232704,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,415.8679245283019,365.75471698113205,272.1949685534591,152.52830188679246,124.76100628930817,135.8993710691824,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,422.34591194968556,413.6792452830189,366.61006289308176,255.39622641509433,161.77987421383648,126.73584905660377,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,422.2201257861635,415.84276729559747,361.9056603773585,250.35220125786162,144.8679245283019,126.98113207547169,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,409.8050314465409,372.1698113207547,272.60377358490564,149.71069182389937,128.98742138364778,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
reviews_per_program,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,424.45283018867923,413.66037735849056,372.39622641509436,262.0440251572327,161.88679245283018,128.83018867924528,134.03773584905662,145.20754716981133,156.37735849056602,167.54716981132074,178.71698113207546,189.88679245283018,201.0566037735849,212.22641509433961,223.39622641509433,234.56603773584905,245.73584905660377,256.9056603773585,268.07547169811323,279.24528301886795,290.41509433962267,301.58490566037733,312.75471698113205,323.92452830188677,335.0943396226415,346.2641509433962,357.4339622641509,368.60377358490564,379.77358490566036,390.9433962264151,402.1132075471698,413.2830188679245
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985521235521235,0.9881052927927928,0.9571446446446447,0.8837837837837837,0.8107084357084358,0.7434309309309309,0.6862439362439362,0.6372265122265123,0.5947447447447447,0.5575731981981982,0.5247747747747747,0.4956206206206206,0.4695353247984827,0.4460585585585586,0.4248176748176748,0.4055077805077805,0.3878770074422248,0.37171546546546547,0.35684684684684687,0.3431219681219681,0.33041374708041377,0.31861325611325614,0.3076265921093507,0.29737237237237235,0.28777971519907003,0.2787865990990991,0.27033852033852035,0.26238738738738737,0.2548906048906049,0.2478103103103103,0.2411127343559776
