Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,1024.0,882.0,887.0,867.0,863.0,876.0,907.0,985.0
unmatched_applicants,1026.0,891.0,889.0,873.0,863.0,864.0,907.0,979.0
unmatched_applicants,1021.0,896.0,886.0,868.0,863.0,868.0,922.0,985.0
unmatched_applicants,1002.0,887.0,885.0,873.0,863.0,865.0,902.0,977.0
unmatched_applicants,1024.0,883.0,880.0,863.0,863.0,869.0,922.0,972.0
unmatched_applicants,1038.0,892.0,878.0,865.0,863.0,868.0,920.0,962.0
unmatched_applicants,1016.0,892.0,881.0,864.0,863.0,864.0,910.0,1005.0
unmatched_applicants,1017.0,888.0,880.0,868.0,863.0,867.0,910.0,964.0
unmatched_applicants,991.0,887.0,876.0,868.0,863.0,863.0,903.0,980.0
unmatched_applicants,1006.0,887.0,865.0,863.0,863.0,864.0,904.0,978.0
unfilled_spots,161.0,19.0,24.0,4.0,0.0,13.0,44.0,122.0
unfilled_spots,163.0,28.0,26.0,10.0,0.0,1.0,44.0,116.0
unfilled_spots,158.0,33.0,23.0,5.0,0.0,5.0,59.0,122.0
unfilled_spots,139.0,24.0,22.0,10.0,0.0,2.0,39.0,114.0
unfilled_spots,161.0,20.0,17.0,0.0,0.0,6.0,59.0,109.0
unfilled_spots,175.0,29.0,15.0,2.0,0.0,5.0,57.0,99.0
unfilled_spots,153.0,29.0,18.0,1.0,0.0,1.0,47.0,142.0
unfilled_spots,154.0,25.0,17.0,5.0,0.0,4.0,47.0,101.0
unfilled_spots,128.0,24.0,13.0,5.0,0.0,0.0,40.0,117.0
unfilled_spots,143.0,24.0,2.0,0.0,0.0,1.0,41.0,115.0
reviews_per_program,127.936,127.936,127.936,125.644,91.396,81.308,95.952,111.944
reviews_per_program,127.936,127.936,127.936,126.32,90.264,81.144,95.952,111.944
reviews_per_program,127.936,127.936,127.936,125.624,91.8,81.408,95.952,111.944
reviews_per_program,127.936,127.936,127.936,126.404,91.288,80.336,95.952,111.944
reviews_per_program,127.936,127.936,127.936,125.464,92.536,80.52,96.048,111.944
reviews_per_program,127.936,127.936,127.936,124.048,90.456,82.148,95.952,111.944
reviews_per_program,127.936,127.936,127.936,126.716,91.744,80.852,95.952,111.944
reviews_per_program,127.936,127.936,127.936,125.02,91.628,80.16,95.952,111.944
reviews_per_program,127.936,127.936,127.936,126.708,92.388,81.904,95.952,111.944
reviews_per_program,127.936,127.936,127.936,125.54,91.368,80.676,95.952,111.944
pct_interview_given_signal,0.0,1.0,1.0,0.9994163748540937,0.9396573286643322,0.7823411705852926,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9987493746873437,0.9347173586793397,0.7832416208104052,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9979989994997499,0.9372811405702851,0.7826413206603302,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9984158746039686,0.9376563281640821,0.7834917458729365,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9989161247290311,0.9338419209604802,0.7839419709854928,0.6533683508420877,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9974153743538436,0.939719859929965,0.7826913456728364,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9988327497081875,0.9385942971485743,0.7834917458729365,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9983324995831249,0.9400950475237618,0.783991995997999,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9987493746873437,0.9353426713356678,0.7830915457728864,0.6534517258629314,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9991662497915624,0.9392196098049025,0.7833416708354177,0.6534517258629314,0.5601014793110841
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18449224612306153,0.04052026013006503,0.0030015007503751876,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18489244622311155,0.04546023011505753,0.0015007503751875938,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18534267133566784,0.04289644822411206,0.0025012506253126563,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18509254627313657,0.04252126063031516,0.0010838752709688177,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18479239619809906,0.04633566783391696,0.00033350008337502084,0.0002501250625312656,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.1856928464232116,0.04045772886443222,0.002417875604468901,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.1848424212106053,0.04158329164582291,0.0010838752709688177,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18514257128564282,0.04008254127063532,0.0002501250625312656,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.18489244622311155,0.04483491745872936,0.0017508754377188595,0.0,0.0
pct_interview_given_nosignal,0.4900887943971986,0.41724433645394127,0.3201183925295981,0.1846423211605803,0.04095797898949475,0.0013340003335000834,0.0,0.0
pct_interview_given_application,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986
pct_interview_given_application,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986
pct_interview_given_application,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986
pct_interview_given_application,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986,0.4900887943971986
