Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,3467.0,3312.0,3312.0,3312.0,3312.0,3312.0,3316.0,3321.0,3316.0,3340.0,3365.0,3394.0,3398.0,3417.0,3458.0
unmatched_applicants,3476.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3320.0,3321.0,3346.0,3360.0,3395.0,3385.0,3425.0,3429.0
unmatched_applicants,3461.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3321.0,3318.0,3335.0,3372.0,3392.0,3393.0,3426.0,3441.0
unmatched_applicants,3494.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3321.0,3318.0,3347.0,3366.0,3406.0,3399.0,3416.0,3451.0
unmatched_applicants,3479.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3317.0,3325.0,3331.0,3363.0,3392.0,3387.0,3429.0,3445.0
unmatched_applicants,3470.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3317.0,3315.0,3344.0,3373.0,3399.0,3392.0,3433.0,3442.0
unmatched_applicants,3480.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3314.0,3316.0,3327.0,3371.0,3382.0,3395.0,3427.0,3446.0
unmatched_applicants,3473.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3316.0,3318.0,3335.0,3365.0,3395.0,3407.0,3416.0,3440.0
unmatched_applicants,3462.0,3312.0,3312.0,3312.0,3312.0,3312.0,3313.0,3316.0,3314.0,3339.0,3363.0,3392.0,3396.0,3424.0,3437.0
unmatched_applicants,3470.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3313.0,3323.0,3325.0,3365.0,3385.0,3387.0,3416.0,3455.0
unfilled_spots,155.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,28.0,53.0,82.0,86.0,105.0,146.0
unfilled_spots,164.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,34.0,48.0,83.0,73.0,113.0,117.0
unfilled_spots,149.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,23.0,60.0,80.0,81.0,114.0,129.0
unfilled_spots,182.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,35.0,54.0,94.0,87.0,104.0,139.0
unfilled_spots,167.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,19.0,51.0,80.0,75.0,117.0,133.0
unfilled_spots,158.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,32.0,61.0,87.0,80.0,121.0,130.0
unfilled_spots,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,15.0,59.0,70.0,83.0,115.0,134.0
unfilled_spots,161.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,23.0,53.0,83.0,95.0,104.0,128.0
unfilled_spots,150.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,27.0,51.0,80.0,84.0,112.0,125.0
unfilled_spots,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,13.0,53.0,73.0,75.0,104.0,143.0
reviews_per_program,328.728813559322,328.728813559322,311.8728813559322,89.49152542372882,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,313.00847457627117,83.98728813559322,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,303.114406779661,90.42796610169492,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,308.5169491525424,84.69067796610169,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,311.1525423728813,93.5635593220339,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,307.1864406779661,87.25,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,313.10593220338984,82.39406779661017,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,311.77966101694915,86.82203389830508,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,311.89830508474574,88.5042372881356,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
reviews_per_program,328.728813559322,328.728813559322,310.27542372881356,81.59745762711864,87.66101694915254,109.57627118644068,131.4915254237288,153.40677966101694,175.32203389830508,197.23728813559322,219.15254237288136,241.0677966101695,262.9830508474576,284.89830508474574,306.8135593220339
pct_interview_given_signal,0.0,1.0,0.9976798143851509,0.834364526939933,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9973897911832946,0.8347512245424078,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.996616395978345,0.8338489301366332,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9957463263727765,0.8347512245424078,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9946829079659706,0.8325599381283836,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9957463263727765,0.8338489301366332,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9965197215777262,0.8348801237432328,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9950696055684455,0.8330755349316834,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9964230471771075,0.8330755349316834,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_signal,0.0,1.0,0.9954563031709204,0.837200309358082,0.6293503480278422,0.5034802784222738,0.4195668986852282,0.35962877030162416,0.3146751740139211,0.2797112657901521,0.2517401392111369,0.22885467201012444,0.2097834493426141,0.19364626093164375,0.17981438515081208
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.04015705871854364,0.0011923176076308326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.04020167767267535,0.0010956432070121165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.040320661550359925,0.0013212168084557876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.040454518412755075,0.0010956432070121165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.04061812124457136,0.0016434648105181748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.040454518412755075,0.0013212168084557876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.0403355345350705,0.0010634184068058778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.04055862930572907,0.00151456560969322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.04035040751978107,0.00151456560969322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.16782675947409126,0.10838581372224064,0.04049913736688679,0.0004833720030935808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126
pct_interview_given_application,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126,0.16782675947409126
