Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,116.0,76.0,76.0,77.0,76.0,76.0,77.0,79.0,79.0,78.0,80.0,81.0,82.0,82.0,84.0,86.0,89.0,92.0,91.0,91.0,95.0,93.0,96.0,94.0,96.0,103.0,99.0,105.0,105.0,110.0,111.0,107.0,107.0,109.0,108.0,111.0,115.0,116.0
unmatched_applicants,116.0,78.0,76.0,78.0,76.0,77.0,77.0,78.0,81.0,80.0,80.0,81.0,84.0,80.0,85.0,87.0,87.0,89.0,92.0,94.0,97.0,93.0,92.0,97.0,102.0,100.0,102.0,106.0,108.0,108.0,110.0,107.0,104.0,112.0,110.0,113.0,116.0,118.0
unmatched_applicants,115.0,76.0,76.0,77.0,77.0,77.0,77.0,79.0,79.0,79.0,80.0,80.0,85.0,83.0,85.0,88.0,92.0,89.0,91.0,91.0,96.0,92.0,93.0,97.0,100.0,103.0,101.0,104.0,108.0,107.0,110.0,106.0,108.0,110.0,107.0,112.0,115.0,114.0
unmatched_applicants,118.0,78.0,76.0,78.0,76.0,76.0,77.0,79.0,79.0,81.0,80.0,82.0,81.0,82.0,84.0,85.0,87.0,86.0,94.0,91.0,96.0,94.0,96.0,95.0,98.0,102.0,104.0,102.0,107.0,107.0,110.0,107.0,107.0,110.0,112.0,114.0,112.0,114.0
unmatched_applicants,115.0,77.0,78.0,77.0,76.0,77.0,77.0,79.0,78.0,80.0,81.0,82.0,82.0,82.0,85.0,89.0,89.0,91.0,89.0,93.0,97.0,95.0,95.0,94.0,103.0,98.0,102.0,103.0,108.0,110.0,110.0,106.0,107.0,107.0,113.0,113.0,112.0,117.0
unmatched_applicants,117.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,77.0,79.0,81.0,80.0,82.0,83.0,81.0,86.0,87.0,88.0,94.0,93.0,95.0,93.0,92.0,97.0,100.0,100.0,99.0,102.0,107.0,107.0,112.0,109.0,109.0,109.0,112.0,116.0,114.0,114.0
unmatched_applicants,116.0,77.0,77.0,76.0,76.0,76.0,78.0,78.0,78.0,80.0,79.0,82.0,84.0,82.0,84.0,87.0,89.0,90.0,90.0,94.0,93.0,92.0,96.0,96.0,106.0,103.0,101.0,105.0,102.0,110.0,113.0,106.0,108.0,107.0,111.0,116.0,114.0,114.0
unmatched_applicants,116.0,78.0,76.0,76.0,76.0,77.0,78.0,77.0,79.0,79.0,79.0,80.0,83.0,84.0,85.0,85.0,88.0,93.0,91.0,91.0,94.0,94.0,96.0,98.0,96.0,98.0,102.0,106.0,106.0,110.0,110.0,107.0,105.0,110.0,114.0,113.0,115.0,117.0
unmatched_applicants,114.0,76.0,76.0,77.0,76.0,78.0,78.0,78.0,81.0,78.0,81.0,82.0,81.0,81.0,85.0,85.0,90.0,89.0,92.0,95.0,93.0,93.0,95.0,96.0,97.0,103.0,103.0,105.0,105.0,107.0,113.0,105.0,108.0,106.0,107.0,111.0,114.0,115.0
unmatched_applicants,118.0,78.0,76.0,78.0,77.0,76.0,79.0,77.0,80.0,80.0,81.0,81.0,81.0,83.0,85.0,86.0,91.0,91.0,92.0,94.0,96.0,94.0,94.0,100.0,100.0,101.0,102.0,102.0,106.0,109.0,111.0,107.0,108.0,110.0,115.0,111.0,113.0,115.0
