Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,1082.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1041.0,1037.0,1040.0,1054.0,1047.0,1056.0,1060.0,1056.0,1075.0,1067.0
unmatched_applicants,1077.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0,1043.0,1041.0,1043.0,1051.0,1047.0,1053.0,1064.0,1055.0,1076.0,1078.0
unmatched_applicants,1069.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0,1035.0,1047.0,1045.0,1040.0,1035.0,1051.0,1052.0,1052.0,1057.0,1063.0,1078.0,1072.0
unmatched_applicants,1080.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0,1038.0,1038.0,1039.0,1041.0,1044.0,1039.0,1054.0,1057.0,1056.0,1058.0,1059.0,1068.0,1070.0
unmatched_applicants,1073.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1035.0,1039.0,1035.0,1037.0,1058.0,1053.0,1054.0,1053.0,1068.0,1064.0,1070.0
unmatched_applicants,1077.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1036.0,1039.0,1037.0,1042.0,1041.0,1043.0,1047.0,1048.0,1060.0,1060.0,1077.0,1080.0
unmatched_applicants,1073.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1036.0,1038.0,1043.0,1040.0,1044.0,1056.0,1045.0,1060.0,1067.0,1075.0,1064.0
unmatched_applicants,1072.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1037.0,1036.0,1041.0,1045.0,1049.0,1055.0,1051.0,1072.0,1073.0,1076.0
unmatched_applicants,1079.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1041.0,1041.0,1035.0,1051.0,1051.0,1047.0,1062.0,1063.0,1062.0,1074.0
unmatched_applicants,1084.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1037.0,1035.0,1039.0,1035.0,1038.0,1044.0,1047.0,1060.0,1048.0,1049.0,1062.0,1073.0,1068.0
unfilled_spots,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,19.0,12.0,21.0,25.0,21.0,40.0,32.0
unfilled_spots,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,8.0,16.0,12.0,18.0,29.0,20.0,41.0,43.0
unfilled_spots,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,10.0,5.0,0.0,16.0,17.0,17.0,22.0,28.0,43.0,37.0
unfilled_spots,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,9.0,4.0,19.0,22.0,21.0,23.0,24.0,33.0,35.0
unfilled_spots,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,23.0,18.0,19.0,18.0,33.0,29.0,35.0
unfilled_spots,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,7.0,6.0,8.0,12.0,13.0,25.0,25.0,42.0,45.0
unfilled_spots,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,5.0,9.0,21.0,10.0,25.0,32.0,40.0,29.0
unfilled_spots,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,10.0,14.0,20.0,16.0,37.0,38.0,41.0
unfilled_spots,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,16.0,12.0,27.0,28.0,27.0,39.0
unfilled_spots,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,9.0,12.0,25.0,13.0,14.0,27.0,38.0,33.0
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,280.9616858237548,273.22222222222223,248.95785440613028,208.35632183908046,180.54022988505747,144.39080459770116,123.92337164750958,122.13793103448276,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,269.60919540229884,255.1494252873563,217.367816091954,181.4214559386973,138.91570881226053,125.73180076628353,120.24137931034483,129.40996168582376,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,280.93486590038316,274.5977011494253,249.86206896551724,216.12260536398466,174.6743295019157,145.44444444444446,123.67049808429118,122.13793103448276,128.71264367816093,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,280.9808429118774,276.2260536398467,252.96934865900383,207.62452107279694,175.38697318007664,140.1992337164751,121.73946360153256,120.9080459770115,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,277.08429118773944,255.4214559386973,210.91570881226053,177.22222222222223,138.11877394636016,122.37547892720306,122.75095785440612,128.75095785440612,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.0383141762452,274.51340996168585,252.639846743295,213.21455938697318,178.39846743295018,137.45210727969348,126.95785440613027,122.12260536398468,128.66283524904213,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,277.83141762452107,252.72030651340995,217.1494252873563,177.73563218390805,145.55172413793105,120.63984674329502,120.79693486590038,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
reviews_per_program,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,281.82758620689657,273.9846743295019,245.632183908046,215.6743295019157,174.77394636015325,138.78927203065135,122.36781609195403,122.77394636015326,128.62452107279694,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907
