Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,546.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,545.0,542.0,542.0
unmatched_applicants,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,547.0,542.0
unmatched_applicants,546.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0
unmatched_applicants,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0,546.0,542.0
unmatched_applicants,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0
unmatched_applicants,546.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0
unmatched_applicants,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0
unmatched_applicants,547.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,545.0,542.0
unmatched_applicants,548.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0,542.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
unfilled_spots,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,230.96363636363637,141.1090909090909,87.05454545454545,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,231.8,136.4,84.23636363636363,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,238.5090909090909,138.0909090909091,83.69090909090909,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,231.1818181818182,139.3272727272727,80.16363636363636,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,231.8181818181818,135.3090909090909,83.94545454545455,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,227.78181818181818,145.0,87.2,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,231.63636363636363,138.4181818181818,80.65454545454546,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,234.74545454545455,135.4,80.61818181818182,88.07272727272728,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,227.5818181818182,144.5818181818182,81.21818181818182,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
reviews_per_program,241.70909090909092,241.70909090909092,241.70909090909092,230.98181818181817,136.4181818181818,77.56363636363636,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091
pct_interview_given_signal,0.0,1.0,1.0,0.9978687127024722,0.92806905370844,0.7892583120204604,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9884910485933504,0.926150895140665,0.7913043478260869,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9974424552429667,0.92806905370844,0.7953964194373402,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9953111679454391,0.9293478260869565,0.7948849104859335,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9991474850809889,0.930306905370844,0.7918158567774936,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9953111679454391,0.9363810741687979,0.7936061381074169,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9965899403239556,0.9440537084398977,0.7938618925831202,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9987212276214834,0.9251918158567775,0.7913043478260869,0.6647485080988917,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9961636828644501,0.9248721227621484,0.7938618925831202,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_signal,0.0,1.0,1.0,0.9965899403239556,0.9363810741687979,0.7966751918158568,0.6649616368286445,0.5699671172816952,0.49872122762148335,0.443307757885763,0.3989769820971867,0.3627063473610788,0.33248081841432225,0.3069053708439898,0.2849835586408476,0.2659846547314578,0.24936061381074168
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07115454877603215,0.02134566201062365,0.0036231884057971015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07316404822798685,0.02193586464686209,0.0027706734867860186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.0712458896602119,0.02134566201062365,0.0010656436487638534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07170259408111071,0.020952193586464687,0.0012787723785166241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07088052612349288,0.020657092268345466,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07170259408111071,0.0187881172535904,0.0018115942028985507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07142857142857142,0.01642730670863663,0.0017050298380221654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07097186700767263,0.022230965964981312,0.0027706734867860186,0.00011625203441060219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.23469234241010983,0.18686061381074168,0.13265132139812447,0.07151991231275119,0.02232933307102105,0.0017050298380221654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
