Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,648.0,407.0,398.0,396.0,396.0,396.0,398.0,405.0,407.0,416.0,424.0,432.0,446.0,443.0,449.0,468.0,474.0,490.0,489.0,480.0,520.0,520.0,532.0,519.0,543.0,547.0,543.0,551.0,584.0,577.0,578.0,588.0,605.0,624.0,620.0,612.0,648.0
unmatched_applicants,643.0,412.0,401.0,398.0,396.0,400.0,397.0,404.0,408.0,416.0,422.0,429.0,453.0,439.0,446.0,456.0,485.0,479.0,489.0,498.0,514.0,515.0,539.0,511.0,552.0,555.0,550.0,548.0,584.0,595.0,585.0,583.0,614.0,616.0,618.0,617.0,643.0
unmatched_applicants,637.0,409.0,398.0,396.0,396.0,398.0,401.0,399.0,411.0,422.0,424.0,430.0,440.0,449.0,455.0,459.0,482.0,490.0,486.0,482.0,500.0,512.0,515.0,519.0,551.0,559.0,539.0,542.0,589.0,585.0,585.0,589.0,608.0,630.0,624.0,619.0,653.0
unmatched_applicants,655.0,405.0,402.0,398.0,396.0,396.0,402.0,407.0,406.0,422.0,419.0,432.0,445.0,446.0,455.0,457.0,489.0,486.0,470.0,492.0,516.0,507.0,519.0,521.0,557.0,545.0,549.0,552.0,593.0,590.0,580.0,593.0,619.0,609.0,628.0,629.0,645.0
unmatched_applicants,644.0,413.0,401.0,396.0,396.0,396.0,401.0,404.0,414.0,416.0,424.0,426.0,436.0,447.0,444.0,458.0,475.0,479.0,481.0,493.0,509.0,510.0,514.0,523.0,553.0,553.0,548.0,559.0,580.0,580.0,590.0,586.0,631.0,609.0,624.0,611.0,652.0
unmatched_applicants,648.0,411.0,401.0,396.0,396.0,396.0,401.0,407.0,410.0,420.0,416.0,425.0,453.0,457.0,454.0,461.0,469.0,492.0,483.0,485.0,517.0,507.0,509.0,520.0,556.0,544.0,541.0,560.0,585.0,597.0,587.0,571.0,626.0,610.0,619.0,613.0,649.0
unmatched_applicants,654.0,409.0,398.0,397.0,396.0,400.0,402.0,409.0,405.0,415.0,427.0,436.0,433.0,441.0,456.0,457.0,470.0,476.0,481.0,479.0,525.0,503.0,519.0,510.0,538.0,553.0,548.0,546.0,592.0,585.0,578.0,578.0,610.0,615.0,621.0,622.0,635.0
unmatched_applicants,642.0,402.0,402.0,396.0,396.0,396.0,402.0,403.0,410.0,417.0,420.0,430.0,447.0,444.0,456.0,456.0,482.0,473.0,471.0,480.0,515.0,511.0,515.0,513.0,543.0,550.0,556.0,547.0,584.0,584.0,598.0,585.0,613.0,620.0,618.0,614.0,646.0
unmatched_applicants,648.0,409.0,398.0,399.0,396.0,396.0,399.0,401.0,411.0,420.0,422.0,436.0,442.0,445.0,447.0,459.0,470.0,473.0,473.0,489.0,523.0,513.0,513.0,509.0,556.0,546.0,551.0,550.0,589.0,600.0,595.0,587.0,629.0,625.0,609.0,622.0,652.0
unmatched_applicants,655.0,419.0,398.0,396.0,396.0,396.0,397.0,407.0,414.0,417.0,432.0,438.0,446.0,449.0,450.0,461.0,484.0,469.0,483.0,478.0,521.0,518.0,520.0,515.0,564.0,544.0,554.0,548.0,585.0,589.0,592.0,601.0,616.0,610.0,627.0,615.0,653.0
