Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,278.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,252.0,255.0,257.0,260.0,259.0,261.0,263.0,263.0,266.0,269.0,274.0,273.0,273.0,273.0
unmatched_applicants,278.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,248.0,251.0,254.0,257.0,259.0,262.0,260.0,260.0,264.0,265.0,271.0,273.0,274.0,275.0,274.0
unmatched_applicants,278.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,253.0,258.0,259.0,260.0,261.0,261.0,262.0,268.0,270.0,274.0,274.0,273.0,276.0
unmatched_applicants,276.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,252.0,252.0,256.0,260.0,259.0,259.0,263.0,264.0,269.0,270.0,273.0,274.0,273.0,275.0
unmatched_applicants,277.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,248.0,249.0,253.0,257.0,259.0,261.0,261.0,263.0,262.0,268.0,269.0,274.0,274.0,274.0,276.0
unmatched_applicants,278.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,250.0,253.0,254.0,260.0,259.0,260.0,260.0,264.0,265.0,272.0,274.0,273.0,275.0,274.0
unmatched_applicants,280.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,251.0,255.0,257.0,261.0,260.0,260.0,260.0,264.0,267.0,270.0,275.0,275.0,276.0,276.0
unmatched_applicants,277.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,248.0,247.0,252.0,254.0,256.0,260.0,260.0,259.0,261.0,263.0,267.0,269.0,274.0,274.0,273.0,275.0
unmatched_applicants,275.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,251.0,253.0,257.0,259.0,259.0,260.0,262.0,265.0,267.0,270.0,275.0,274.0,275.0,273.0
unmatched_applicants,279.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,250.0,254.0,256.0,260.0,259.0,261.0,262.0,264.0,265.0,271.0,274.0,273.0,273.0,275.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10.0,13.0,12.0,14.0,16.0,16.0,19.0,22.0,27.0,26.0,26.0,26.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,10.0,12.0,15.0,13.0,13.0,17.0,18.0,24.0,26.0,27.0,28.0,27.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,12.0,13.0,14.0,14.0,15.0,21.0,23.0,27.0,27.0,26.0,29.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,9.0,13.0,12.0,12.0,16.0,17.0,22.0,23.0,26.0,27.0,26.0,28.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,10.0,12.0,14.0,14.0,16.0,15.0,21.0,22.0,27.0,27.0,27.0,29.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,13.0,12.0,13.0,13.0,17.0,18.0,25.0,27.0,26.0,28.0,27.0
unfilled_spots,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,10.0,14.0,13.0,13.0,13.0,17.0,20.0,23.0,28.0,28.0,29.0,29.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,9.0,13.0,13.0,12.0,14.0,16.0,20.0,22.0,27.0,27.0,26.0,28.0
unfilled_spots,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,12.0,12.0,13.0,15.0,18.0,20.0,23.0,28.0,27.0,28.0,26.0
unfilled_spots,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,9.0,13.0,12.0,14.0,15.0,17.0,18.0,24.0,27.0,26.0,26.0,28.0
reviews_per_program,265.77777777777777,165.92592592592592,30.0,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,127.85185185185185,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,136.03703703703704,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,143.2962962962963,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,151.59259259259258,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,163.25925925925927,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,157.07407407407408,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,164.85185185185185,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,166.11111111111111,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
reviews_per_program,265.77777777777777,165.59259259259258,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742,221.4814814814815,232.55555555555554,243.62962962962962,254.7037037037037
pct_interview_given_signal,0.0,0.8862876254180602,0.520066889632107,0.34782608695652173,0.2608695652173913,0.20869565217391303,0.17391304347826086,0.14906832298136646,0.13043478260869565,0.11594202898550725,0.10434782608695652,0.09486166007905138,0.08695652173913043,0.0802675585284281,0.07453416149068323,0.06956521739130435,0.06521739130434782,0.061381074168797956,0.057971014492753624,0.05491990846681922,0.05217391304347826,0.049689440993788817,0.04743083003952569,0.045368620037807186
