Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,1785.0,1532.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1529.0,1528.0,1528.0,1539.0,1544.0,1559.0,1565.0,1578.0,1591.0,1607.0,1617.0,1623.0,1655.0,1663.0,1679.0,1679.0,1693.0,1710.0,1740.0,1735.0,1761.0,1759.0
unmatched_applicants,1783.0,1529.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1534.0,1537.0,1555.0,1561.0,1566.0,1592.0,1594.0,1620.0,1630.0,1632.0,1651.0,1654.0,1677.0,1695.0,1694.0,1711.0,1725.0,1755.0,1766.0,1742.0
unmatched_applicants,1802.0,1528.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1531.0,1540.0,1535.0,1547.0,1560.0,1564.0,1584.0,1597.0,1615.0,1619.0,1632.0,1640.0,1653.0,1680.0,1687.0,1704.0,1692.0,1742.0,1753.0,1754.0,1748.0
unmatched_applicants,1779.0,1535.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1531.0,1527.0,1537.0,1544.0,1575.0,1557.0,1573.0,1601.0,1599.0,1626.0,1623.0,1666.0,1667.0,1689.0,1683.0,1702.0,1716.0,1728.0,1760.0,1738.0,1757.0
unmatched_applicants,1795.0,1533.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1529.0,1534.0,1533.0,1554.0,1554.0,1559.0,1571.0,1595.0,1613.0,1606.0,1618.0,1657.0,1668.0,1665.0,1685.0,1695.0,1710.0,1747.0,1749.0,1753.0,1763.0
unmatched_applicants,1795.0,1529.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1529.0,1531.0,1530.0,1539.0,1548.0,1555.0,1566.0,1574.0,1591.0,1614.0,1621.0,1634.0,1642.0,1654.0,1678.0,1694.0,1692.0,1711.0,1742.0,1730.0,1758.0,1768.0
unmatched_applicants,1777.0,1529.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1529.0,1530.0,1543.0,1543.0,1553.0,1561.0,1579.0,1607.0,1619.0,1616.0,1642.0,1651.0,1657.0,1680.0,1687.0,1694.0,1706.0,1726.0,1727.0,1758.0,1746.0
unmatched_applicants,1771.0,1533.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1532.0,1529.0,1537.0,1544.0,1562.0,1571.0,1580.0,1598.0,1611.0,1612.0,1627.0,1639.0,1667.0,1691.0,1698.0,1695.0,1695.0,1730.0,1739.0,1733.0,1752.0
unmatched_applicants,1782.0,1532.0,1528.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1528.0,1532.0,1532.0,1539.0,1542.0,1569.0,1547.0,1581.0,1591.0,1610.0,1635.0,1634.0,1641.0,1658.0,1682.0,1683.0,1696.0,1706.0,1742.0,1738.0,1747.0,1770.0
unmatched_applicants,1788.0,1532.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1531.0,1535.0,1549.0,1547.0,1551.0,1554.0,1582.0,1591.0,1610.0,1616.0,1626.0,1645.0,1661.0,1672.0,1693.0,1699.0,1714.0,1737.0,1742.0,1746.0,1746.0
unfilled_spots,258.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,12.0,17.0,32.0,38.0,51.0,64.0,80.0,90.0,96.0,128.0,136.0,152.0,152.0,166.0,183.0,213.0,208.0,234.0,232.0
unfilled_spots,256.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,28.0,34.0,39.0,65.0,67.0,93.0,103.0,105.0,124.0,127.0,150.0,168.0,167.0,184.0,198.0,228.0,239.0,215.0
unfilled_spots,275.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,8.0,20.0,33.0,37.0,57.0,70.0,88.0,92.0,105.0,113.0,126.0,153.0,160.0,177.0,165.0,215.0,226.0,227.0,221.0
unfilled_spots,252.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0,17.0,48.0,30.0,46.0,74.0,72.0,99.0,96.0,139.0,140.0,162.0,156.0,175.0,189.0,201.0,233.0,211.0,230.0
unfilled_spots,268.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,27.0,27.0,32.0,44.0,68.0,86.0,79.0,91.0,130.0,141.0,138.0,158.0,168.0,183.0,220.0,222.0,226.0,236.0
unfilled_spots,268.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,12.0,21.0,28.0,39.0,47.0,64.0,87.0,94.0,107.0,115.0,127.0,151.0,167.0,165.0,184.0,215.0,203.0,231.0,241.0
unfilled_spots,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,16.0,16.0,26.0,34.0,52.0,80.0,92.0,89.0,115.0,124.0,130.0,153.0,160.0,167.0,179.0,199.0,200.0,231.0,219.0
unfilled_spots,244.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,17.0,35.0,44.0,53.0,71.0,84.0,85.0,100.0,112.0,140.0,164.0,171.0,168.0,168.0,203.0,212.0,206.0,225.0
unfilled_spots,255.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,12.0,15.0,42.0,20.0,54.0,64.0,83.0,108.0,107.0,114.0,131.0,155.0,156.0,169.0,179.0,215.0,211.0,220.0,243.0
unfilled_spots,261.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,22.0,20.0,24.0,27.0,55.0,64.0,83.0,89.0,99.0,118.0,134.0,145.0,166.0,172.0,187.0,210.0,215.0,219.0,219.0
reviews_per_program,280.53050397877985,280.53050397877985,280.53050397877985,280.53050397877985,276.6366047745358,239.86737400530504,162.49602122015915,92.41379310344827,71.74535809018568,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443
reviews_per_program,280.53050397877985,280.53050397877985,280.53050397877985,279.85145888594167,274.7214854111406,241.70557029177718,163.75066312997347,92.54907161803713,74.09283819628648,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443
