Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,1001.0,869.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,873.0,879.0,909.0,906.0,938.0,945.0,973.0,987.0
unmatched_applicants,1004.0,863.0,863.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,867.0,871.0,867.0,876.0,901.0,926.0,913.0,937.0,978.0,992.0
unmatched_applicants,1021.0,863.0,869.0,864.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,867.0,879.0,890.0,904.0,928.0,954.0,968.0,976.0
unmatched_applicants,1005.0,871.0,868.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,886.0,892.0,899.0,924.0,974.0,978.0,961.0
unmatched_applicants,1013.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,864.0,877.0,882.0,869.0,913.0,917.0,940.0,956.0,993.0,991.0
unmatched_applicants,1008.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,884.0,876.0,891.0,889.0,924.0,958.0,977.0,971.0
unmatched_applicants,994.0,865.0,866.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,878.0,890.0,905.0,894.0,922.0,948.0,981.0,974.0
unmatched_applicants,999.0,866.0,867.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,870.0,871.0,877.0,874.0,923.0,920.0,931.0,967.0,958.0
unmatched_applicants,993.0,865.0,864.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,875.0,889.0,878.0,881.0,919.0,932.0,969.0,988.0
unmatched_applicants,999.0,863.0,868.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,872.0,871.0,900.0,895.0,902.0,933.0,951.0,980.0,991.0
