Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,1045.0,870.0,873.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,871.0,866.0,894.0,877.0,899.0,950.0,978.0,946.0,1020.0
unmatched_applicants,1039.0,867.0,867.0,868.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,890.0,886.0,926.0,947.0,964.0,996.0,1013.0
unmatched_applicants,1038.0,869.0,863.0,866.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,870.0,879.0,893.0,890.0,904.0,959.0,966.0,970.0,1032.0
unmatched_applicants,1037.0,872.0,868.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,869.0,894.0,884.0,887.0,937.0,985.0,997.0,1012.0
unmatched_applicants,1058.0,870.0,869.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,865.0,866.0,869.0,894.0,891.0,922.0,927.0,962.0,959.0,994.0
unmatched_applicants,1038.0,864.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,881.0,874.0,909.0,947.0,975.0,970.0,1017.0
unmatched_applicants,1050.0,868.0,871.0,864.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,869.0,894.0,889.0,926.0,949.0,983.0,990.0,1012.0
unmatched_applicants,1057.0,869.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,879.0,896.0,905.0,963.0,982.0,983.0,1018.0
unmatched_applicants,1025.0,874.0,865.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,869.0,883.0,888.0,919.0,941.0,965.0,982.0,1003.0
unmatched_applicants,1049.0,866.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,864.0,892.0,891.0,930.0,951.0,969.0,969.0,1005.0
unfilled_spots,182.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,31.0,14.0,36.0,87.0,115.0,83.0,157.0
unfilled_spots,176.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,63.0,84.0,101.0,133.0,150.0
unfilled_spots,175.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,30.0,27.0,41.0,96.0,103.0,107.0,169.0
