Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unmatched_applicants,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,243.62962962962962,243.62962962962962,87.18518518518519,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,82.37037037037037,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,89.88888888888889,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,87.0,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,120.4074074074074,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,78.70370370370371,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,82.74074074074075,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,237.77777777777777,89.03703703703704,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,49.851851851851855,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
reviews_per_program,243.62962962962962,243.62962962962962,71.11111111111111,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927,199.33333333333334,210.40740740740742
pct_interview_given_signal,0.0,1.0,0.8779264214046822,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8779264214046822,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8578595317725752,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8795986622073578,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.842809364548495,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8729096989966555,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8712374581939799,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8578595317725752,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8862876254180602,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_signal,0.0,1.0,0.8745819397993311,0.6020066889632107,0.451505016722408,0.3612040133779264,0.3010033444816054,0.25800286669851885,0.225752508361204,0.20066889632107024,0.1806020066889632,0.164183642444512,0.1505016722408027,0.1389246205299717,0.12900143334925943,0.12040133779264214,0.112876254180602,0.10623647452291954,0.10033444816053512,0.09505368773103327
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.002508361204013378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.002508361204013378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.0045150501672240806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.0023411371237458192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.006020066889632107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.0030100334448160534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.003177257525083612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.0045150501672240806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.0016722408026755853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.082091821222256,0.038381907947125336,0.002842809364548495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256
pct_interview_given_application,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256,0.082091821222256
