Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12
unmatched_applicants,3095.0,2468.0,2451.0,2441.0,2435.0,2454.0,2506.0,2625.0,2654.0,2732.0,2797.0,2886.0,2975.0
unmatched_applicants,3104.0,2471.0,2460.0,2437.0,2435.0,2450.0,2501.0,2613.0,2612.0,2736.0,2826.0,2883.0,2989.0
unmatched_applicants,3084.0,2474.0,2450.0,2439.0,2436.0,2451.0,2529.0,2602.0,2642.0,2728.0,2813.0,2854.0,3012.0
unmatched_applicants,3093.0,2477.0,2444.0,2437.0,2435.0,2451.0,2526.0,2597.0,2633.0,2719.0,2801.0,2870.0,2972.0
unmatched_applicants,3116.0,2481.0,2452.0,2438.0,2435.0,2453.0,2513.0,2602.0,2630.0,2749.0,2820.0,2887.0,3006.0
unmatched_applicants,3093.0,2483.0,2442.0,2443.0,2435.0,2453.0,2518.0,2600.0,2610.0,2732.0,2801.0,2875.0,2992.0
unmatched_applicants,3089.0,2470.0,2443.0,2437.0,2435.0,2453.0,2520.0,2616.0,2632.0,2733.0,2804.0,2876.0,2992.0
unmatched_applicants,3090.0,2482.0,2450.0,2445.0,2438.0,2440.0,2519.0,2628.0,2642.0,2733.0,2807.0,2901.0,2979.0
unmatched_applicants,3100.0,2471.0,2450.0,2439.0,2437.0,2449.0,2506.0,2603.0,2667.0,2705.0,2801.0,2846.0,2985.0
unmatched_applicants,3091.0,2470.0,2454.0,2443.0,2435.0,2460.0,2510.0,2595.0,2662.0,2744.0,2811.0,2870.0,2997.0
unfilled_spots,660.0,33.0,16.0,6.0,0.0,19.0,71.0,190.0,219.0,297.0,362.0,451.0,540.0
unfilled_spots,669.0,36.0,25.0,2.0,0.0,15.0,66.0,178.0,177.0,301.0,391.0,448.0,554.0
unfilled_spots,649.0,39.0,15.0,4.0,1.0,16.0,94.0,167.0,207.0,293.0,378.0,419.0,577.0
unfilled_spots,658.0,42.0,9.0,2.0,0.0,16.0,91.0,162.0,198.0,284.0,366.0,435.0,537.0
unfilled_spots,681.0,46.0,17.0,3.0,0.0,18.0,78.0,167.0,195.0,314.0,385.0,452.0,571.0
unfilled_spots,658.0,48.0,7.0,8.0,0.0,18.0,83.0,165.0,175.0,297.0,366.0,440.0,557.0
unfilled_spots,654.0,35.0,8.0,2.0,0.0,18.0,85.0,181.0,197.0,298.0,369.0,441.0,557.0
unfilled_spots,655.0,47.0,15.0,10.0,3.0,5.0,84.0,193.0,207.0,298.0,372.0,466.0,544.0
unfilled_spots,665.0,36.0,15.0,4.0,2.0,14.0,71.0,168.0,232.0,270.0,366.0,411.0,550.0
unfilled_spots,656.0,35.0,19.0,8.0,0.0,25.0,75.0,160.0,227.0,309.0,376.0,435.0,562.0
reviews_per_program,134.7062423500612,134.7062423500612,134.12851897184822,101.22766217870257,50.811505507955935,45.47858017135863,53.88249694002448,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
reviews_per_program,134.7062423500612,134.7062423500612,134.2594859241126,101.39045287637698,48.592411260709916,45.44553243574052,53.99020807833537,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
reviews_per_program,134.7062423500612,134.7062423500612,134.57037943696452,102.59975520195839,52.61689106487148,45.65361077111383,53.88249694002448,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
reviews_per_program,134.7062423500612,134.7062423500612,133.3549571603427,101.85189718482252,49.36842105263158,45.883720930232556,53.88249694002448,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
reviews_per_program,134.7062423500612,134.7062423500612,133.88004895960833,103.8812729498164,49.58384332925337,45.4749082007344,53.99388004895961,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
reviews_per_program,134.7062423500612,134.7062423500612,134.56181150550796,101.8984088127295,49.95104039167687,45.45532435740514,53.88249694002448,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
reviews_per_program,134.7062423500612,134.7062423500612,134.26315789473685,102.07955936352509,48.011015911872704,45.352509179926564,53.88249694002448,62.86291309669522,71.84332925336598,80.82374541003672,89.80416156670746,98.78457772337822,107.76499388004896
